,trigram,chi-sq
16929,"('the', 'heart', 'to')",393.0013832944643
16930,"('and', 'the', ""'"")",392.98164804042966
16931,"('the', 'atmosphere', 'be')",392.54154184293037
16932,"('be', 'accomplish', 'and')",392.511050216894
16933,"('that', 'all', 'that')",392.4526070998245
16934,"('he', 'swung', 'the')",392.4429033170449
16935,"('i', 'up', 'the')",392.2105059498224
16936,"('a', 'dog', 'I')",391.64434812927936
16937,"('not', 'get', 'the')",391.56040922339577
16938,"('and', 'watch', 'the')",391.1445713234477
16939,"('do', 'she', 'do')",391.0598968281154
16940,"('to', 'understand', 'the')",390.8398245567582
16941,"('I', 'thought', 'she')",390.70749096102725
16942,"('do', 'with', 'they')",390.009468860622
16943,"('do', 'I', 'look')",389.86287501356617
16944,"('care', 'not', 'to')",389.6132601856974
16945,"('and', 'indeed', 'I')",389.58628684071584
16946,"('man', 'can', 'have')",389.4790963057774
16947,"('have', 'do', 'with')",389.24740680563514
16948,"(""'"", 'and', 'now')",388.3555868132359
16949,"('for', 'he', 'I')",387.63150147005996
16950,"('and', 'there', 'he')",387.4393902102903
16951,"('the', 'time', 'we')",387.36856487836417
16952,"('be', 'to', 'say')",387.28503941528436
16953,"('have', 'give', 'the')",386.60244536858636
16954,"('and', 'there', 'they')",386.35305752849985
16955,"('will', 'always', 'be')",386.2262853856527
16956,"('to', 'which', 'it')",385.89723075188203
16957,"('feet', 'and', 'the')",385.78760745160326
16958,"('he', 'for', 'he')",385.4767440589126
16959,"('room', 'for', 'he')",385.47153719299
16960,"('now', 'when', 'the')",385.24516954889157
16961,"('be', 'she', 'not')",385.0929643289375
16962,"('be', 'the', 'word')",385.02514616689245
16963,"('and', 'we', 'see')",384.7818032338071
16964,"('and', 'if', 'any')",384.766283583229
16965,"('of', 'mind', 'to')",384.5472024026876
16966,"('not', 'hear', 'a')",384.209461746704
16967,"('it', 'from', 'her')",384.20143013193683
16968,"('something', 'of', 'that')",384.195405914053
16969,"('speak', 'of', 'it')",383.94709707567665
16970,"('and', 'say', ""'"")",383.90680714755655
16971,"('to', 'know', 'the')",383.8221947016462
16972,"('of', 'they', 'to')",383.6072640899907
16973,"('be', 'to', 'let')",383.56639216283133
16974,"('to', 'know', 'and')",383.40951630170173
16975,"('I', 'offer', 'he')",383.29210758598487
16976,"('see', 'of', 'he')",383.258508535626
16977,"('be', 'bear', 'and')",383.01754741713364
16978,"('i', 'that', 'my')",383.0093971370104
16979,"('I', 'meet', 'a')",382.27293345788263
16980,"('to', 'enter', 'a')",382.20372852442307
16981,"('present', 'it', 'to')",382.0073933809989
16982,"('of', 'thing', 'that')",381.5250995004136
16983,"('a', 'time', 'I')",381.3845035217724
16984,"('and', 'so', 'he')",381.1896921877682
16985,"('and', 'so', 'be')",381.162734338735
16986,"('he', 'speak', 'he')",380.93959673609163
16987,"('it', 'open', 'and')",380.5459667814019
16988,"('face', 'of', 'that')",379.8022759804091
16989,"('of', 'what', 'we')",379.72960877944183
16990,"('be', 'king', 'of')",379.1911963705737
16991,"('the', 'time', 'but')",379.07827415127974
16992,"('do', 'with', 'my')",379.06340724351514
16993,"('house', 'and', 'the')",378.80137758789937
16994,"('the', 'all', 'good')",378.7459930819281
16995,"('be', 'out', 'on')",378.6133505558675
16996,"('he', 'know', 'the')",378.08844196545465
16997,"('in', 'he', 'he')",377.8673312307986
16998,"('have', 'do', 'before')",377.82062141289833
16999,"('and', 'as', 'it')",377.7888157539654
17000,"('and', 'he', 'see')",377.2787754824788
17001,"('than', 'I', 'but')",376.9871138577943
17002,"('they', 'call', 'a')",376.9184633455415
17003,"('of', 'all', 'his')",376.3881398897735
17004,"('a', 'place', 'for')",376.35078227940653
17005,"('to', 'hear', 'and')",376.2254216095552
17006,"('that', 'only', 'a')",376.0252742612308
17007,"('to', 'it', 'with')",375.680604198875
17008,"('may', 'not', 'have')",375.5880547001712
17009,"('the', 'Wolf', 'be')",375.2579870984698
17010,"('his', 'order', 'be')",374.41251728208954
17011,"('about', 'he', 'a')",374.24825855573783
17012,"('the', 'effect', 'be')",373.70730447539887
17013,"('for', 'all', 'his')",373.4818519870323
17014,"('have', 'find', 'the')",373.37211301902045
17015,"('he', 'it', 'have')",372.8260898120601
17016,"('a', 'boy', 'and')",372.4111226124146
17017,"('and', 'she', 'hold')",371.37998996183825
17018,"('and', 'went', 'to')",370.0750688480082
17019,"('and', 'call', 'it')",369.97881411391836
17020,"('and', 'now', 'as')",369.8976313129964
17021,"('do', 'all', 'that')",369.80534407456025
17022,"('a', 'child', 'he')",369.6538319028792
17023,"('be', 'the', 'cause')",369.65278076771835
17024,"('and', 'she', 'begin')",369.38338998270615
17025,"('right', 'to', 'it')",369.37011524640656
17026,"('have', 'he', 'not')",369.06816739057075
17027,"('I', 'put', 'a')",368.89883205669497
17028,"('to', 'hold', 'you')",368.7865773182933
17029,"('they', 'see', 'the')",368.72187861552857
17030,"('we', 'know', 'the')",368.228274232834
17031,"('tree', 'and', 'the')",368.0522830036928
17032,"('he', 'not', 'to')",367.7958977922455
17033,"('to', 'earth', 'and')",367.7891362741718
17034,"('have', 'do', 'the')",367.75151437333807
17035,"('I', 'put', 'in')",367.7027704413934
17036,"('and', 'get', 'a')",367.6474795898209
17037,"('and', 'have', 'the')",367.637302370251
17038,"('it', 'and', 'now')",367.60445334371457
17039,"('not', 'you', 'he')",367.4924756478895
17040,"('for', 'what', 'he')",367.37319767515874
17041,"('have', 'have', 'the')",367.090374170731
17042,"(""'s"", 'the', 'only')",367.0763626333381
17043,"('of', 'they', 'all')",366.954270651686
17044,"('I', 'reply', 'I')",366.6333086180926
17045,"('have', 'do', 'more')",366.58393467462645
17046,"('even', 'at', 'that')",366.4509550132368
17047,"('not', 'have', 'do')",366.32059885429794
17048,"('it', 'all', 'be')",366.0855406699467
17049,"('for', 'he', 'to')",365.7691772513184
17050,"('question', 'as', 'to')",365.48910526907457
17051,"('have', 'follow', 'he')",364.29532458539165
17052,"('be', 'my', 'first')",364.23114172472197
17053,"('of', 'it', 'all')",364.13066805337644
17054,"('I', 'put', 'the')",364.04795424521654
17055,"('take', 'it', 'and')",364.0090274341157
17056,"('and', 'take', 'his')",363.9961684718045
17057,"('you', 'and', 'the')",363.715093584909
17058,"('she', 'hear', 'a')",363.6229197417757
17059,"('he', 'open', 'the')",363.06445176432493
17060,"('to', 'think', 'the')",362.2072880728378
17061,"('and', 'so', 'when')",362.1511661248344
17062,"('and', 'with', 'some')",361.77220876517777
17063,"('if', 'to', 'say')",361.2536094536914
17064,"('it', 'have', 'all')",361.06054279513876
17065,"('and', 'presently', 'I')",360.85663715510134
17066,"('be', 'clear', 'that')",360.7912042654116
17067,"('you', 'take', 'the')",360.4813256035877
17068,"('for', 'ever', 'and')",359.5037863026276
17069,"('with', 'all', 'her')",359.4731871977136
17070,"('as', 'for', 'her')",359.141092152682
17071,"('I', 'leave', 'her')",358.94584983567984
17072,"('the', 'time', 'come')",358.7611015165985
17073,"('what', 'have', 'I')",358.7261044899498
17074,"('a', 'house', 'which')",358.71481732306904
17075,"('the', 'word', 'in')",358.3958280930332
17076,"('and', 'not', 'the')",358.1807578115863
17077,"('face', 'and', 'the')",358.01120997420236
17078,"('you', 'like', 'he')",357.9900965370909
17079,"('in', 'time', 'I')",357.8337963008489
17080,"('face', 'and', 'all')",357.742944911586
17081,"('that', 'air', 'of')",357.466852989485
17082,"('that', 'will', 'make')",357.25518416993265
17083,"('he', 'and', 'now')",357.22085417461136
17084,"('as', 'it', 'do')",357.1282434280805
17085,"('and', 'let', 'he')",357.10683692819504
17086,"('to', 'present', 'he')",356.68914915317544
17087,"('and', 'he', 'seem')",356.6379196614501
17088,"('she', 'see', 'he')",356.5832026894369
17089,"('the', 'change', 'in')",356.2187419735438
17090,"('that', ""'s"", 'all')",356.206273898097
17091,"('be', 'to', 'look')",356.0128031755336
17092,"('be', 'the', 'proper')",355.8107418031179
17093,"('and', 'in', 'another')",355.7640514884716
17094,"('mother', 'and', 'she')",355.17152532989223
17095,"('the', 'servant', 'be')",355.1529587234769
17096,"('the', 'day', 'he')",355.09436379669546
17097,"('as', 'you', 'say')",354.7277523440108
17098,"('and', 'tell', 'they')",354.71683519858465
17099,"('doubt', 'of', 'it')",354.4789304494309
17100,"('in', 'it', 'have')",354.3601065746422
17101,"('say', 'he', ""'s"")",353.68146501705326
17102,"('have', 'here', 'a')",353.3124131707095
17103,"('and', 'examin', 'the')",353.28821565258136
17104,"('and', 'even', 'in')",353.2416276779668
17105,"('the', 'manner', 'in')",353.2162528762855
17106,"('even', 'in', 'that')",352.9501768162833
17107,"('the', 'time', 'for')",352.7425064927489
17108,"('of', 'all', 'my')",352.2340137611313
17109,"('be', 'the', 'result')",351.67636405659675
17110,"('for', 'quite', 'a')",351.4932860014791
17111,"('to', 'send', 'a')",351.34386049095605
17112,"('and', 'Constance', 'have')",350.78794039550917
17113,"('will', 'like', 'it')",350.0459220465529
17114,"('be', 'the', 'son')",349.76456459325357
17115,"('can', 'do', 'that')",349.49305427773754
17116,"('I', 'ever', 'have')",349.04184071923873
17117,"('it', 'have', 'do')",349.00427004851815
17118,"('he', 'never', 'will')",348.43498592274665
17119,"('to', 'have', 'something')",348.2220980621094
17120,"('be', 'that', 'the')",348.21999265699066
17121,"('here', 'be', 'the')",347.9667683735038
17122,"('you', 'do', ""'"")",347.91340615057135
17123,"('a', 'time', 'and')",347.6173932055766
17124,"('and', 'keep', 'they')",347.4232514221745
17125,"('with', 'fear', 'and')",346.8774558128594
17126,"('cause', 'he', 'to')",346.4780975522428
17127,"('and', 'he', 'do')",346.354018718687
17128,"('he', 'stop', 'and')",346.3025669226916
17129,"('be', 'on', 'their')",345.7082910404126
17130,"('to', 'come', 'when')",345.24212098787467
17131,"('not', 'have', 'that')",345.1402019558447
17132,"('so', 'when', 'the')",344.98483028036543
17133,"('to', 'write', 'a')",344.9658779438892
17134,"('do', 'to', 'begin')",344.76813970047357
17135,"('you', 'to', 'you')",344.72906617760043
17136,"('to', 'night', 'he')",344.72099386537724
17137,"('will', 'do', 'the')",344.2010672872695
17138,"('of', 'he', 'that')",344.1975036190253
17139,"('do', 'a', 'thing')",343.7806113073434
17140,"('see', 'you', 'in')",343.48300212812734
17141,"('and', 'the', 'black')",343.3408107529496
17142,"('day', 'of', 'all')",343.1215359922944
17143,"('the', 'one', 'you')",342.23353034918875
17144,"('that', 'make', 'her')",342.05800900843974
17145,"('and', 'make', 'they')",341.89300549011824
17146,"('have', 'to', 'hold')",340.791270117289
17147,"('be', 'get', 'on')",340.78801316052215
17148,"('be', 'do', 'with')",340.65196983962915
17149,"('man', 'for', 'my')",340.3474715579569
17150,"('the', 'afternoon', 'I')",339.50774468566556
17151,"('it', 'and', 'so')",339.4969664255808
17152,"('to', 'complete', 'the')",339.3181868370342
17153,"('as', 'that', 'of')",338.60172913316643
17154,"('that', 'letter', 'I')",338.12621048763674
17155,"('some', 'of', 'that')",337.7816796106899
17156,"('some', 'of', 'it')",337.4750298705112
17157,"('he', 'reply', 'in')",337.3770114082556
17158,"('take', 'out', 'a')",337.11304899449993
17159,"('of', 'it', 'have')",337.0148642916171
17160,"('have', 'the', 'thing')",336.8735524397806
17161,"('such', 'be', 'the')",336.36011147532605
17162,"('to', 'say', 'a')",336.1717170796405
17163,"('to', 'that', 'part')",336.1337221474612
17164,"('i', 'for', 'it')",335.9628364854505
17165,"('be', 'right', 'and')",335.9474836120258
17166,"('that', ""'s"", 'the')",335.9233184274511
17167,"('be', 'do', 'someth')",335.61794689639726
17168,"('he', 'and', 'so')",335.4823536133051
17169,"('to', 'stop', 'and')",335.4265456421447
17170,"('and', 'look', 'as')",335.132621614434
17171,"('i', 'and', 'my')",335.10841543364285
17172,"('to', 'accept', 'the')",334.99159501443785
17173,"('to', 'pass', 'the')",334.9522642271528
17174,"('off', 'at', 'a')",334.9498891862061
17175,"('to', 'call', 'he')",334.9167506077725
17176,"('will', 'you', 'take')",334.91368070994133
17177,"('say', 'to', 'my')",334.8561723563544
17178,"('and', 'now', 'the')",334.73546818318044
17179,"('a', 'time', 'he')",334.44969934740226
17180,"('with', 'us', 'and')",334.4081942777153
17181,"('be', 'what', 'they')",333.7876095561232
17182,"('in', 'it', 'a')",333.73325403569413
17183,"('the', 'thing', 'you')",333.58313950125824
17184,"('be', 'indeed', 'the')",333.5361398220494
17185,"('be', 'work', 'on')",333.4265889133334
17186,"('how', 'be', 'it')",333.2178193005085
17187,"('be', 'now', 'at')",332.7937140737346
17188,"('open', 'and', 'a')",332.76224111750156
17189,"('of', 'which', 'they')",332.5741977074071
17190,"('she', 'and', 'she')",332.5303515944076
17191,"('the', 'thought', 'that')",332.3512729275052
17192,"('know', 'it', 'and')",331.8324598328954
17193,"('back', 'and', 'see')",331.39441100159604
17194,"('and', 'there', 'a')",331.1855596388535
17195,"('as', 'to', 'my')",330.961487709211
17196,"('and', 'start', 'for')",330.84194685912894
17197,"('wall', 'and', 'the')",329.84491153661986
17198,"('and', 'i', 'and')",329.3935978908174
17199,"(""'"", 'what', 'a')",329.35421279022006
17200,"('to', 'say', 'you')",329.05909662839724
17201,"('and', 'after', 'he')",328.96601100826297
17202,"('the', 'time', 'they')",328.88872740234046
17203,"('be', 'simply', 'a')",328.6083760979843
17204,"('by', 'which', 'the')",328.5753057068578
17205,"('and', 'show', 'they')",328.5406193748712
17206,"('and', 'give', 'a')",328.25901403864117
17207,"('now', 'that', 'you')",327.51099027150724
17208,"('that', 'even', 'the')",327.4836540302348
17209,"('he', 'and', 'there')",327.3262231097057
17210,"('find', 'he', 'and')",327.13614285027876
17211,"('be', 'his', 'only')",326.7666495797631
17212,"('to', 'rise', 'and')",326.49842866473205
17213,"('all', 'of', 'they')",326.093819338563
17214,"('i', 'and', 'if')",325.6804137964609
17215,"('to', 'have', 'the')",325.12731907733763
17216,"('write', 'to', 'you')",325.03408044999674
17217,"('they', 'get', 'to')",324.8140600202839
17218,"('to', 'us', 'all')",324.7829789897705
17219,"('have', 'enough', 'of')",324.21250789969554
17220,"('I', 'leave', 'he')",324.0683714502735
17221,"('and', 'that', 'they')",324.00700867830216
17222,"('and', 'sometimes', 'I')",323.91014658375957
17223,"('and', 'see', 'they')",323.752816341578
17224,"('a', 'whisper', 'I')",323.7076622367523
17225,"('tell', 'they', 'I')",323.49199370651127
17226,"('by', 'which', 'it')",323.28244426773784
17227,"('a', 'thing', 'you')",322.909905732136
17228,"('with', 'nothing', 'to')",322.56058156485
17229,"('put', 'out', 'the')",322.24705214728397
17230,"('of', 'it', 'to')",321.97271494309615
17231,"('to', 'look', 'on')",321.7896406510543
17232,"('follow', 'he', 'and')",321.7675093879352
17233,"('have', 'mention', 'the')",321.5098302685831
17234,"('part', 'in', 'it')",321.33038712066053
17235,"('he', 'never', 'have')",321.23812922327016
17236,"('i', 'what', 'have')",321.1392659956998
17237,"('and', 'so', 'you')",320.77130192249416
17238,"('see', 'he', 'and')",320.3090150236883
17239,"('suppose', 'to', 'have')",320.1000942820154
17240,"('see', 'he', 'he')",319.7806477589485
17241,"('it', 'to', 'my')",319.4444198467439
17242,"('have', 'do', 'for')",318.89782574779866
17243,"('and', 'the', 'sight')",318.8679542852471
17244,"('get', 'on', 'to')",318.3564463090759
17245,"('a', 'table', 'with')",318.04912031406485
17246,"('shoulder', 'and', 'the')",317.52761941296114
17247,"('to', 'hold', 'a')",317.4920314593273
17248,"('from', 'i', 'for')",317.3992660475365
17249,"('see', 'he', 'in')",316.7027243914267
17250,"('he', 'over', 'to')",316.27836414859064
17251,"('and', 'turn', 'his')",316.26836987081856
17252,"('and', 'take', 'the')",315.7202810762058
17253,"('be', 'my', 'reply')",315.59678362357306
17254,"('not', 'notice', 'the')",315.12168806354896
17255,"('why', 'have', 'he')",315.0991313894906
17256,"('and', 'therefore', 'the')",315.07208397164527
17257,"('not', 'only', 'the')",314.9566114317265
17258,"('of', 'that', 'who')",314.19326320484413
17259,"('the', 'time', 'she')",314.13508399455577
17260,"('you', 'do', 'and')",313.800741171755
17261,"('it', 'away', 'and')",313.4717260461142
17262,"('I', 'spend', 'the')",313.43976860627083
17263,"('to', 'save', 'the')",313.2155846099556
17264,"('and', 'at', 'his')",313.15995888776416
17265,"('for', 'her', 'and')",313.1550177558425
17266,"('the', 'answer', 'to')",313.0148003091445
17267,"('he', 'think', 'he')",312.9008923206964
17268,"('be', 'get', 'a')",312.8528530110926
17269,"('say', 'and', 'so')",312.7881246640315
17270,"('to', 'that', 'end')",312.7809882876945
17271,"('to', 'have', 'they')",312.3731283960307
17272,"('and', 'fetch', 'the')",312.29266841603993
17273,"('on', 'to', 'my')",312.08350306268426
17274,"('not', 'be', 'long')",311.9019955351747
17275,"('get', 'there', 'I')",311.88231254649867
17276,"('what', 'will', 'they')",311.79535742564815
17277,"('take', 'he', 'by')",311.6919290118574
17278,"('be', 'say', 'the')",311.4759811173882
17279,"('and', 'what', 'they')",310.72674617315437
17280,"('the', 'one', 'to')",310.67183691315734
17281,"('horse', 'and', 'the')",310.3452436330902
17282,"('shall', 'find', 'the')",309.80381636381594
17283,"('nothing', 'of', 'it')",309.6880530016773
17284,"('the', 'day', 'I')",309.6171982495531
17285,"('he', ""'s"", 'go')",309.59496413985045
17286,"('but', 'i', 'will')",309.4150760862813
17287,"('and', 'get', 'on')",308.9842086019556
17288,"('he', 'as', 'Bart')",308.88470989571385
17289,"('on', 'to', 'his')",308.6677571608182
17290,"('you', 'give', 'it')",308.54658543151817
17291,"('that', 'make', 'it')",308.2475762900172
17292,"('be', 'it', 'a')",308.12282974165316
17293,"('for', 'her', 'to')",307.75290325943274
17294,"('day', 'and', 'the')",307.58450877588
17295,"('to', 'open', 'the')",307.5764727786738
17296,"('he', 'to', 'come')",307.4846577360495
17297,"('out', 'on', 'to')",307.2353627196647
17298,"('to', 'say', 'but')",306.5647603865284
17299,"('you', 'face', 'and')",306.4327127269527
17300,"('and', 'get', 'some')",305.72981747092996
17301,"('you', 'to', 'come')",305.3522374924431
17302,"('for', 'her', 'I')",304.5579925425948
17303,"('as', 'be', 'the')",304.2811707496998
17304,"('face', 'and', 'a')",304.2253691165619
17305,"('of', 'he', 'but')",304.1516178904445
17306,"('the', 'thing', 'that')",304.01126078950114
17307,"('that', 'the', 'new')",303.7890185439712
17308,"('as', 'to', 'his')",303.5107927957154
17309,"('force', 'he', 'to')",303.2477195911893
17310,"('with', 'which', 'to')",303.22007068690345
17311,"('as', 'the', 'time')",302.8706610970976
17312,"('and', 'help', 'he')",302.4089675097223
17313,"('on', 'and', 'the')",302.1280380822226
17314,"('to', 'they', 'the')",301.90543516650075
17315,"('of', 'he', 'now')",301.8633430297188
17316,"('and', 'for', 'this')",301.59865651335343
17317,"('and', 'all', 'its')",301.35487849193686
17318,"('not', 'a', 'thing')",301.0118767039524
17319,"('the', 'time', 'be')",300.9403379690606
17320,"('for', 'he', 'and')",300.89342309681285
17321,"('they', 'all', 'and')",299.5859608967309
17322,"('to', 'night', 'she')",299.5007295071659
17323,"('know', 'he', 'I')",299.45390810221613
17324,"('of', 'he', 'in')",299.3946963842144
17325,"('do', 'for', 'he')",299.2980133105472
17326,"('and', 'that', 'we')",299.13196134968473
17327,"('light', 'and', 'the')",298.5245515117351
17328,"('day', 'and', 'they')",298.27621228967797
17329,"('be', 'low', 'and')",298.1567397394903
17330,"('be', 'my', 'business')",298.12088807520956
17331,"('I', 'only', 'say')",298.0887994879699
17332,"('for', 'it', 'he')",297.60647719384303
17333,"('say', 'to', 'he')",297.34531953887955
17334,"('it', 'out', 'and')",296.9179957119947
17335,"('of', 'he', 'for')",296.7035106177864
17336,"('then', 'come', 'a')",296.6335147911091
17337,"('the', 'thing', 'I')",296.47451339943524
17338,"('in', 'reply', 'to')",296.2949711964073
17339,"('some', 'of', 'you')",296.04542746419156
17340,"('and', 'so', 'she')",295.9062136420736
17341,"('be', 'as', 'yet')",295.83211356398294
17342,"('be', 'give', 'the')",295.60369184530185
17343,"('and', 'offer', 'to')",295.5605464483822
17344,"('it', 'fall', 'and')",295.1286999947345
17345,"('sun', 'and', 'the')",295.03370528551613
17346,"('her', 'up', 'with')",294.778819791522
17347,"('you', 'do', 'I')",294.6093053072514
17348,"('and', 'so', 'at')",294.48279188338773
17349,"('have', 'to', 'come')",294.2733288165407
17350,"('will', 'do', 'for')",293.83701097555723
17351,"('of', 'he', 'at')",293.71179320868293
17352,"('say', 'to', 'his')",293.50014022470134
17353,"('this', 'day', 'the')",293.34523101234697
17354,"('will', 'go', 'with')",293.29216436108675
17355,"('that', 'will', 'do')",293.24951336439057
17356,"('he', 'up', 'in')",293.16723166693043
17357,"('on', 'which', 'the')",292.60476773651476
17358,"('to', 'witness', 'the')",292.3897279522576
17359,"('and', 'they', 'all')",292.36796703119825
17360,"('be', 'in', 'truth')",292.17196075189713
17361,"('of', 'it', 'not')",292.14199562114834
17362,"('a', 'child', 'in')",291.41297393207014
17363,"(""'"", 'and', 'so')",291.2762075391885
17364,"('and', 'there', 'in')",291.0842107267664
17365,"('the', 'time', 'in')",291.06051552533455
17366,"('I', 'come', 'on')",290.96366093580264
17367,"('to', 'you', 'he')",290.9515549338764
17368,"('be', 'with', 'he')",290.38098200288186
17369,"('be', 'certain', 'that')",290.14212761833966
17370,"('a', 'thing', 'he')",289.5614319967303
17371,"('for', 'it', 'then')",289.27793426210985
17372,"('leave', 'it', 'to')",289.15520107949703
17373,"('i', 'what', 'it')",288.89762386749345
17374,"('to', 'have', 'my')",288.72004023088573
17375,"('to', 'which', 'my')",288.39369164652163
17376,"('as', 'the', 'day')",287.914384404017
17377,"('shall', 'I', 'not')",287.70224328118616
17378,"('of', 'he', 'as')",287.4547538833283
17379,"('and', 'putt', 'the')",287.2095766276148
17380,"('be', 'what', 'we')",287.041069825215
17381,"('you', 'say', 'he')",287.0016639786857
17382,"('and', 'open', 'it')",286.8349792492523
17383,"('it', 'as', 'it')",286.78742518204206
17384,"('the', 'day', 'she')",286.64617255881205
17385,"('the', 'information', 'that')",286.59457259963403
17386,"('be', 'well', 'I')",286.5183289753797
17387,"('and', 'that', 'of')",286.1752708364217
17388,"('please', 'he', 'to')",286.10344230516483
17389,"('of', 'they', 'he')",286.08239924408326
17390,"('I', 'follow', 'the')",286.00666021221247
17391,"('you', 'say', 'the')",285.00325190106594
17392,"('the', 'day', 'in')",284.6743401248106
17393,"('for', 'he', 'he')",284.5132429874371
17394,"('as', 'to', 'how')",284.44936184659133
17395,"('he', 'for', 'her')",284.3266409866083
17396,"('not', 'you', 'I')",284.32091614040974
17397,"('to', 'catch', 'the')",284.15136797822265
17398,"('to', 'he', 'he')",284.09609076656915
17399,"('by', 'that', 'who')",284.0923840277205
17400,"('for', 'he', 'but')",283.81858508222973
17401,"('a', 'walk', 'with')",282.7088425910295
17402,"('he', 'approach', 'the')",282.42937519584643
17403,"('be', 'here', 'and')",282.3993105601498
17404,"('it', 'when', 'the')",282.12924144062805
17405,"('it', 'out', 'with')",281.75158594033485
17406,"('and', 'find', 'a')",281.72449932699965
17407,"('it', 'all', 'and')",281.52337573630444
17408,"('see', 'you', 'to')",281.2651706375224
17409,"('what', 'have', 'he')",281.1967433814735
17410,"('have', 'go', 'he')",280.53672689513746
17411,"(""'"", 'have', 'you')",280.1118017561142
17412,"('will', 'make', 'the')",279.96223659027004
17413,"('on', 'which', 'you')",279.8730166744102
17414,"('that', 'in', 'some')",279.8654741873475
17415,"('he', 'remember', 'the')",279.7566711099219
17416,"('and', 'in', 'less')",279.2327509723862
17417,"('I', 'turn', 'the')",279.21526881193637
17418,"('be', 'the', 'day')",279.1687288274203
17419,"('it', 'to', 'his')",279.136546987415
17420,"('of', 'all', 'who')",279.04901028896353
17421,"('in', 'he', 'and')",278.99488403169863
17422,"('about', 'this', 'he')",278.96019947990186
17423,"('and', 'the', 'white')",278.69128136366675
17424,"('and', 'say', 'he')",278.5797899080856
17425,"('room', 'and', 'the')",278.0994135611491
17426,"('be', 'in', 'bed')",277.8850345367343
17427,"('and', 'show', 'her')",277.8499687054763
17428,"('the', 'doll', 'be')",277.8413672034438
17429,"('and', 'the', 'big')",277.5068694428218
17430,"('to', 'have', 'do')",277.21581802517835
17431,"('up', 'at', 'he')",276.97507233778407
17432,"('the', 'war', 'have')",276.7662693268518
17433,"('so', 'say', 'he')",276.2424610177944
17434,"('she', 'too', 'have')",276.1831100527995
17435,"('he', 'as', 'to')",276.17258337093585
17436,"('you', 'go', 'and')",275.9534290264254
17437,"('the', 'day', 'be')",275.7786197587622
17438,"('they', 'say', 'he')",275.75679067508145
17439,"('have', 'do', 'this')",275.6532489592289
17440,"('her', 'to', 'come')",275.3594407708823
17441,"('and', 'the', 'new')",275.3476063909695
17442,"('and', 'he', 'never')",275.32947190340764
17443,"('you', 'say', 'it')",274.4985503542417
17444,"('and', 'presently', 'the')",274.40535175334134
17445,"('marry', 'he', 'and')",274.3725077541317
17446,"('he', 'answer', 'that')",273.75665391071215
17447,"('and', 'fasten', 'the')",273.0150478249127
17448,"('the', 'time', 'have')",272.976192347327
17449,"('to', 'let', 'the')",272.5916865460304
17450,"('a', 'way', 'that')",272.551420158918
17451,"('but', 'be', 'it')",271.83646787957366
17452,"('you', 'do', 'in')",271.4168749613699
17453,"('be', 'right', 'I')",270.68720406774463
17454,"('so', 'great', 'be')",270.65458301091905
17455,"('in', 'all', 'my')",270.1626846200046
17456,"('for', 'he', 'in')",270.12340360351044
17457,"('and', 'but', 'for')",269.7493425820368
17458,"('will', 'do', 'as')",269.5897999249612
17459,"('you', 'all', 'know')",269.5846919940667
17460,"('be', 'with', 'you')",269.52853767275457
17461,"('not', 'touch', 'the')",269.5077865006269
17462,"('and', 'fall', 'of')",269.3260150443379
17463,"('be', 'his', 'first')",269.2328530731396
17464,"('in', 'time', 'for')",269.19859287620926
17465,"('or', 'be', 'it')",269.1705572912241
17466,"('and', 'the', 'thought')",269.08793170309383
17467,"('turn', 'and', 'go')",269.0724484378713
17468,"('about', 'her', 'and')",268.9718515040264
17469,"('open', 'and', 'the')",268.50917759988334
17470,"('she', 'take', 'the')",267.944511301287
17471,"('the', 'snow', 'be')",267.8346530303801
17472,"('the', 'time', 'that')",267.19157811041276
17473,"('and', 'in', 'some')",267.0097982430248
17474,"('for', 'though', 'the')",266.8818002448907
17475,"('they', 'catch', 'the')",266.6653393601721
17476,"('he', 'come', 'and')",266.5511899724133
17477,"('and', 'she', 'take')",266.44666728668903
17478,"('at', 'hand', 'the')",266.43415977764846
17479,"('i', 'and', 'you')",266.30931079931764
17480,"('with', 'you', 'and')",266.2866630809364
17481,"('and', 'before', 'I')",265.90034401085944
17482,"('see', 'it', 'in')",265.5579341429645
17483,"('of', 'they', 'say')",265.37833970701456
17484,"('have', 'to', 'say')",265.36588790630594
17485,"('make', 'you', 'a')",265.0831456446145
17486,"('be', 'here', ""'"")",264.77758658348654
17487,"('for', 'it', 'by')",264.27825535430554
17488,"('have', 'do', 'all')",264.209139170547
17489,"('air', 'and', 'the')",263.89872667489766
17490,"('both', 'of', 'you')",263.79870991917863
17491,"(""'"", 'be', 'the')",263.3862557049996
17492,"('water', 'and', 'the')",263.37714577820435
17493,"(""'"", 'no', 'but')",262.9680914398711
17494,"('for', 'this', 'it')",262.84160981911117
17495,"('you', 'do', 'that')",262.5946980817399
17496,"('he', 'and', 'he')",262.4214841542862
17497,"('and', 'she', 'go')",262.2926889638039
17498,"(""'"", 'be', 'you')",262.23320978723655
17499,"('have', 'often', 'be')",262.13217386188774
17500,"('to', 'say', 'no')",261.7445373053953
17501,"('be', 'the', 'Christmas')",261.72460512725524
17502,"('and', 'open', 'the')",261.55928895743705
17503,"('he', ""'s"", 'do')",261.47828862501024
17504,"('be', 'in', 'some')",261.2709727090681
