,en,ru,fr,votes
3787,rear,назад,arrière,1
3788,rear,позади,arrière,1
3789,rear,задний,arrière,1
3790,rear,тыл,arrière,1
3791,rear,задний часть,arrière,1
3792,album,альбом,album,3
3793,album,альбом,disque,1
3794,album,альбомный,no_equality,1
3795,almost,почти,quasi,2
3796,almost,почти,pratiquement,2
3797,almost,почти,presque,3
3798,almost,почти,près,1
3799,almost,почти,quasiment,1
3800,almost,почти,bientôt,1
3801,almost,почти,environ,1
3802,almost,почти,guère,1
3803,almost,почти,failli,1
3804,almost,почти,plupart,1
3805,almost,практически,quasi,1
3806,almost,практически,pratiquement,1
3807,almost,практически,presque,2
3808,almost,фактически,pratiquement,1
3809,almost,фактически,presque,2
3810,almost,чуть не,pratiquement,1
3811,almost,чуть не,presque,2
3812,almost,уже,presque,2
3813,almost,около,presque,2
3814,almost,примерно,presque,2
3815,almost,скоро,presque,2
3816,almost,без малого,no_equality,1
3817,almost,чуть ли не,presque,1
3818,almost,,presque,1
3819,quasi,no_equality,quasi,1
3820,virtually,почти,quasi,1
3821,virtually,почти,pratiquement,1
3822,virtually,почти,presque,1
3823,virtually,практически,quasi,1
3824,virtually,практически,pratiquement,1
3825,virtually,практически,presque,1
3826,virtually,фактически,pratiquement,1
3827,virtually,фактически,presque,1
3828,virtually,буквально,pratiquement,1
3829,designate,назначить,désigner,1
3830,designate,назначать,désigner,1
3831,designate,назначение,désigner,1
3832,designate,определить,indiquer,1
3833,mean,no_equality,désigner,1
3834,assign,назначить,désigner,1
3835,assign,назначать,désigner,1
3836,identify,указать,désigner,1
3837,denote,обозначение,désigner,1
3838,define,указать,désigner,1
3839,indicate,указать,désigner,1
3840,indicate,указать,indiquer,1
3841,indicate,указывать,indiquer,1
3842,indicate,отметить,indiquer,1
3843,indicate,определить,indiquer,1
3844,indicate,указываться,indiquer,1
3845,indicate,показать,indiquer,1
3846,engineering,инженерный,génie,1
3847,genius,гений,génie,1
3848,genius,гениальность,génie,1
3849,genius,умник,génie,1
3850,genius,гениальный,génie,1
3851,childhood,детство,enfance,3
3852,childhood,детский,enfance,2
3853,childhood,детский,no_equality,1
3854,childhood,ребёнок,enfance,2
3855,childhood,детский возраст,enfance,2
3856,secret,секрет,secret,3
3857,secret,тайна,secret,2
3858,secret,тайный,secret,3
3859,secret,секретный,secret,2
3860,secret,потайной,no_equality,1
3861,secret,скрытный,secret,1
3862,secret,негласный,no_equality,1
3863,secret,закулисный,no_equality,1
3864,secret,конспиративный,secret,1
3865,secret,засекреченный,secret,1
3866,secret,скрытый,caché,1
3867,secret,закрытый,no_equality,1
3868,secret,затаенный,no_equality,1
3869,secret,тайно,no_equality,1
3870,secret,в секрете,secret,1
3871,secret,секретность,secret,1
3872,secret,засекретить,secret,1
3873,advice,совет,conseil,2
3874,advice,совет,conseiller,1
3875,advice,рекомендация,conseil,2
3876,advice,консультация,conseil,2
3877,advice,консультация,consultation,1
3878,advice,консультирование,conseil,2
3879,advice,консультирование,conseiller,1
3880,advice,Совет,conseil,1
3881,advice,Совет,avis,1
3882,advice,Совет,conseiller,1
3883,advice,Совет,conseille,1
3884,advice,уведомление,avis,1
3885,advice,авизо,no_equality,1
3886,advice,консультативная помощь,conseil,1
3887,advice,информация,no_equality,1
3888,advice,консультативное заключение,no_equality,1
3889,advice,наставление,conseil,1
3890,advice,консультационный,no_equality,1
3891,prior,прежде чем,avant,1
3892,prior,ранее,avant,1
3893,prior to,прежде чем,avant,1
3894,prior to,перед,avant,1
3895,prior to,ранее,avant,1
3896,after,после,après,1
3897,after,спустя,après,1
3898,after,поздний,après,1
3899,after,поздний,ensuite,1
3900,after,вслед за,après,1
3901,after,через,après,1
3902,after,после тот как,après,1
3903,afterwards,после,après,2
3904,afterwards,после,ensuite,1
3905,afterwards,потом,après,2
3906,afterwards,потом,ensuite,1
3907,afterwards,потом,plus tard,1
3908,afterwards,спустя,après,1
3909,afterwards,поздний,après,1
3910,afterwards,поздний,ensuite,2
3911,afterwards,впоследствии,après,2
3912,afterwards,впоследствии,ensuite,3
3913,afterwards,впоследствии,par la suite,1
3914,afterwards,впоследствии,puis,1
3915,afterwards,впоследствии,plus tard,1
3916,afterwards,впоследствии,ultérieurement,1
3917,afterwards,после этого,ensuite,1
3918,afterwards,после этого,puis,1
3919,afterwards,дальнейший,ensuite,1
3920,afterwards,последующий,ensuite,1
3921,particular,no_equality,notamment,1
3922,in particular,особенно,notamment,1
3923,in particular,например,notamment,1
3924,in particular,прежде всего,notamment,1
3925,in particular,а именно,notamment,1
3926,in particular,особо,notamment,1
3927,in particular,включая,notamment,1
3928,such as,например,notamment,1
3929,such as,а именно,notamment,1
3930,inter alia,например,notamment,1
3931,inter alia,включая,notamment,1
3932,inter alia,среди прочее,notamment,1
3933,fireplace,камин,cheminée,1
3934,open fireplace,no_equality,cheminée,1
3935,publication,публикация,publication,1
3936,publication,опубликование,publication,1
3937,publication,издание,publication,1
3938,publication,выпуск,publication,1
3939,publication,издательский,publication,1
3940,publication,опубликовать,publication,1
3941,publication,обнародование,publication,1
3942,publish,no_equality,publication,1
3943,publish,опубликовать,publier,1
3944,publish,публиковать,publier,1
3945,publish,издать,publier,1
3946,publish,издавать,publier,1
3947,publish,выпускать,publier,1
3948,publish,напечатать,publier,1
3949,publish,обнародовать,publier,1
3950,fracture,перелом,fracture,1
3951,fracture,трещина,fracture,1
3952,hollow,no_equality,creux,1
3953,trough,no_equality,creux,1
3954,review,рассмотрение,examen,1
3955,review,обзор,examen,1
3956,review,изучение,examen,1
3957,review,анализ,examen,1
3958,review,пересмотр,examen,1
3959,review,проверка,examen,1
3960,review,оценка,examen,1
3961,examination,рассмотрение,examen,3
3962,examination,рассмотрение,étude,1
3963,examination,рассмотрение,examiné,1
3964,examination,изучение,examen,3
3965,examination,изучение,étude,1
3966,examination,анализ,examen,2
3967,examination,экзамен,examen,3
3968,examination,экзамен,concours,1
3969,examination,экзамен,test,1
3970,examination,проверка,examen,2
3971,examination,осмотр,examen,2
3972,examination,обследование,examen,3
3973,examination,обследование,étude,1
3974,examination,освидетельствование,examen,2
3975,examination,экспертиза,no_equality,1
3976,examination,допрос,interrogatoire,1
3977,examination,допрос,interrogation,1
3978,examination,разбирательство,no_equality,1
3979,examination,ознакомление,no_equality,1
3980,examination,проведение экспертизы,examen,1
3981,examination,проведение экзаменов,examen,1
3982,examination,экзаменационная сессия,no_equality,1
3983,examination,экзаменационный,no_equality,1
3984,examination,смотровой,no_equality,1
3985,examination,досмотровый,no_equality,1
3986,examination,,examen,1
3987,exam,экзамен,examen,3
3988,exam,экзамен,concours,1
3989,exam,экзамен,test,1
3990,exam,осмотр,examen,2
3991,exam,обследование,examen,2
3992,exam,испытание,test,1
3993,exam,экзаменационный,no_equality,1
3994,exam,тест,examen,1
3995,trip,поездка,voyage,1
3996,trip,путешествие,voyage,1
3997,trip,путь,voyage,1
3998,trip,дорога,voyage,1
3999,trip,рейс,voyage,1
4000,trip,полёт,voyage,1
4001,trip,визит,voyage,1
4002,model,модель,modèle,1
4003,model,образец,modèle,1
4004,model,пример,modèle,1
4005,model,схема,modèle,1
4006,model,типовой,modèle,1
4007,model,образцовый,modèle,1
4008,pair,no_equality,pair,1
4009,imperative,императив,impératif,1
4010,imperative,настоятельный необходимость,impératif,1
4011,necessity,необходимость,impératif,1
4012,fact,тот,fait,2
4013,fact,факт,fait,3
4014,fact,факт,réalité,2
4015,fact,факт,satisfaction,1
4016,fact,дело,fait,2
4017,fact,реальность,réalité,1
4018,fact,сущность,no_equality,1
4019,fact,то,fait,1
4020,fact,,fait,1
4021,good,хороший,bon,1
4022,good,отличный,bon,1
4023,good,добрый,bon,1
4024,good,приятно,bon,1
4025,good,отлично,bon,1
4026,door,дверь,porte,1
4027,door,ворот,porte,1
4028,door,порог,porte,1
4029,door,ворота,porte,1
4030,door,вход,porte,1
4031,door,выход,porte,1
4032,door,путь,porte,1
4033,front door,no_equality,porte,1
4034,worn,носить,porté,1
4035,worn,надеть,porté,1
4036,pneumatic,no_equality,pneumatique,1
4037,machine,машина,machine,1
4038,machine,аппарат,machine,1
4039,machine,устройство,machine,1
4040,machine,машинка,machine,1
4041,machine,автомат,machine,1
4042,machine,механизм,machine,1
4043,machine,компьютер,machine,1
4044,machine,станок,machine,1
4045,machine,прибор,machine,1
4046,machine,оборудование,machine,1
4047,computer,компьютер,machine,1
4048,engineered,no_equality,machiné,1
4049,ketchup,кетчуп,ketchup,3
4050,ultimate,окончательный,final,1
4051,ultimate,конечный,final,1
4052,ultimate,конечный,ultime,1
4053,ultimate,главный,ultime,1
4054,ultimate,высокий,ultime,1
4055,engage,участвовать,engager,1
4056,engage,проводить,engager,1
4057,engage,привлекать,engager,1
4058,committed,no_equality,engager,1
4059,undertake,провести,engager,1
4060,undertake,провести,entreprendre,1
4061,undertake,проводить,engager,1
4062,undertake,проводить,entreprendre,1
4063,undertake,принимать,engager,1
4064,undertake,предпринять,entreprendre,1
4065,undertake,осуществлять,entreprendre,1
4066,undertake,осуществить,entreprendre,1
4067,undertake,предпринимать,entreprendre,1
4068,undertake,принять,entreprendre,1
4069,undertake,заниматься,entreprendre,1
4070,undertake,заняться,entreprendre,1
4071,undertake,проведение,entreprendre,1
4072,undertake,осуществление,entreprendre,1
4073,commit,no_equality,engager,1
4074,engaged,no_equality,engager,1
4075,otherwise,иначе,sinon,1
4076,otherwise,иначе,autrement,1
4077,otherwise,в остальной,sinon,1
4078,otherwise,в противный случай,sinon,1
4079,otherwise,иной образ,autrement,1
4080,bell,звонок,sonnette,1
4081,scared,no_equality,apeuré,1
4082,frightened,no_equality,apeuré,1
4083,elephant,слон,éléphant,3
4084,elephant,Элефант,no_equality,1
4085,elephant,слоновий,no_equality,1
4086,elephant,слоновый,no_equality,1
4087,elephant,слоник,éléphant,1
4088,study,исследование,étude,1
4089,study,изучение,étude,1
4090,study,обследование,étude,1
4091,study,анализ,étude,1
4092,entry,вступление,entrée,1
4093,entry,въезд,entrée,1
4094,entry,вход,entrée,1
4095,entry,выход,entrée,1
4096,entry,запись,entrée,1
4097,entry,ввод,entrée,1
4098,entry,поступление,entrée,1
4099,entry,элемент,entrée,1
4100,input,вход,entrée,1
4101,input,ввод,entrée,1
4102,entrance,въезд,entrée,2
4103,entrance,вход,entrée,3
4104,entrance,вход,accès,1
4105,entrance,вход,porte,1
4106,entrance,выход,entrée,2
4107,entrance,поступление,entrée,3
4108,entrance,появление,entrée,2
4109,entrance,входная дверь,no_equality,1
4110,entrance,доступ,accès,1
4111,entrance,прихожая,vestibule,1
4112,entrance,ход,no_equality,1
4113,entrance,ход,entrée,1
4114,entrance,проходная,no_equality,1
4115,entrance,входной,no_equality,1
4116,entrance,вступительный,no_equality,1
4117,entrance,въездной,no_equality,1
4118,entrance,подъезд,entrée,1
4119,entrance,вступление,entrée,1
4120,against,против,contre,3
4121,against,вопреки,contre,1
4122,against,напротив,no_equality,1
4123,against,по отношению,no_equality,1
4124,against,на фоне,no_equality,1
4125,effective,эффективный,effectif,1
4126,effective,фактический,effectif,1
4127,effective,реальный,effectif,1
4128,effective,действенный,effectif,1
4129,actual,фактический,effectif,1
4130,actual,реальный,effectif,1
4131,exhibition,выставка,exposition,1
4132,exhibition,экспозиция,exposition,1
4133,reality,реальность,réalité,1
4134,reality,действительность,réalité,1
4135,reality,жизнь,réalité,1
4136,reality,реалия,réalité,1
4137,reality,факт,réalité,1
4138,reality,реальный положение дело,réalité,1
4139,reality,реальный жизнь,réalité,1
4140,necessary,необходимый,nécessaire,3
4141,necessary,необходимый,indispensable,1
4142,necessary,необходимый,requis,1
4143,necessary,необходимый,besoin,1
4144,necessary,необходимый,faut,1
4145,necessary,нужный,nécessaire,2
4146,necessary,нужный,faut,1
4147,necessary,неизбежный,no_equality,1
4148,necessary,надобный,no_equality,1
4149,necessary,требуемый,nécessaire,1
4150,necessary,требуемый,requis,1
4151,necessary,надо,no_equality,1
4152,necessary,надобность,no_equality,1
4153,necessary,потребоваться,faut,1
4154,necessary,требоваться,faut,1
4155,necessary,,faut,1
4156,non,no_equality,non,1
4157,not,нет,non,1
4158,not,без,non,1
4159,equity,справедливость,équité,1
4160,equity,равенство,équité,1
4161,equity,равноправие,équité,1
4162,equity,беспристрастность,équité,1
4163,equity,справедливый,équité,1
4164,parental,родительский,parental,1
4165,parental,родитель,parental,1
4166,parenting,родительский,parental,1
4167,campaign,кампания,campagne,1
4168,campaign,компания,campagne,1
4169,campaign,штаб,campagne,1
4170,countryside,сельский местность,campagne,2
4171,countryside,сельская местность,campagne,1
4172,countryside,природа,nature,1
4173,countryside,пригород,banlieue,1
4174,countryside,сельские районы,no_equality,1
4175,countryside,загородная местность,région,1
4176,countryside,сельский ландшафт,no_equality,1
4177,countryside,сельский,no_equality,1
4178,countryside,,campagne,1
4179,fishing,рыболовство,pêche,3
4180,fishing,рыболовство,pêcherie,1
4181,fishing,рыбалка,pêche,2
4182,fishing,лов,pêche,2
4183,fishing,рыбный промысел,pêche,2
4184,fishing,рыболовный,pêche,2
4185,fishing,рыболовный,no_equality,1
4186,fishing,рыбный промысл,pêche,2
4187,fishing,рыбопромысловый,pêche,2
4188,fishing,промысловый,pêche,2
4189,fishing,Рыбная ловля,pêche,1
4190,fishing,рыболов,pêcheur,1
4191,fishing,удочка,no_equality,1
4192,fishing,вылов рыбы,pêche,1
4193,fishing,вылов рыбы,halieutique,1
4194,fishing,ужение,no_equality,1
4195,fishing,рыбодобывающий,no_equality,1
4196,fishing,ловильный,no_equality,1
4197,fishing,рыбный ловля,pêche,1
4198,fishing,,pêche,1
4199,unless,no_equality,sauf,1
4200,apart from,за исключение,sauf,1
4201,apart from,за исключение,excepté,1
4202,apart from,кроме,excepté,1
4203,orchestra,оркестр,orchestre,1
4204,conductor,no_equality,orchestre,1
4205,Scripture,no_equality,écriture,1
4206,broadcast,транслировать,diffuser,1
4207,spread,распространять,diffuser,1
4208,spread,распространить,diffuser,1
4209,disseminate,распространять,diffuser,1
4210,disseminate,распространить,diffuser,1
4211,disseminate,пропагандировать,diffuser,1
4212,disseminate,распространение,diffuser,1
4213,distribute,распространять,diffuser,1
4214,distribute,распространить,diffuser,1
4215,distribute,распространение,diffuser,1
4216,essential,необходимый,indispensable,1
4217,indispensable,необходимый,indispensable,1
4218,indispensable,незаменимый,indispensable,1
4219,indispensable,обязательный,indispensable,1
4220,indispensable,неотъемлемый,indispensable,1
4221,impartial,беспристрастный,impartial,1
4222,impartial,беспристрастность,impartial,1
4223,impartially,no_equality,impartial,1
4224,index,индекс,index,1
4225,index,указатель,index,1
4226,play,играть,jouer,1
4227,play,сыграть,jouer,1
4228,play,поиграть,jouer,1
4229,play,выполнять,jouer,1
4230,play,выступать,jouer,1
4231,play,внести,jouer,1
4232,play,разыгрывать,jouer,1
4233,highly,очень,très,1
4234,highly,весьма,très,1
4235,highly,крайне,très,1
4236,highly,чрезвычайно,très,1
4237,highly,сильно,très,1
4238,then,впоследствии,ensuite,1
4239,then,впоследствии,puis,1
4240,then,далёкий,ensuite,1
4241,then,далёкий,puis,1
4242,then,после это,ensuite,1
4243,then,далее,ensuite,1
4244,then,далее,puis,1
4245,then,теперь,ensuite,1
4246,then,теперь,puis,1
4247,then,после что,puis,1
4248,then,вот,puis,1
4249,then,пока,puis,1
4250,then,вдруг,puis,1
4251,then,но,puis,1
4252,furthermore,далее,ensuite,1
4253,furthermore,no_equality,ailleurs,1
4254,format,формат,format,1
4255,format,форма,format,1
4256,specify,указать,indiquer,1
4257,specify,указывать,indiquer,1
4258,specify,определить,indiquer,1
4259,specify,указываться,indiquer,1
4260,state,указать,indiquer,1
4261,state,заявить,indiquer,1
4262,elsewhere,в друг место,ailleurs,1
4263,elsewhere,в другой место,ailleurs,1
4264,elsewhere,повсюду,ailleurs,1
4265,elsewhere,другой место,ailleurs,1
4266,elsewhere,другой страна,ailleurs,1
4267,elsewhere,другой район,ailleurs,1
4268,elsewhere,где-то ещё,ailleurs,1
4269,elsewhere,другой регион,ailleurs,1
4270,besides,кстати,ailleurs,1
4271,besides,между прочить,ailleurs,1
4272,college,колледж,collège,1
4273,college,коллегия,collège,1
4274,letter,письмо,lettre,3
4275,letter,письмо,courrier,1
4276,letter,письмо,écrit,1
4277,letter,письмо,message,1
4278,letter,письмо,lettres,1
4279,letter,буква,lettre,3
4280,letter,буква,lettres,1
4281,letter,записка,lettre,2
4282,letter,послание,lettre,2
4283,letter,грамота,no_equality,1
4284,letter,письмена,no_equality,1
4285,letter,буквенный,no_equality,1
4286,letter,письменный,no_equality,1
4287,letter,письменный,lettre,1
4288,letter,Letters,no_equality,1
4289,letter,писать письмо,no_equality,1
4290,letter,,lettre,1
4291,literate,no_equality,lettré,1
4292,clear,ясно,clair,1
4293,clear,очевидно,clair,1
4294,clear,чётко,clair,1
4295,clear,явно,clair,1
4296,clear,чёткий,clair,1
4297,clear,ясный,clair,1
4298,clear,понятный,clair,1
4299,plain,ясно,clair,1
4300,clearly,ясно,clair,1
4301,clearly,очевидно,clair,1
4302,clearly,чётко,clair,1
4303,clearly,явно,clair,1
4304,clearly,точно,clair,1
4305,obvious,понятный,clair,1
4306,obvious,очевидный,clair,1
4307,air,воздух,air,3
4308,air,воздух,atmosphère,1
4309,air,эйр,air,2
4310,air,эфир,no_equality,1
4311,air,атмосфера,atmosphère,1
4312,air,авиация,no_equality,1
4313,air,самолет,avion,1
4314,air,самолет,vol,1
4315,air,Эйр,air,1
4316,air,воздушный транспорт,no_equality,1
4317,air,пневматический,pneumatique,1
4318,air,атмосферный,no_equality,1
4319,air,эфирный,no_equality,1
4320,air,надувной,gonflable,1
4321,air,авиатранспортный,no_equality,1
4322,air,вентиляционный,no_equality,1
4323,air,проветривать,aérer,1
4324,air,транслировать,diffuser,1
4325,air,вид,air,1
4326,air,воздушный,aérien,1
4327,theme,тема,thème,1
4328,theme,вопрос,thème,1
4329,theme,тематика,thème,1
4330,theme,тематический,thème,1
4331,theme,под название,thème,1
4332,topic,тема,thème,1
4333,topic,вопрос,thème,1
4334,topic,проблема,thème,1
4335,topic,тематика,thème,1
4336,topic,предмет,thème,1
4337,topic,тематический,thème,1
4338,pause,перерыв,pause,1
4339,pause,пауза,pause,1
4340,rightly,справедливо,justement,1
4341,correctly,справедливо,justement,1
4342,mile,no_equality,mille,1
4343,last,последний,dernier,1
4344,last,прошлый,dernier,1
4345,last,предыдущий,dernier,1
4346,latest,последний,dernier,1
4347,recent,последний,dernier,1
4348,complementary,дополнительный,complémentaire,1
4349,complementary,взаимодополняющий,complémentaire,1
4350,complementary,дополнять,complémentaire,1
4351,complementary,дополнение,complémentaire,1
4352,supplemental,дополнительный,complémentaire,1
4353,release,no_equality,sortir,1
4354,release,выпустить,publier,1
4355,release,выпускать,publier,1
4356,release,публикация,publier,1
4357,release,выпуск,publier,1
4358,come out,выйти,sortir,1
4359,come out,выбраться,sortir,1
4360,come out,выходить,sortir,1
4361,come out,пойти,sortir,1
4362,come out,вылезать,sortir,1
4363,already,уже,déjà,1
4364,already,так,déjà,1
4365,already,ранее,déjà,1
4366,already,давно,déjà,1
4367,old,старый,âgé,1
4368,old,пожилой,âgé,1
4369,old,взрослый,âgé,1
4370,elderly,пожилой,âgé,1
4371,early,начать,début,1
4372,early,начало,début,1
4373,fast,быстро,vite,1
4374,fast,быстрый,vite,1
4375,fast,скорый,vite,1
4376,fast,срочно,vite,1
4377,quickly,быстро,vite,1
4378,quickly,быстрый,vite,1
4379,quickly,скоро,vite,1
4380,quickly,скорый,vite,1
4381,quickly,срочно,vite,1
4382,majority,большинство,plupart,1
4383,majority,большой часть,plupart,1
4384,other,другой,autre,1
4385,other,иной,autre,1
4386,accept,принять,accepter,1
4387,accept,согласиться с,accepter,1
4388,accept,принимать,accepter,1
4389,accept,признать,accepter,1
4390,accept,признавать,accepter,1
4391,accept,взять,accepter,1
4392,accept,пойти,accepter,1
4393,accept,мириться с,accepter,1
4394,accept,брать,accepter,1
4395,accept,допустить,accepter,1
4396,accepted,no_equality,accepter,1
4397,agreement,соглашение,Convention,1
4398,agreement,договор,Convention,1
4399,agreement,договорённость,Convention,1
4400,listen,слушать,écouter,1
4401,listen,послушать,écouter,1
4402,listen,выслушать,écouter,1
4403,listen,услышать,écouter,1
4404,listen,выслушивать,écouter,1
4405,listen,слышать,écouter,1
4406,listen,слушаться,écouter,1
4407,listen,прислушиваться,écouter,1
4408,listen,послушаться,écouter,1
4409,listen,прослушивать,écouter,1
4410,super,супер,super,1
4411,super,очень,super,1
4412,advisor,советник,conseiller,1
4413,advisor,консультант,conseiller,1
4414,counsellor,советник,conseiller,1
4415,counsellor,консультант,conseiller,1
4416,adviser,советник,conseiller,1
4417,adviser,консультант,conseiller,1
4418,counsel,советник,conseiller,1
4419,counsel,консультант,conseiller,1
4420,counsel,адвокат,conseiller,1
4421,counsel,совет,conseiller,1
4422,counsel,консультировать,conseiller,1
4423,councillor,советник,conseiller,1
4424,advise,консультирование,conseiller,1
4425,advise,консультировать,conseiller,1
4426,advise,посоветовать,conseiller,1
4427,advise,советовать,conseiller,1
4428,formidable,no_equality,formidable,1
4429,terrific,замечательный,formidable,1
4430,terrific,потрясать,formidable,1
4431,terrific,отличный,formidable,1
4432,disappoint,разочаровать,décevoir,1
4433,disappoint,разочаровывать,décevoir,1
4434,disappoint,расстраивать,décevoir,1
4435,frustrate,no_equality,décevoir,1
4436,enclosure,no_equality,enclos,1
4437,paddock,no_equality,enclos,1
4438,novelty,новизна,nouveauté,1
4439,contest,конкурс,concours,1
4440,contest,соревнование,concours,1
4441,contest,состязание,concours,1
4442,stellar,no_equality,stellaire,1
4443,farmer,фермер,agriculteur,3
4444,farmer,фермер,fermier,2
4445,farmer,хуторянин,no_equality,1
4446,farmer,откупщик,no_equality,1
4447,farmer,сельхозпроизводитель,no_equality,1
4448,farmer,крестьянин,paysan,1
4449,farmer,колхозник,no_equality,1
4450,farmer,земледелец,agriculteur,2
4451,farmer,земледелец,fermier,1
4452,farmer,земледелец,cultivateur,1
4453,farmer,фармер,farmer,1
4454,farmer,фермерство,fermier,1
4455,farmer,хозяин,no_equality,1
4456,farmer,животновод,éleveur,1
4457,farmer,огородник,no_equality,1
4458,farmer,хлебороб,no_equality,1
4459,farmer,сельский хозяин,no_equality,1
4460,farmer,единоличник,no_equality,1
4461,farmer,фермерша,fermier,1
4462,farmer,фермерский,no_equality,1
4463,alone,единственный,seul,3
4464,alone,один,seul,3
4465,alone,одинокий,seul,3
4466,alone,одинокий,solitaire,1
4467,alone,наедине,seul,2
4468,alone,самостоятельно,seul,2
4469,alone,самостоятельно,tout seul,1
4470,alone,самостоятельно,toute seule,1
4471,alone,таковая,no_equality,1
4472,alone,только,seulement,1
4473,alone,только,uniquement,1
4474,alone,исключительно,seulement,1
4475,alone,исключительно,uniquement,1
4476,alone,исключительно,exclusivement,1
4477,alone,одиноко,seul,1
4478,alone,одиноко,solitaire,1
4479,alone,в одиночку,tout seul,1
4480,alone,в одиночку,toute seule,1
4481,sole,единственный,seul,1
4482,sole,единый,seul,1
4483,panel,панель,panneau,1
4484,control panel,no_equality,panneau,1
4485,University,университет,Université,1
4486,message,сообщение,message,1
4487,message,послание,message,1
4488,message,сигнал,message,1
4489,message,идея,message,1
4490,message,смс,message,1
4491,message,записка,message,1
4492,message,письмо,message,1
4493,message,мысль,message,1
4494,message,смысл,message,1
4495,message,призыв,message,1
4496,message,посыл,message,1
4497,message,обращение,message,1
4498,message,заявление,message,1
4499,mechanic,механик,mécanicien,1
4500,training,обучение,formation,1
4501,training,образование,formation,1
4502,training,профессиональный подготовка,formation,1
4503,training,курс,formation,1
4504,training,учёба,formation,1
4505,training,занятие,formation,1
4506,training,подготовка,formation,1
4507,training,подготовка кадр,formation,1
4508,training,учебный,formation,1
4509,approval,утверждение,approbation,1
4510,approval,одобрение,approbation,1
4511,approval,согласие,approbation,1
4512,approval,принятие,approbation,1
4513,approval,разрешение,approbation,1
4514,approval,санкция,approbation,1
4515,approval,одобрить,approbation,1
4516,approval,утвердить,approbation,1
4517,band,банда,bande,3
4518,band,банда,groupe,1
4519,band,полоса,bande,2
4520,band,лента,bande,2
4521,band,лента,ruban,1
4522,band,оркестр,groupe,1
4523,band,оркестр,orchestre,1
4524,band,оркестр,fanfare,1
4525,band,отряд,troupe,1
4526,band,узы,no_equality,1
4527,band,повязка,bandeau,1
4528,band,диапазон,fourchette,1
4529,band,диапазон,bande,1
4530,band,зона,no_equality,1
4531,band,музыкальная группа,groupe,1
4532,band,музыкальная группа,orchestre,1
4533,band,ленточный,no_equality,1
4534,band,диапазонный,no_equality,1
4535,band,ленточнопильный,no_equality,1
4536,band,Band,no_equality,1
4537,band,шайка,bande,1
4538,band,полоска,bande,1
4539,band,,bande,1
4540,strip,полоса,bande,1
4541,fanfare,no_equality,fanfare,1
4542,brass band,no_equality,fanfare,1
4543,strong,сильный,fort,1
4544,strong,сильно,fort,1
4545,strong,высокий,fort,1
4546,strong,крепкий,fort,1
4547,strong,большой,fort,1
4548,strong,мощный,fort,1
4549,record,записать,enregistrer,1
4550,record,регистрировать,enregistrer,1
4551,record,зарегистрировать,enregistrer,1
4552,record,записывать,enregistrer,1
4553,record,запись,enregistrer,1
4554,save,сохранить,enregistrer,1
4555,save,сохранять,enregistrer,1
4556,interrogation,допрос,interrogatoire,1
4557,interrogation,допросный,interrogatoire,1
4558,mother,мать,mère,3
4559,mother,мать,maman,1
4560,mother,мама,mère,2
4561,mother,матерь,mère,2
4562,mother,мамочка,mère,2
4563,mother,матушка,mère,2
4564,mother,мамаша,mère,3
4565,mother,мамаша,maman,1
4566,mother,матереть,mère,2
4567,mother,материнский,mère,2
4568,mother,материнский,no_equality,1
4569,mother,родной,no_equality,1
4570,mother,мамин,no_equality,1
4571,mother,,mère,1
4572,motherboard,no_equality,mère,1
4573,steal,украсть,voler,1
4574,steal,красть,voler,1
4575,steal,воровать,voler,1
4576,steal,угнать,voler,1
4577,steal,стащить,voler,1
4578,steal,выкрасть,voler,1
4579,steal,похитить,voler,1
4580,flying,no_equality,voler,1
4581,stealing,no_equality,voler,1
4582,adjust,скорректировать,ajuster,1
4583,adjust,корректировать,ajuster,1
4584,adjust,корректировка,ajuster,1
4585,adjusted,скорректировать,ajuster,1
4586,adjusted,корректировать,ajuster,1
4587,adjusted,корректировка,ajuster,1
4588,ballroom,no_equality,bal,1
4589,ball,бал,bal,1
4590,ball,балл,bal,1
4591,specially,специально,spécialement,1
4592,specially,особенно,spécialement,1
4593,specially,особо,spécialement,1
4594,specially,специальный,spécialement,1
4595,specially,конкретно,spécialement,1
4596,specially,частность,spécialement,1
4597,girl,дочь,fille,1
4598,girl,девушка,fille,1
4599,girl,девочка,fille,1
4600,girl,девчонка,fille,1
4601,girl,дочка,fille,1
4602,during,в течение,pendant,1
4603,during,в течение,durant,1
4604,during,во время,pendant,1
4605,during,в процессе,pendant,1
4606,during,во,no_equality,1
4607,during,в время,lors,1
4608,during,в время,durant,1
4609,during,после,lors,1
4610,during,этап,lors,1
4611,during,этап,durant,1
4612,during,,lors,1
4613,during,,durant,1
4614,during,в ход,durant,1
4615,during,на протяжение,durant,1
4616,during,пока,durant,1
4617,during,летом,durant,1
4618,dressed,одетый,habillé,1
4619,dressed,облаченный,no_equality,1
4620,dressed,заправленный,no_equality,1
4621,dressed,выделанный,no_equality,1
4622,dressed,украшенный,no_equality,1
4623,dressed,обтесанный,no_equality,1
4624,dressed,одеваемый,no_equality,1
4625,dressed,одевший,no_equality,1
4626,along,по,no_equality,1
4627,along,вдоль,le long,1
4628,along,вместе,conjointement,1
4629,along,вперед,no_equality,1
4630,along,с собой,no_equality,1
4631,along,рядом,no_equality,1
4632,along,,ainsi,1
4633,collide,сталкиваться,no_equality,1
