,ru,fr,en
20155,родственный,cordial,no_equality
20156,интрига,intrigue,intrigue
20157,интрига,intrigue,affair
20158,интрига,complot,intrigue
20159,интрига,complot,cabal
20160,интрига,complot,scheme
20161,интрига,brigue,no_equality
20162,интрига,trame,no_equality
20163,интрига,machine,no_equality
20164,интрига,menées,no_equality
20165,отделка,finition,finishing
20166,отделка,finition,finish
20167,отделка,finition,trim
20168,отделка,décoration,decoration
20169,отделка,fini,finish
20170,отделка,ennoblissement,finishing
20171,отделка,travail de finition,no_equality
20172,отделка,ameublement,furnishings
20173,отделка,aménagement,no_equality
20174,отделка,traitement,no_equality
20175,отделка,prestation,no_equality
20176,отделка,parachèvement,finishing
20177,отделка,usinage de finition,no_equality
20178,отделка,bande,no_equality
20179,кофе,café,coffee
20180,кофе,café,caffeine
20181,кофе,café,coffe
20182,кофе,café,java
20183,кофе,filtre,no_equality
20184,кофе,kawa,coffee
20185,удовлетворение,satisfaction,satisfaction
20186,удовлетворение,satisfaction,meeting
20187,удовлетворение,satisfaction,welcome
20188,удовлетворение,satisfaction,pleasure
20189,удовлетворение,satisfaction,gratification
20190,удовлетворение,satisfaction,fulfilment
20191,удовлетворение,satisfaction,satisfying
20192,удовлетворение,satisfaction,gratifying
20193,удовлетворение,raison,no_equality
20194,удовлетворение,assouvissement,satisfaction
20195,удовлетворение,assouvissement,gratification
20196,удовлетворение,assouvissement,satisfying
20197,удовлетворение,réparation,no_equality
20198,вакуум,vide,vacuum
20199,вакуум,vide,void
20200,вакуум,vide,gap
20201,вакуум,aspirateur,no_equality
20202,разумный,raisonnable,reasonable
20203,разумный,raisonnable,sensible
20204,разумный,raisonnable,rational
20205,разумный,raisonnable,sound
20206,разумный,raisonnable,sane
20207,разумный,raisonnable,wise
20208,разумный,sensé,reasonable
20209,разумный,sensé,sensible
20210,разумный,sensé,rational
20211,разумный,sensé,sound
20212,разумный,sensé,smart
20213,разумный,sensé,clever
20214,разумный,sensé,sane
20215,разумный,sensé,wise
20216,разумный,logique,sensible
20217,разумный,logique,rational
20218,разумный,sain,sound
20219,разумный,sain,sane
20220,разумный,philosophe,no_equality
20221,вакансия,poste vacant,vacancy
20222,вакансия,poste vacant,opening
20223,вакансия,offre d'emploi,no_equality
20224,вакансия,siège devenu vacant,vacancy
20225,вакансия,siège devenu vacant,vacant seat
20226,вакансия,poste à pourvoir,vacancy
20227,вакансия,emploi vacant,no_equality
20228,вакансия,vacance,vacancy
20229,вакансия,vacance,advertised
20230,вакансия,place vacante,vacancy
20231,вакансия,lacune,no_equality
20232,разъяснить,clarifier,clarify
20233,разъяснить,clarifier,explain
20234,разъяснить,clarifier,elucidate
20235,разъяснить,expliquer,clarify
20236,разъяснить,expliquer,explain
20237,разъяснить,expliquer,make clear
20238,разъяснить,expliquer,elucidate
20239,разъяснить,faire comprendre,explain
20240,разъяснить,faire comprendre,make clear
20241,пролет,travée,no_equality
20242,пролет,survol,overflight
20243,пролет,survol,overflying
20244,пролет,portée,no_equality
20245,пролет,ouverture,no_equality
20246,пролет,aire,no_equality
20247,беспокоиться,s'inquiéter,worry
20248,беспокоиться,s'inquiéter,bother
20249,беспокоиться,s'inquiéter,be worried
20250,беспокоиться,s'inquiéter,care
20251,беспокоиться,s'inquiéter,trouble
20252,беспокоиться,s'inquiéter,be concerned about
20253,беспокоиться,s'inquiéter,fret
20254,беспокоиться,s'inquiéter de,be concerned about
20255,беспокоиться,se soucier,care
20256,беспокоиться,se soucier,be concerned about
20257,беспокоиться,être inquiet,be worried
20258,беспокоиться,être inquiet,be concerned about
20259,беспокоиться,se tracasser,worry
20260,беспокоиться,se tracasser,bother
20261,беспокоиться,se tracasser,fret
20262,беспокоиться,être en peine,no_equality
20263,беспокоиться,se déranger,bother
20264,беспокоиться,se déranger,trouble
20265,беспокоиться,se déranger,be bothered
20266,беспокоиться,s'en faire,no_equality
20267,беспокоиться,bouger,no_equality
20268,удивительный,étonnant,amazing
20269,удивительный,étonnant,surprising
20270,удивительный,étonnant,remarkable
20271,удивительный,étonnant,astonishing
20272,удивительный,étonnant,strange
20273,удивительный,incroyable,amazing
20274,удивительный,incroyable,wonderful
20275,удивительный,incroyable,extraordinary
20276,удивительный,incroyable,awesome
20277,удивительный,incroyable,remarkable
20278,удивительный,incroyable,incredible
20279,удивительный,incroyable,astonishing
20280,удивительный,génial,amazing
20281,удивительный,génial,wonderful
20282,удивительный,génial,awesome
20283,удивительный,impressionnant,amazing
20284,удивительный,impressionnant,awesome
20285,удивительный,impressionnant,remarkable
20286,удивительный,merveilleux,amazing
20287,удивительный,merveilleux,wonderful
20288,удивительный,merveilleux,awesome
20289,удивительный,merveilleux,marvelous
20290,удивительный,merveilleux,marvellous
20291,удивительный,fascinant,amazing
20292,удивительный,fascinant,fascinating
20293,удивительный,remarquable,amazing
20294,удивительный,remarquable,wonderful
20295,удивительный,remarquable,extraordinary
20296,удивительный,remarquable,remarkable
20297,удивительный,étrange,strange
20298,подхватить,ramasser,pick up
20299,подхватить,reprendre,echo
20300,подхватить,reprendre,pick up
20301,подхватить,saisir,catch
20302,подхватить,rattraper,catch
20303,подхватить,emporter,no_equality
20304,спираль,spiral,spiral
20305,спираль,spirale,spiral
20306,спираль,spirale,helix
20307,спираль,dispositif intra-utérin,intrauterine device
20308,спираль,dispositif intra-utérin,iud
20309,спираль,stérilet,coil
20310,спираль,stérilet,intrauterine device
20311,спираль,stérilet,iud
20312,спираль,escargot,no_equality
20313,спираль,résistance,no_equality
20314,спираль,boudin,coil
20315,служанка,servante,servant
20316,служанка,servante,maid
20317,служанка,servante,handmaiden
20318,служанка,servante,housemaid
20319,служанка,servante,handmaid
20320,служанка,femme de ménage,maid
20321,служанка,femme de ménage,housemaid
20322,служанка,bonne,servant
20323,служанка,bonne,maid
20324,материал,matériau,material
20325,материал,matériau,fabric
20326,материал,matériaux,material
20327,материал,matériaux,fabric
20328,материал,contenu,content
20329,материал,tissu,material
20330,материал,tissu,fabric
20331,материал,mat,no_equality
20332,материал,corps,no_equality
20333,материал,données,material
20334,материал,données,input
20335,материал,renseignement,no_equality
20336,материал,terre,no_equality
20337,активировать,activer,activate
20338,активировать,activer,enable
20339,активировать,réactiver,activate
20340,активировать,déclencher,activate
20341,одновременность,simultanéité,simultaneity
20342,одновременность,simultanéité,simultaneousness
20343,одновременность,coïncidence,no_equality
20344,предвестник,avant-coureur,harbinger
20345,предвестник,avant-coureur,precursor
20346,предвестник,signe avant-coureur,harbinger
20347,предвестник,signe avant-coureur,precursor
20348,предвестник,précurseur,harbinger
20349,предвестник,précurseur,precursor
20350,предвестник,présage,harbinger
20351,предвестник,présage,omen
20352,предвестник,signe précurseur,harbinger
20353,предвестник,signe précurseur,precursor
20354,предвестник,annonce,no_equality
20355,атмосфера,atmosphère,atmosphere
20356,атмосфера,atmosphère,climate
20357,атмосфера,atmosphère,environment
20358,атмосфера,atmosphère,ambience
20359,атмосфера,atmosphère,vibe
20360,атмосфера,atmosphère,air
20361,атмосфера,atmosphère,ambiance
20362,атмосфера,atmosphère,aura
20363,атмосфера,atmosphère,mood
20364,атмосфера,Atm.,no_equality
20365,атмосфера,Atm,no_equality
20366,завести,introduire,get
20367,завести,démarrer,no_equality
20368,завести,conduire,no_equality
20369,завести,acheter,no_equality
20370,завести,posséder,have
20371,завести,faire aller,no_equality
20372,выбраться,sortir,get out
20373,выбраться,sortir,leave
20374,выбраться,sortir,emerge
20375,выбраться,se sortir,get out
20376,выбраться,se sortir,get away
20377,выбраться,se tirer,get out
20378,выбраться,se tirer,get away
20379,выбраться,se tirer,get outta
20380,выбраться,se tirer,get off
20381,родоначальник,fondateur,no_equality
20382,родоначальник,souche,no_equality
20383,преподаватели,université,faculty
20384,пригород,banlieue,suburb
20385,пригород,banlieue,suburbia
20386,пригород,banlieue,outskirts
20387,пригород,banlieue,countryside
20388,пригород,villette,no_equality
20389,надобность,besoin,need
20390,спуск на воду,mise à l'eau,no_equality
20391,спуск на воду,lancement,no_equality
20392,степень магистра,maîtrise,master's degree
20393,степень магистра,maîtrise,masters
20394,степень магистра,maîtrise,ma
20395,пофантазировать,rêver,no_equality
20396,пофантазировать,fantasmer,fantasize
20397,получение прибыли,profit,profit
20398,получение прибыли,profit,profitability
20399,получение прибыли,réalisation de bénéfices,profit
20400,получение прибыли,réalisation de bénéfices,profit-making
20401,получение прибыли,prise de bénéfices,no_equality
20402,придаточный,supplémentaire,no_equality
20403,рыболовный,de pêche,fishing
20404,рыболовный,de pêche,fisheries
20405,рыболовный,de pêche,fishery
20406,рыболовный,halieutique,fishing
20407,рыболовный,halieutique,fisheries
20408,рыболовный,halieutique,fishery
20409,неплохой,assez bon,quite good
20410,неплохой,bon,good
20411,неплохой,bon,nice
20412,неплохой,bon,great
20413,неплохой,gentil,good
20414,неплохой,gentil,nice
20415,неплохой,satisfaisant,good
20416,неплохой,satisfaisant,decent
20417,ступеньки лестницы,escalier,step
20418,ступеньки лестницы,escalier,stair
20419,ступеньки лестницы,escalier,ladder
20420,ступеньки лестницы,escalier,staircase
20421,ступеньки лестницы,escalier,flight of stairs
20422,ступеньки лестницы,escalier,stairwell
20423,предъявить,présenter,produce
20424,предъявить,présenter,present
20425,предъявить,présenter,show
20426,предъявить,présenter,file
20427,предъявить,présenter,submit
20428,предъявить,fournir,produce
20429,предъявить,fournir,submit
20430,предъявить,déposer,present
20431,предъявить,déposer,file
20432,предъявить,déposer,lodge
20433,предъявить,déposer,submit
20434,предъявить,introduire,bring
20435,предъявить,introduire,show
20436,предъявить,introduire,file
20437,предъявить,introduire,lodge
20438,предъявить,introduire,submit
20439,писание,écriture,scripture
20440,писание,écrit,no_equality
20441,ложечка,cuillère,spoon
20442,ложечка,cuillère,spoonful
20443,ложечка,cuillère,teaspoon
20444,необходимые условия,impératifs,no_equality
20445,необходимые условия,impératif,no_equality
20446,полететь,voler,fly
20447,полететь,prendre son vol,no_equality
20448,полететь,prendre l'avion,fly
20449,полететь,tomber,no_equality
20450,полететь,voyager,fly
20451,полететь,voyager,go
20452,полететь,s'enfuir,fly
20453,полететь,se précipiter,no_equality
20454,скорректировать,réajuster,adjust
20455,скорректировать,réajuster,readjust
20456,скорректировать,réajuster,realign
20457,скорректировать,modifier,adjust
20458,скорректировать,modifier,correct
20459,скорректировать,modifier,amend
20460,скорректировать,modifier,modify
20461,скорректировать,modifier,revise
20462,заслуженно,justement,justly
20463,заслуженно,justement,rightfully
20464,заслуженно,justement,rightly
20465,заслуженно,dignement,no_equality
20466,вырезанный,découpé,carved
20467,вырезанный,taillé,carved
20468,потрошить,éventrer,gut
20469,потрошить,éventrer,disembowel
20470,потрошить,éventrer,ripping
20471,потрошить,vider,gut
20472,ловить,attraper,catch
20473,ловить,attraper,capture
20474,ловить,pêcher,catch
20475,ловить,pêcher,fish
20476,ловить,saisir,catch
20477,ловить,saisir,capture
20478,ловить,saisir,take
20479,ловить,guetter,no_equality
20480,узнать,apprendre,know
20481,узнать,apprendre,find out
20482,узнать,apprendre,learn
20483,узнать,apprendre,hear
20484,узнать,apprendre,tell
20485,узнать,découvrir,know
20486,узнать,découvrir,find out
20487,узнать,découvrir,figure out
20488,узнать,découvrir,discover
20489,узнать,apprendre à connaître,no_equality
20490,узнать,reconnaître,know
20491,узнать,reconnaître,recognize
20492,узнать,reconnaître,recognise
20493,узнать,reconnaître,identify
20494,узнать,avoir vent de,no_equality
20495,узнать,instruire,learn
20496,узнать,instruire,hear
20497,узнать,s'informer de,no_equality
20498,допрос,interrogatoire,interrogation
20499,допрос,interrogatoire,interview
20500,допрос,interrogatoire,examination
20501,допрос,interrogatoire,interrogated
20502,допрос,interrogatoire,questioned
20503,допрос,interrogatoire,interrogating
20504,допрос,interrogatoire,third degree
20505,допрос,interrogatoire,interviewing
20506,допрос,questionnement,interrogation
20507,допрос,questionnement,question
20508,допрос,questionnement,inquiry
20509,право,droit,right
20510,право,droit,law
20511,право,droit,entitlement
20512,право,droit,freedom
20513,право,droit,prerogative
20514,право,pouvoir,power
20515,право,pouvoir,authority
20516,право,licence,no_equality
20517,право,acquis,no_equality
20518,право,droit de licence,no_equality
20519,право,qualité,no_equality
20520,право,transmission,no_equality
20521,право,droit imprescriptible,no_equality
20522,право,ayant cause,no_equality
20523,право,droit au brevet,no_equality
20524,право,compétence législative,no_equality
20525,право,en vérité,no_equality
20526,право,vraiment,no_equality
20527,заслышать,entendre,hear
20528,ломкий,incassable,no_equality
20529,ломкий,fragile,brittle
20530,очищенный,lavé,no_equality
20531,очищенный,décortiqué,no_equality
20532,очищенный,épuré,purified
20533,очищенный,vierge,no_equality
20534,выгодность,avantage,no_equality
20535,выгодность,avantages,no_equality
20536,лопнуть,éclater,burst
20537,лопнуть,éclater,explode
20538,лопнуть,éclater,pop
20539,лопнуть,éclater,rupture
20540,лопнуть,rompre,burst
20541,лопнуть,rompre,rupture
20542,лопнуть,sauter,explode
20543,лопнуть,sauter,pop
20544,лопнуть,percer,no_equality
20545,учебное заведение,établissement d'enseignement,educational institution
20546,учебное заведение,établissement d'enseignement,school
20547,учебное заведение,établissement d'enseignement,educational establishment
20548,учебное заведение,établissement d'enseignement,academic institution
20549,учебное заведение,établissement d'enseignement,educational facility
20550,учебное заведение,école,no_equality
20551,учебное заведение,conservatoire,no_equality
20552,келейный,secret,no_equality
20553,просвещенный,éclairé,enlightened
20554,вызвать,appeler,call
20555,вызвать,appeler,summon
20556,вызвать,appeler,page
20557,вызвать,appeler,invoke
20558,вызвать,appeler,call out
20559,вызвать,lancer,no_equality
20560,вызвать,poser,cause
20561,вызвать,poser,create
20562,вызвать,poser,raise
20563,вызвать,stimuler,no_equality
20564,вызвать,amener,cause
20565,вызвать,amener,induce
20566,вызвать,amener,bring about
20567,вызвать,initier,no_equality
20568,суховатый,un peu sec,no_equality
20569,меньше,moins,less
20570,меньше,moins,smaller
20571,меньше,moins,lesser
20572,меньше,moins,younger
20573,меньше,plus petit,fewer
20574,меньше,plus petit,smaller
20575,меньше,plus petit,shorter
20576,меньше,plus petit,lesser
20577,меньше,en moins de,no_equality
20578,меньше,moins grand,fewer
20579,меньше,moins grand,smaller
20580,меньше,moins grand,lesser
20581,отборный,choisi,no_equality
20582,отборный,d'élite,no_equality
20583,отборный,de choix,no_equality
20584,алкоголь,alcool,alcohol
20585,алкоголь,alcool,liquor
20586,алкоголь,alcool,drinking
20587,алкоголь,alcool,booze
20588,алкоголь,alcool,drink
20589,алкоголь,alcool,alcoholic
20590,алкоголь,alcoolique,alcohol
20591,алкоголь,alcoolique,alcoholic
20592,алкоголь,boire,liquor
20593,алкоголь,boire,booze
20594,алкоголь,spiritueux,alcohol
20595,алкоголь,spiritueux,liquor
20596,алкоголь,spiritueux,alcoholic
20597,углубление,approfondissement,deepening
20598,углубление,approfondissement,deeper
20599,углубление,approfondissement,deepened
20600,углубление,approfondissement,widening
20601,углубление,approfondissement,intensification
20602,углубление,renfoncement,indentation
20603,углубление,sillon,no_equality
20604,углубление,prise,no_equality
20605,углубление,anfractuosité,no_equality
20606,углубление,retrait,indentation
20607,углубление,concavité,no_equality
20608,углубление,empreinte,indentation
20609,углубление,centre,no_equality
20610,усталый,fatigué,tired
20611,усталый,fatigué,weary
20612,усталый,rendu,no_equality
20613,усталый,fourbu,no_equality
20614,усталый,mort,no_equality
20615,усталый,rompu,no_equality
20616,сугубо,purement,purely
20617,сугубо,purement,strictly
20618,сугубо,purement,only
20619,сугубо,purement,merely
20620,сугубо,purement,solely
20621,сугубо,purement,exclusively
20622,сугубо,purement,mere
20623,сугубо,purement,pure
20624,сугубо,purement,entirely
20625,сугубо,purement,simply
20626,сугубо,strictement,purely
20627,сугубо,strictement,strictly
20628,сугубо,strictement,only
20629,сугубо,éminemment,highly
20630,сугубо,éminemment,eminently
20631,сугубо,excessivement,no_equality
20632,объяснять,expliquer,explain
20633,объяснять,expliquer,tell
20634,объяснять,expliquer,account for
20635,объяснять,expliquer,justify
20636,объяснять,expliquer,spell
20637,объяснять,justifier,explain
20638,объяснять,justifier,account for
20639,объяснять,justifier,justify
20640,объяснять,enseigner,no_equality
20641,объяснять,représenter,account for
20642,объяснять,clarifier,explain
20643,объяснять,renseigner,no_equality
20644,ограждающие конструкции,enveloppe,no_equality
20645,сборка,Assembly,assembly
20646,сборка,Assembly,assemblage
20647,сборка,assemblage,assembly
20648,сборка,assemblage,assembled
20649,сборка,assemblage,assembling
20650,сборка,assemblage,assemblage
20651,сборка,ensemble,assembly
20652,сборка,As,no_equality
20653,сборка,fronce,no_equality
20654,сборка,confection,no_equality
20655,сборка,intégration,no_equality
20656,сборка,habillage,no_equality
20657,сборка,mise en place,no_equality
20658,сборка,pli,no_equality
20659,сборка,mont,no_equality
20660,сопротивляемость,résistance,resilience
20661,сопротивляемость,résistance,resistance
20662,сопротивляемость,résistance,resistant
20663,сопротивляемость,capacité de résistance,resilience
20664,сопротивляемость,capacité de résistance,resiliency
20665,сопротивляемость,capacité de résistance,resilient
20666,сопротивляемость,résistant,resistance
20667,сопротивляемость,aptitude à résister,no_equality
20668,сопротивляемость,force de résistance,no_equality
20669,конечный,final,final
20670,конечный,final,end
20671,конечный,final,ultimate
20672,конечный,final,eventual
20673,конечный,fin,no_equality
20674,конечный,terminal,final
20675,конечный,principal,no_equality
20676,выставляться,exposer,no_equality
20677,выставляться,s'exposer,no_equality
20678,выставляться,s'afficher,be displayed
20679,участвовать,participer,participate
20680,участвовать,participer,engage
20681,участвовать,participer,be involved
20682,участвовать,participer,attend
20683,участвовать,participer,involve
20684,участвовать,participer,join
20685,участвовать,participer,enter
20686,участвовать,participer,contribute
20687,участвовать,participer,compete
20688,участвовать,participer,join in
20689,участвовать,prendre part,engage
20690,участвовать,prendre part,be involved
20691,участвовать,prendre part,attend
20692,участвовать,prendre part,join
20693,участвовать,prendre part,contribute
20694,участвовать,prendre part,compete
20695,участвовать,prendre part,join in
20696,участвовать,fournir,contribute
20697,участвовать,collaborer avec,no_equality
20698,участвовать,partager dans,no_equality
20699,участвовать,avoir part à,no_equality
20700,участвовать,tripoter,no_equality
20701,участвовать,être client,no_equality
20702,фон,toile de fond,background
20703,фон,toile de fond,backdrop
20704,фон,fond,background
20705,фон,fond,backdrop
20706,фон,bruit de fond,background noise
20707,фон,champ,no_equality
20708,фон,découverte,background
20709,фон,parasites,no_equality
20710,фон,phone,no_equality
20711,фон,ronflement,no_equality
20712,фон,parasitage,no_equality
20713,невероятный,incroyable,incredible
20714,невероятный,incroyable,unbelievable
20715,невероятный,incroyable,amazing
20716,невероятный,incroyable,extraordinary
20717,невероятный,incroyable,fabulous
20718,невероятный,incroyable,tremendous
20719,невероятный,improbable,improbable
20720,невероятный,improbable,implausible
20721,невероятный,extraordinaire,incredible
20722,невероятный,extraordinaire,amazing
20723,невероятный,extraordinaire,extraordinary
20724,невероятный,extraordinaire,tremendous
20725,невероятный,inconcevable,incredible
20726,невероятный,inconcevable,unbelievable
20727,невероятный,inouï,incredible
20728,невероятный,inouï,unbelievable
20729,невероятный,inouï,extraordinary
20730,невероятный,phénoménal,amazing
20731,невероятный,phénoménal,tremendous
20732,невероятный,mirobolant,fabulous
20733,невероятный,rare,no_equality
20734,невероятный,ébouriffant,no_equality
20735,невероятный,insensé,no_equality
20736,невероятный,effroyable,no_equality
20737,дужка,arceau,no_equality
20738,складывать,plier,fold
20739,складывать,empiler,stack
20740,складывать,empiler,pile
20741,складывать,déposer,put
20742,складывать,déposer,add
20743,складывать,sommer,add
20744,складывать,entreposer,no_equality
20745,небольшой населенный пункт,endroit,locality
20746,отчет,rapport,report
20747,отчет,rapport,account
20748,отчет,rapport,record
20749,отчет,rapport,statement
20750,отчет,rapport,reporting
20751,отчет,compte rendu,report
20752,отчет,compte rendu,account
20753,отчет,compte rendu,record
20754,отчет,compte rendu,summary
20755,отчет,compte rendu,reporting
20756,отчет,compte rendu,proceedings
20757,отчет,compte rendu,accounting
20758,отчет,compte rendu,reported
20759,отчет,compte rendu,minutes
20760,отчет,compte rendu,debriefing
20761,отчет,compte rendu,update
20762,отчет,compte,account
20763,отчет,dossier,account
20764,отчет,dossier,record
20765,отчет,compte-rendu,report
20766,отчет,compte-rendu,account
20767,отчет,compte-rendu,record
20768,отчет,compte-rendu,summary
20769,отчет,compte-rendu,reporting
20770,отчет,compte-rendu,proceedings
20771,отчет,compte-rendu,accounting
20772,отчет,compte-rendu,minutes
20773,отчет,compte-rendu,debriefing
20774,отчет,compte-rendu,update
20775,отчет,situation,no_equality
20776,малое,peu,no_equality
20777,пат,pat,pat
20778,пат,pat,stalemate
20779,пат,pâte,no_equality
20780,ПАТ,PTA,no_equality
20781,Америка,Amérique,america
20782,Америка,Amérique,american
20783,Америка,Amérique,usa
20784,Америка,Amérique,u.s
20785,Америка,américain,america
20786,Америка,américain,american
20787,Америка,américain,usa
20788,Америка,américain,u.s
20789,Америка,Nouveau continent,no_equality
20790,база,base,base
20791,база,base,basis
20792,база,base,foundation
20793,база,base,baseline
20794,база,sources,no_equality
20795,база,empattement,wheelbase
20796,база,capacités,capacity
20797,база,entrepôt,warehouse
20798,база,centre,no_equality
20799,база,termes,no_equality
20800,база,assiette,base
20801,база,assiette,basis
20802,база,dépôt,warehouse
20803,база,assises,base
20804,база,assises,basis
20805,база,assises,foundation
20806,база,armature,framework
20807,все же,pourtant,still
20808,все же,pourtant,nevertheless
20809,все же,pourtant,however
20810,все же,pourtant,though
20811,все же,pourtant,nonetheless
20812,все же,tout de même,still
20813,все же,tout de même,nevertheless
20814,все же,tout de même,however
20815,все же,tout de même,though
20816,все же,tout de même,nonetheless
20817,все же,tout de même,anyway
20818,все же,tout de même,all the same
20819,все же,tout de même,after all
20820,все же,quand même,still
20821,все же,quand même,nevertheless
20822,все же,quand même,however
20823,все же,quand même,though
20824,все же,quand même,nonetheless
20825,все же,quand même,anyway
20826,все же,quand même,all the same
20827,все же,quand même,after all
20828,все же,malgré tout,still
20829,все же,malgré tout,nevertheless
20830,все же,malgré tout,though
20831,все же,malgré tout,nonetheless
20832,все же,malgré tout,anyway
20833,все же,malgré tout,all the same
20834,все же,malgré tout,after all
20835,все же,du moins,anyway
20836,все же,toujours est-il,nevertheless
20837,все же,toujours est-il,anyway
20838,все же,toujours,still
20839,все же,bien,though
20840,скорее,plutôt,rather
20841,скорее,plutôt,sooner
20842,скорее,plutôt,instead
20843,скорее,plus tôt,sooner
20844,скорее,plus vite,sooner
20845,скорее,plus vite,come on
20846,скорее,plus vite,hurry up
20847,вычерчивание,tracé,no_equality
20848,хлебороб,laboureur,no_equality
20849,замечание,observation,comment
20850,замечание,observation,observation
20851,замечание,observation,point
20852,замечание,observation,remark
20853,замечание,observation,observed
20854,замечание,commentaire,comment
20855,замечание,commentaire,remark
20856,замечание,commentaire,commented
20857,замечание,commentaire,commentary
20858,замечание,considération,concern
20859,замечание,admonestation,admonition
20860,замечание,remontrance,admonition
20861,замечание,réflexion,remark
20862,замечание,vanne,no_equality
20863,замечание,aperçu,no_equality
20864,замечание,représentation,no_equality
20865,плясать,danser,dance
20866,плясать,tricoter,no_equality
20867,табель,livret scolaire,no_equality
20868,табель,bordereau,sheet
20869,советовать,conseiller,advise
20870,советовать,conseiller,recommend
20871,советовать,donner des conseils,advise
20872,советовать,inspirer,no_equality
20873,монастырская ограда,clôture,no_equality
20874,помочь,aider à,help
20875,помочь,aider à,support
20876,помочь,aider à,facilitate
20877,помочь,soulager,no_equality
20878,помочь,y faire,no_equality
20879,помочь,avoir un effet,no_equality
20880,помочь,faire du bien,no_equality
20881,помочь,faire service,no_equality
20882,помочь,donner la main,no_equality
20883,воспринимать,percevoir,perceive
20884,воспринимать,accepter,accept
20885,воспринимать,accepter,take
20886,воспринимать,sentir,perceive
20887,воспринимать,penser,view
20888,воспринимать,capter,no_equality
20889,воспринимать,envisager,view
20890,воспринимать,tourner,no_equality
20891,воспринимать,recueillir,no_equality
20892,обогрев,chauffage,heating
20893,обогрев,chauffage,heated
20894,обогрев,chaleur,heating
20895,обогрев,chaleur,heated
20896,рассмотрение,examen,consideration
20897,рассмотрение,examen,review
20898,рассмотрение,examen,examination
20899,рассмотрение,examen,considering
20900,рассмотрение,examen,reviewing
20901,рассмотрение,examen,discussion
20902,рассмотрение,examen,examining
20903,рассмотрение,vue,viewing
20904,рассмотрение,vu,no_equality
20905,рассмотрение,connaissance,attention
20906,рассмотрение,instruction,examining
20907,рассмотрение,dépouillement,examination
20908,рассмотрение,dépouillement,perusal
20909,конечно,bien sûr,of course
20910,конечно,bien sûr,sure
20911,конечно,bien sûr,certainly
20912,конечно,bien sûr,obviously
20913,конечно,bien sûr,surely
20914,конечно,bien sûr,yes
20915,конечно,bien sûr,right
20916,конечно,bien sûr,naturally
20917,конечно,bien sûr,i mean
20918,конечно,sûr,surely
20919,конечно,sûr,right
20920,конечно,sûr,definitely
20921,конечно,bien entendu,of course
20922,конечно,bien entendu,certainly
20923,конечно,bien entendu,obviously
20924,конечно,bien entendu,indeed
20925,конечно,bien entendu,naturally
20926,конечно,bien entendu,clearly
20927,конечно,certes,of course
20928,конечно,certes,certainly
20929,конечно,certes,obviously
20930,конечно,certes,surely
20931,конечно,certes,yes
20932,конечно,certes,indeed
20933,конечно,certes,clearly
20934,конечно,certes,definitely
20935,конечно,peu,no_equality
20936,конечно,je veux,no_equality
20937,конечно,par exemple,no_equality
20938,конечно,sans doute,certainly
20939,конечно,sans doute,surely
20940,конечно,que oui,yeah
20941,конечно,pas de problème,no_equality
20942,конечно,ouais,sure
20943,конечно,ouais,yeah
20944,конечно,ouais,yes
20945,конечно,ouais,well
20946,конечно,ouais,right
20947,конечно,pas question,no_equality
20948,конечно,pour sûr,certainly
20949,конечно,pour sûr,definitely
20950,конечно,nul doute que,certainly
20951,конечно,je veux bien,no_equality
20952,пила,scie,saw
20953,пила,tronçonneuse,no_equality
20954,пила,scie à métaux,no_equality
20955,воздействие,impact,impact
20956,воздействие,impact,effect
20957,воздействие,impact,influence
20958,воздействие,impact,implications
20959,воздействие,impact,impacted
20960,воздействие,exposition,exposure
20961,воздействие,pression,pressure
20962,воздействие,attaque,no_equality
20963,воздействие,mode d'action,no_equality
20964,воздействие,retentissement,impact
20965,воздействие,retentissement,effect
20966,воздействие,magnétisme,no_equality
20967,экспонирование,exposition,displaying
20968,экспонирование,insolation,no_equality
20969,экспонирование,impression,no_equality
20970,реклама,publicité,advertising
20971,реклама,publicité,commercial
20972,реклама,publicité,advertisement
20973,реклама,publicité,publicity
20974,реклама,publicité,ad
20975,реклама,publicité,advert
20976,реклама,publicité,advertisment
20977,реклама,publicité,advertizing
20978,реклама,slogan publicitaire,no_equality
20979,реклама,réclame,advertising
20980,реклама,réclame,advertisement
20981,реклама,réclame,publicity
20982,действие,action,effect
20983,действие,action,action
20984,действие,action,act
20985,действие,action,operation
20986,действие,action,acting
20987,действие,action,doing
20988,действие,acte,action
20989,действие,acte,act
20990,действие,acte,acting
20991,действие,acte,doing
20992,действие,validité,validity
20993,действие,pouvoir,no_equality
20994,действие,fait,doing
20995,действие,fonctionnement,operation
20996,действие,fonctionnement,operating
20997,действие,comportement,acting
20998,действие,mode d'action,no_equality
20999,действие,règle,no_equality
21000,действие,service,operation
21001,действие,exercice,no_equality
21002,рингтон,sonnerie,no_equality
21003,создание,création,establishment
21004,создание,création,creation
21005,создание,création,development
21006,создание,création,building
21007,создание,création,establishing
21008,создание,création,setting up
21009,создание,création,formation
21010,создание,création,provision
21011,создание,création,generation
21012,создание,création,founding
21013,создание,création,creating
21014,создание,mise en place,establishment
21015,создание,mise en place,creation
21016,создание,mise en place,development
21017,создание,mise en place,establishing
21018,создание,mise en place,setting up
21019,создание,mise en place,implementation
21020,создание,créature,creation
21021,создание,créature,creature
21022,создание,mise sur pied,establishment
