,word,local_word,pos
25197,colocataire,flatmate,noun
25198,colocataire,housemate,noun
25199,Selma,selma,noun
25200,trame,frame,noun
25201,trame,weft,noun
25202,vibratoire,vibratory,adjective
25203,vibratoire,vibrational,noun
25204,contraint,constrained,noun
25205,locataire,tenant,noun
25206,mastodonte,behemoth,noun
25207,mastodonte,mastodon,noun
25208,mastodonte,juggernaut,noun
25209,inscriptible,writable,noun
25210,inscriptible,recordable,adjective
25211,inscriptible,writeable,noun
25212,saoul,drunk,noun
25213,admission,admission,noun
25214,comédie,comedy,noun
25215,recoupement,crosscheck,noun
25216,vase,vase,noun
25217,luge,toboggan,noun
25218,luge,sledge,noun
25219,Vesta,Vesta,noun
25220,pelage,coat,noun
25221,System,system,noun
25224,immunodéficience,immunodeficiency,noun
25225,invalidation,invalidation,noun
25226,moduler,modulate,verb
25227,Oecuménique,ecumenical,adjective
25228,externalisation,outsourcing,noun
25229,Livingstone,Livingstone,noun
25230,Diva,diva,noun
25231,ARNm,mRNA,noun
25232,ARNm,mRNAs,noun
25233,égaliser,trim,verb
25234,égaliser,equalize,verb
25235,opérette,operetta,noun
25236,Auckland,Auckland,noun
25237,Digest,digest,noun
25238,semer,sow,verb
25239,semer,sowing,noun
25240,grisaille,dullness,noun
25241,grisaille,grayness,noun
25242,hâte,hurry,noun
25243,polissage,buffing,noun
25244,polissage,buff,verb
25245,merci,thank,verb
25246,merci,thanks,adverb
25247,stellaire,stellar,adjective
25248,volley,volleyball,noun
25249,Yeltsin,Yeltsin,noun
25250,encaissement,encashment,noun
25251,flamenco,flamenco,noun
25252,missionnaire,missionary,adjective
25253,Chine,China,noun
25254,onglet,tab,noun
25255,résidu,residue,noun
25256,tatie,aunty,noun
25257,implosion,implosion,noun
25258,influencer,influence,noun
25259,influencer,affect,verb
25260,impliquer,involve,verb
25261,impliquer,involved,adjective
25262,impliquer,imply,verb
25263,tristement,sadly,adverb
25264,tristement,infamous,adjective
25265,espèces,species,noun
25266,espèces,cash,noun
25268,étrier,caliper,noun
25269,casier,locker,noun
25270,casier,bin,noun
25271,flottille,flotilla,noun
25272,logiquement,logically,adverb
25273,Poésie,poetry,noun
25274,chevaleresque,chivalrous,adjective
25275,chevaleresque,knightly,adjective
25276,chevaleresque,chivalric,noun
25278,Rudd,Rudd,noun
25279,intégration,integration,noun
25280,hypocrite,hypocritical,adjective
25281,hypocrite,hypocrite,noun
25282,cancérogène,carcinogenic,adjective
25283,cancérogène,carcinogen,noun
25284,béatifique,beatific,adjective
25285,Cyanide,cyanide,noun
25286,concierge,Concierge,noun
25287,concierge,Concierge service,noun
25288,concierge,porter,noun
25289,oral,oral,noun
25290,Elizabeth,Elizabeth,noun
25291,fenouil,fennel,noun
25292,pivotant,swivel,noun
25293,pivotant,rotating,participle
25294,housse,pouch,noun
25295,housse,case,noun
25296,Pentagone,Pentagon,noun
25297,inédit,unpublished,adjective
25298,accompli,accomplished,participle
25299,paratonnerre,lightning rod,noun
25300,Suva,Suva,noun
25301,fascisme,fascism,noun
25302,musulman,Muslim,noun
25303,gratuitement,free,verb
25304,gratuitement,for free,noun
25305,gratuitement,free of charge,verb
25306,gratuitement,charge,noun
25307,acre,acre,noun
25309,roquette,rocket,noun
25310,Jacksonville,Jacksonville,noun
25311,jumelé,paired,adjective
25312,jumelé,coupled,participle
25313,traqueur,tracker,noun
25314,Dresden,Dresden,noun
25315,éclectique,eclectic,noun
25317,traquer,track,noun
25318,traquer,stalk,verb
25319,idéologue,ideologue,noun
25320,idéologue,ideologist,noun
25321,probabilité,probability,noun
25322,Joconde,Mona,noun
25323,Joconde,Gioconda,noun
25324,Louvre,Louvre,noun
25325,Julie,Julie,noun
25326,genèse,Genesis,noun
25327,agriculteur,farmer,noun
25328,Farrell,Farrell,noun
25329,suture,suture,noun
25332,débarquer,disembark,verb
25333,débarquer,landed,adjective
25334,survie,survival,noun
25335,cor,horn,noun
25336,naturaliste,naturalist,noun
25337,naturaliste,naturalistic,adjective
25338,Spitzer,Spitzer,noun
25339,obstination,obstinacy,noun
25340,préfet,prefect,noun
25341,ammoniacal,ammoniac,adjective
25342,seul,single,adjective
25343,seul,alone,adverb
25344,seul,sole,noun
25345,prudent,careful,adjective
25346,promptitude,readiness,noun
25347,promptitude,promptness,noun
25348,paragraphe,paragraph,noun
25349,Euphrate,Euphrates,noun
25350,géométriquement,geometrically,adverb
25351,haine,hatred,noun
25352,visiblement,visibly,adverb
25353,visiblement,obviously,adverb
25354,visiblement,conspicuously,adverb
25355,fastidieux,tedious,adjective
25356,fastidieux,boring,noun
25357,hypermédia,hypermedia,noun
25359,chèque,cheque,noun
25360,fusillade,shooting,noun
25361,fusillade,shootout,noun
25363,fermier,farmer,noun
25364,recalculer,recalculate,verb
25365,recalculer,recompute,noun
25366,anéantissement,annihilation,noun
25367,Multifonctions,multifunctional,adjective
25368,évacuer,evacuate,verb
25369,goujon,stud,noun
25370,Kim,Kim,noun
25371,local,local,noun
25372,laboratoire,laboratory,noun
25373,Dima,Dima,noun
25374,Arum,Arum,noun
25375,précipitamment,hurriedly,adverb
25376,itérer,iterate,verb
25377,chiite,Shias,noun
25378,Jules,Jules,noun
25379,Jules,Julius,noun
25380,combiner,combine,verb
25381,combiner,combined,adjective
25382,science,science,noun
25383,Ferrari,Ferrari,noun
25384,disposer,have,verb
25385,écolière,schoolgirl,noun
25386,accélérer,accelerate,verb
25387,accélérer,speed,noun
25388,accélérer,accelerated,adjective
25389,enfouir,bury,verb
25390,fade,bland,adjective
25391,Prado,Prado museum,noun
25392,pécheur,sinner,noun
25393,pécheur,sinful,adjective
25394,Seymour,Seymour,noun
25395,Congolais,Congolese,noun
25396,Congolais,Congo,noun
25397,espadrille,sneakers,noun
25398,tore,torus,noun
25399,discerner,discern,verb
25400,Isidore,Isidore,noun
25401,hydrographe,hydrographer,noun
25402,bifurcation,bifurcation,noun
25403,bifurcation,fork,noun
25404,inadvertance,inadvertence,noun
25405,compressible,compressible,noun
25406,augmenter,increase,verb
25407,augmenter,rise,verb
25408,augmenter,expand,verb
25409,augmenter,raise,verb
25410,augmenter,rising,noun
25411,serpenter,meander,noun
25412,coloré,colorful,adjective
25415,multicast,multicast,adjective
25416,agnostique,agnostic,noun
25417,aplomb,plumb,noun
25418,aplomb,aplomb,noun
25419,Rod,rod,noun
25420,urbanisation,urbanization,noun
25421,embêtant,pesky,adjective
25423,scalper,scalp,verb
25424,phénol,phenol,noun
25425,partenaire,partner,noun
25426,Sen,sen,noun
25427,froncer,frown,verb
25428,froncer,frowning,adjective
25429,pizzeria,pizzeria,noun
25430,pizzéria,pizzeria,noun
25431,limbique,limbic,noun
25432,exécuteur,executor,noun
25433,exécuteur,enforcer,noun
25434,Nightclub,nightclub,noun
25435,géographique,geographical,adjective
25436,Goss,Goss,noun
25437,proéminent,prominent,adjective
25438,montée,rise,noun
25439,montée,ascend,verb
25440,Owen,Owen,noun
25441,bonbon,candy,noun
25442,bonbon,bonbon,noun
25443,Oman,Omani,noun
25444,Tempus,Tempus,noun
25445,peuplement,settlement,noun
25449,qualitativement,qualitatively,adverb
25450,hachure,hatch,noun
25451,amusement,fun,noun
25452,panneau,panel,noun
25453,panneau,control panel,verb
25454,Université,University,noun
25455,félicitation,congratulation,noun
25456,félicitation,congratulatory,adjective
25457,bootstrap,bootstrap,noun
25458,immeuble,building,noun
25459,immeuble,apartment building,noun
25460,rehausser,enhance,verb
25461,défraîchi,dingy,adjective
25462,créance,debt,noun
25463,Evangile,gospel,noun
25464,Évangile,gospel,noun
25465,ménopause,menopause,noun
25466,ménopause,menopausal,noun
25467,tempo,tempo,noun
25468,calculatrice,calculator,noun
25469,alphabétiquement,alphabetically,adverb
25470,Keith,Keith,noun
25471,Yougoslavie,Yugoslavia,noun
25472,Busard,harrier,noun
25473,York,York,noun
25474,York,York city,noun
25475,cyprès,cypress,noun
25476,cyprès,cypress tree,noun
25477,Millennium,millenium,noun
25478,initiative,initiative,noun
25479,invalide,invalid,noun
25480,invalide,disabled,participle
25481,six,six,numeral
25482,directionnel,directional,adjective
25483,continuation,continuation,noun
25484,Geisha,geisha,noun
25485,chinois,Chinese,noun
25486,Tempera,tempera,noun
25487,sénateur,senator,noun
25488,tonifier,tone,verb
25489,phonogramme,phonogram,noun
25490,crémeux,creamy,adjective
25491,agréger,aggregate,adjective
25492,Mace,mace,noun
25493,reprogrammer,reprogram,verb
25494,reprogrammer,reschedule,noun
25495,reprogrammer,reprogramme,noun
25496,Velvet,velvet,noun
25497,réorienter,redirect,verb
25498,réorienter,reorient,verb
25499,syncope,syncope,noun
25500,syncope,syncopation,noun
25501,norme,standard,noun
25502,émetteur,transmitter,noun
25503,Maestro,Maestro,noun
25504,heureusement,fortunately,adverb
25505,heureusement,luckily,adverb
25506,heureusement,thankfully,adverb
25507,superordinateur,supercomputer,noun
25508,billet,ticket,noun
25509,talc,talc,noun
25510,talc,talcum powder,noun
25511,granule,granule,noun
25512,granulé,granule,noun
25513,granulé,granulate,adjective
25514,granulé,granulated,noun
25515,ambassadeur,Ambassador,noun
25516,métier,trade,noun
25517,métier,business,noun
25518,métier,profession,noun
25519,monumental,monumental,noun
25520,inter,inter,verb
25521,cole,Cole,noun
25522,pathogène,pathogen,noun
25523,pathogène,pathogenic,adjective
25524,Antoine,Antoine,noun
25525,Voronej,Voronezh,noun
25526,molybdène,molybdenum,noun
25527,Clark,Clark,noun
25528,Clark,Clarke,noun
25529,absolument,absolutely,adverb
25530,tel,such,determiner / pronoun
25531,tel,such a,determiner / pronoun
25532,immaculé,immaculate,noun
25533,immaculé,unblemished,adjective
25534,leçon,lesson,noun
25535,bilan,balance,noun
25536,bilan,balance sheet,noun
25537,calligraphie,calligraphy,noun
25538,colline,hill,noun
25539,EUR,EUR,noun
25540,août,August,noun
25541,août,Aug,noun
25542,mentor,mentor,noun
25543,ethnographe,ethnographer,noun
25544,Lancaster,Lancaster,noun
25545,Bernstein,Bernstein,noun
25546,zonage,zonation,noun
25547,bourgeoisie,bourgeoisie,noun
25549,soustractif,subtractive,noun
25550,réacheminer,divert,verb
25551,réacheminer,redirect,verb
25552,Calvados,Calvados,noun
25553,attentat,bombing,noun
25554,attentat,terrorist attack,noun
25555,post,post,noun
25556,septentrional,northern,noun
25557,septentrional,northerly,adjective
25558,moyenne,average,noun
25559,apercevoir,glimpse,noun
25560,apercevoir,behold,verb
25561,fret,freight,noun
25562,Thatcher,Thatcher,noun
25563,Zénith,zenith,noun
25564,Zénith,Zenit,noun
25565,géologue,geologist,noun
25570,stéroïde,steroid,noun
25571,infertilité,infertility,noun
25572,pliable,foldable,noun
25573,pliable,collapsible,adjective
25574,surenchérir,outbid,verb
25575,cerfeuil,chervil,noun
25576,bombe,bomb,noun
25580,juron,profanity,noun
25581,juron,expletive,adjective
25582,Sacha,Sacha,noun
25583,Sacha,Sasha,noun
25584,égoïste,selfish,adjective
25585,égoïste,egoistic,adjective
25586,égoïste,egoist,noun
25587,doux,soft,noun
25588,doux,mild,adjective
25590,ombilical,umbilical,adjective
25591,reconstruire,rebuild,verb
25592,reconstruire,reconstruct,verb
25593,reconstruire,restore,verb
25594,message,message,noun
25595,survoler,fly,verb
25596,funèbre,funeral,noun
25597,ergonomique,ergonomic,noun
25598,ergonomique,ergonomically,noun
25599,harmonique,harmonic,noun
25600,vinaigre,vinegar,noun
25601,Jacqueline,Jacqueline,noun
25602,Turnbull,Turnbull,noun
25603,manquement,failure,noun
25604,moite,sweaty,adjective
25605,illogique,illogical,adjective
25606,soudeuse,welder,noun
25607,soudeuse,welding machine,noun
25608,répéteur,repeater,noun
25610,désaccord,disagreement,noun
25611,désaccord,disagree,verb
25612,allant,range,noun
25613,satrape,satrap,noun
25614,cinétique,kinetic,adjective
25615,cinétique,kinetics,noun
25616,Halo,halo,noun
25617,orteil,toe,noun
25619,pressant,pressing,noun
25620,strontium,strontium,noun
25621,camoufler,camouflage,noun
25622,camoufler,hide,verb
25623,abricot,apricot,noun
25624,onduler,undulate,verb
25625,onduler,ripple,verb
25626,planeur,glider,noun
25627,infrarouge,infrared,noun
25628,infrarouge,IR,invariable
25629,ammoniac,ammonia,noun
25630,marjolaine,marjoram,noun
25631,Japon,Japan,noun
25632,Japon,Japanese,noun
25633,christianisme,Christianity,noun
25634,châtaignier,chestnut,noun
25635,châtaignier,chestnut tree,noun
25636,ABC,ABC,noun
25637,arbitre,referee,noun
25638,agilité,agility,noun
25639,déjouer,thwart,noun
25640,déjouer,outsmart,verb
25641,déjouer,outwit,verb
25642,nullité,nullity,noun
25643,intercaler,intersperse,verb
25644,herboristerie,herbalism,noun
25645,rangé,tidy,noun
25646,théorie,theory,noun
25647,Mallard,mallard,noun
25648,arthroplastie,arthroplasty,noun
25649,arthroplastie,joint replacement,noun
25650,Crosse,lacrosse,noun
25651,tesson,shard,noun
25652,tesson,potsherd,noun
25653,planer,hover,verb
25654,planer,glide,verb
25655,planer,hang,noun
25656,détérioration,deterioration,noun
25657,détérioration,deteriorate,verb
25658,garder,keep,verb
25659,garder,store,verb
25660,adorable,adorable,adjective
25661,adorable,charming,adjective
25662,adorable,pretty,noun
25663,pesticide,pesticide,noun
25664,provençal,Provencal,noun
25665,unification,unification,noun
25666,Chili,Chile,noun
25667,Chili,chili,noun
25668,funk,funk,noun
25669,musicalement,musically,adverb
25670,Mogadiscio,Mogadishu,noun
25671,dribble,dribble,noun
25672,dribble,dribbling,adjective
25673,Ivan,Ivan,noun
25674,sort,fate,noun
25675,purger,purge,verb
25676,Houston,Houston,noun
25677,Felicia,Felicia,noun
25678,alarmiste,alarmist,noun
25679,Spinnaker,spinnaker,noun
25680,initiale,initial,noun
25681,émissaire,emissary,noun
25682,tard,later,adverb
25683,solution,solution,noun
25684,minaret,minaret,noun
25685,ignorant,ignorant,noun
25686,Anatolie,Anatolia,noun
25687,Anatolie,Anatolian,noun
25688,prévisionnel,planned,participle
25689,Trolley,trolley,noun
25690,changer,change,verb
25691,changer,switch,verb
25692,falloir,take,verb
25693,décentralisation,decentralization,noun
25694,louable,commendable,adjective
25695,louable,praiseworthy,adjective
25696,Alma,Alma,noun
25697,cybercafé,Internet cafe,noun
25698,cybercafé,cybercafe,noun
25699,Honduras,Honduras,noun
25700,Tramp,tramp,noun
25701,chauffeur,driver,noun
25702,localité,locality,noun
25703,chiropraticien,chiropractor,noun
25704,cordon,cord,noun
25708,contrefacteur,counterfeiter,noun
25709,contrefacteur,infringer,noun
25710,séparation,separation,noun
25711,désertion,desertion,noun
25712,Gremlin,gremlin,noun
25713,allégation,allegation,noun
25714,portant,bearing,noun
25715,portant,wearing,adjective
25716,Zambèze,Zambezi,noun
25717,Zambèze,Zambezi river,noun
25718,puis,then,adverb
25719,hypersensibilité,hypersensitivity,noun
25720,hypersensibilité,hypersensitive,adjective
25721,formation,training,noun
25722,corridor,corridor,noun
25723,Tatiana,Tatiana,noun
25724,Terra,Terra,noun
25725,abdiquer,abdicate,verb
25726,hobby,hobby,noun
25727,consommé,consummate,adjective
25728,Norman,Norman,noun
25729,enflammé,inflamed,participle
25730,enflammé,fiery,adjective
25731,authentique,authentic,adjective
25732,séparer,separate,verb
25733,séparer,split,verb
25734,fête,feast,noun
25735,fête,party,noun
25736,analytiquement,analytically,adverb
25737,régénératif,regenerative,noun
25738,Johannesburg,Johannesburg,noun
25739,pincettes,tweezers,noun
25740,hypocrisie,hypocrisy,noun
25741,chalutier,trawler,noun
25742,rougir,blush,noun
25743,rougir,redden,verb
25744,vison,mink,noun
25745,approbation,approval,noun
25746,verbiage,verbiage,noun
25747,exploitation,operating,adjective
25748,exploitation,operate,verb
25749,exploitation,operation,noun
25750,exploitation,OS,noun
25751,abonner,subscribe,noun
25752,abonner,sign,verb
25753,granularité,granularity,noun
25754,haussement,shrug,noun
25755,archevêque,Archbishop,noun
25756,Manama,Manama,noun
25757,tracas,hassle,noun
25758,tracas,hassle free,noun
25759,archéologique,archaeological,noun
25760,monétaire,monetary,noun
25761,monétaire,currency,noun
25764,honnête,honest,adjective
25765,honnête,fair,noun
25766,captivant,captivating,adjective
25767,captivant,exciting,adjective
25768,ressuscité,risen Lord,noun
25769,ressuscité,risen Christ,noun
25770,joute,joust,noun
25771,péninsule,peninsula,noun
25772,inesthétique,unsightly,adjective
25773,Harald,Harald,noun
25774,Granger,Granger,noun
25775,Alva,Alva,noun
25776,couvert,cover,noun
25777,couvert,covered,noun
25778,camping,camping,noun
25779,spore,spore,noun
25780,Basic,basic,noun
25781,officier,officer,noun
25782,franchiseur,franchisor,noun
25783,céramique,ceramic,noun
25784,céramique,ceramics,noun
25785,divisible,divisible,adjective
25786,gicler,squirt,verb
25787,gicler,spurt,noun
25788,gicler,splash,verb
25789,fesser,spank,verb
25790,Jericho,Jericho,noun
25791,Jéricho,Jericho,noun
25792,abrasion,abrasion,noun
25793,tangent,tangent,noun
25794,intégrer,integrate,adjective
25795,intégrer,incorporate,verb
25796,pipette,pipette,noun
25797,pipette,eyedropper,noun
25798,syntoniser,tune,verb
25799,fourgon,van,noun
25800,nickel,nickel,noun
25801,linteau,lintel,noun
25802,linteau,crosspiece,noun
25803,déflexion,deflection,noun
25804,soit,either,conjunction
25805,fatalement,fatally,adverb
25806,Smolensk,Smolensk,noun
25807,figurine,figurine,noun
25808,figurine,action figure,noun
25809,distrait,distracted,adjective
25810,Farrow,farrow,noun
25811,bénéficier,benefit,verb
25812,impérial,imperial,noun
25813,minutie,thoroughness,noun
25814,minutie,minutiae,noun
25815,minutie,meticulousness,noun
25816,ingratitude,ingratitude,noun
25817,sus,Jesus,noun
25818,normalité,normality,noun
25819,relogement,relocation,noun
25820,Gringo,gringo,noun
25821,Lawson,Lawson,noun
25822,Josh,Josh,noun
25823,Hope,hope,noun
25824,relief,relief,noun
25825,relief,emboss,verb
25826,intempéries,weatherproof,noun
25827,débarbouillette,washcloth,noun
25828,rééchelonnement,rescheduling,noun
25829,rééchelonnement,reschedule,noun
25830,décantation,settling,noun
25831,tonalité,tone,noun
25832,tonalité,dial tone,noun
25833,crédibilité,credibility,noun
25834,Emory,Emory,noun
25835,Khodorkovsky,Khodorkovsky,noun
25836,paysanne,peasant woman,noun
25839,incontestable,indisputable,adjective
25840,incontestable,undeniable,adjective
25841,incontestable,compelling,adjective
25842,incontestable,undisputable,noun
25843,incontestable,beyond dispute,adverb
25844,incontestable,conclusive,adjective
25845,torero,bullfighter,noun
25846,publier,publish,verb
25847,publier,release,verb
25848,froisser,crumple,verb
25849,froisser,crinkle,noun
25850,froisser,scrunch,verb
25851,shunt,shunt,noun
25852,conversion,conversion,noun
25853,conversion,convert,verb
25854,conversion,converting,noun
25855,Luna,Luna,noun
25856,vélocité,velocity,noun
25857,SIM,SIM,noun
25858,SIM,SIM card,noun
25859,gambader,frolic,verb
25860,Honda,Hondas,noun
25861,Pentateuque,Pentateuch,noun
25862,Horse,horse,noun
25863,vitellin,yolk sac,noun
25864,chuchoter,whisper,verb
25865,rondeur,roundness,noun
25866,passionnément,passionately,adverb
25867,passionnément,eagerly,adverb
25868,battage,hype,noun
25869,perspicace,insightful,adjective
25870,perspicace,perceptive,adjective
25871,dominant,dominant,noun
25872,dominant,prevailing,adjective
25873,dominant,mainstream,noun
25874,contacter,contact,verb
25875,contacter,contact us,verb
25876,contacter,please contact,verb
25877,contacter,contacting,noun
25878,fanfare,fanfare,noun
25879,fanfare,brass band,noun
25880,gazouillis,chirping,noun
25881,babiole,trinket,noun
25882,babiole,bauble,noun
25883,caillou,pebble,noun
25884,Hannah,Hannah,noun
25885,difficile,difficult,adjective
25886,difficile,tough,noun
25887,Molly,Molly,noun
25888,flottabilité,buoyancy,noun
25889,camélia,camellia,noun
25890,camélia,Camelia,noun
25891,Elk,elk,noun
25892,informationnel,informational,adjective
25893,fragmentaire,fragmentary,adjective
25894,fragmentaire,piecemeal,adjective
25895,Trinidad,Trinidad,noun
25896,Primus,Primus,noun
25897,Cocker,Cocker,noun
25898,Cocker,Cocker spaniel,noun
25899,sommeil,sleep,noun
25900,concepteur,designer,noun
25901,étouffé,chuckle,noun
25902,Falkland,Falkland islands,noun
25903,saison,season,noun
25904,rembourser,refund,verb
25905,rembourser,repay,verb
25906,rasoir,razor,noun
25907,trafiquant,trafficker,noun
25908,casino,casino,noun
25909,assumer,assume,verb
25910,balourd,unbalance,adjective
25911,liant,binder,noun
25912,agricole,agricultural,adjective
25913,protester,protest,noun
25914,Autriche,Austria,noun
25915,nounou,nanny,noun
25917,persécuter,persecute,verb
25918,noisette,hazelnut,noun
25919,noisette,nutty,adjective
25920,médicalement,medically,adverb
25921,jalousie,jealousy,noun
25922,contemplatif,contemplative,adjective
25923,ronflement,snore,noun
25924,mulet,mule,noun
25925,mulet,mullet,noun
25926,Priestley,Priestley,noun
25927,rationner,ration,verb
25928,brocoli,broccoli,noun
25929,miraculeux,miraculous,adjective
25930,Skopje,Skopje,noun
25931,grassement,handsomely,adverb
25932,Dipper,dipper,noun
25933,télécopieur,facsimile,noun
25934,Essieu,axle,noun
25935,Essieu,front axle,noun
25936,Essieu,rear axle,noun
25937,grain,grain,noun
25938,grain,grains,noun
25939,infection,infection,noun
25940,querelleur,quarrelsome,adjective
25941,connerie,bullshit,noun
25942,gendarme,constable,noun
25943,gendarme,gendarme,noun
25944,conte,tale,noun
25945,conte,tales,noun
25946,dispersion,dispersion,noun
25947,mégot,butt,noun
25948,mégot,cigarette butt,noun
25949,prétendant,contender,noun
25950,prétendant,suitor,noun
25951,hydrophobe,hydrophobic,noun
25952,important,important,adjective
25953,important,importantly,adverb
25954,tamponner,dab,verb
25955,longe,lanyard,noun
25956,loquet,latch,noun
25957,anarchiste,anarchist,noun
25958,sursis,reprieve,noun
25959,embarcation,boat,noun
25960,velours,velvet,noun
25961,velours,velvety,adjective
25962,laper,lap,noun
25963,refinancer,refinance,noun
25964,exfoliant,scrub,noun
25965,fétiche,fetish,noun
25966,impôt,tax,noun
25969,liposuccion,liposuction,noun
25970,compassion,compassion,noun
25971,compassion,compassionate,adjective
25972,entêté,stubborn,adjective
25973,Fédération,Federation,noun
25974,Fédération,Russian Federation,noun
25975,illuminer,illuminate,verb
25976,illuminer,illumine,verb
25977,activateur,activator,noun
25978,Psychologie,psychology,noun
25979,dormir,sleep,verb
25980,tyrolien,Tyrolean,noun
25981,tyrolien,Tyrol,noun
25982,axe,axis,noun
25983,logarithmique,logarithmic,adjective
25984,triathlon,triathlon,noun
25985,Frankfort,Frankfurt,noun
25986,abrasif,abrasive,noun
25987,compresse,compress,noun
25988,compressé,compressed,adjective
25989,Brigitte,Bridget,noun
25990,inattentif,inattentive,adjective
25991,apparition,appearance,noun
25992,apparition,onset,noun
25993,comparer,compare,verb
25994,majuscule,uppercase,adjective
25995,majuscule,capital letter,noun
25996,majuscule,upper case,noun
25997,majuscule,uppercase letter,noun
25998,majuscule,lowercase,adjective
25999,spéculation,speculation,noun
26000,toilette,toilet,noun
26001,enregistrer,record,verb
26002,enregistrer,save,verb
26003,antécédents,history,noun
26004,monographie,monograph,noun
26005,décimer,decimate,verb
26006,blaireau,badger,noun
26007,nominatif,nominative,noun
26008,interrogatoire,interrogation,noun
26009,lettrage,lettering,noun
26010,cambrien,Cambrian,noun
26011,péruvien,Peruvian,noun
26012,péruvien,Peru,noun
26013,iconographie,iconography,noun
26014,Ho,ho,noun
26015,solliciteur,solicitor,noun
26016,féminité,femininity,noun
26017,féminité,womanhood,noun
26018,flexibilité,flexibility,noun
26019,durablement,permanently,adverb
26020,Zacharie,Zechariah,noun
26021,domination,domination,noun
26022,orientation,orientation,noun
26023,orientation,guidance,noun
26024,tectonique,tectonic,adjective
26025,tectonique,tectonics,noun
26026,babillage,babbling,noun
26027,babillage,babble,noun
26028,auxiliaire,auxiliary,noun
26029,synchronie,synchrony,noun
26030,joli,pretty,noun
26031,joli,beautiful,adjective
26032,monolithique,monolithic,adjective
26033,crampon,cleat,noun
26034,culturellement,culturally,adverb
26035,escarpement,escarpment,noun
26036,filet,net,noun
26037,filet,fillet,noun
26038,tapisserie,tapestry,noun
26039,tapisserie,upholstery,noun
26040,humainement,humanly,adverb
26041,humainement,humanely,adverb
26042,imprégner,imbue,verb
26043,imprégner,impregnated,adjective
26044,imprégner,permeate,verb
26045,imprégner,impregnate,adjective
26046,laps,period,noun
26047,emboutissage,stamping,noun
26048,pervertir,perverted,adjective
26049,pervertir,pervert,verb
26050,triangulaire,triangular,adjective
26051,hussard,hussar,noun
26052,reconnaissable,recognizable,adjective
26053,tourmenter,torment,verb
26054,laquais,lackey,noun
26055,mutabilité,mutability,noun
26056,gilet,vest,noun
26057,sadisme,sadism,noun
26058,vautour,vulture,noun
26059,armurerie,armory,noun
26060,réviseur,reviewer,noun
26061,catholicisme,Catholicism,noun
26062,tournevis,screwdriver,noun
26063,tournevis,screw driver,verb
26064,esthétisme,aesthetics,noun
26065,esthétisme,aestheticism,noun
26066,froncement,frown,noun
26067,ciment,cement,noun
26068,prédominance,predominance,noun
26069,hiéroglyphique,hieroglyphic,adjective
26070,hydratation,hydration,noun
26071,EOT,EOT,noun
26072,adhérence,adhesion,noun
26073,adhérence,adherence,noun
26074,ermite,hermit,noun
26075,fioul,fuel oil,noun
26076,directeur,Director,noun
26077,directeur,manager,noun
26078,directeur,chief,noun
26079,isotrope,isotropic,noun
26080,identifiable,identifiable,adjective
26081,identifiable,recognizable,adjective
26082,automate,automaton,noun
26083,automate,automat,noun
26084,Brême,Bremen,noun
26085,vin,wine,noun
26086,impie,ungodly,adjective
26087,impie,unholy,noun
26088,impie,wicked,noun
26089,murer,walled,adjective
26090,confédéré,confederate,noun
26091,investisseur,investor,noun
26092,Henriette,Henriette,noun
26093,vérifiabilité,verifiability,noun
26094,séduisant,attractive,adjective
26095,séduisant,seductive,adjective
26096,séduisant,alluring,adjective
26097,licenciement,dismissal,noun
26098,licenciement,layoff,noun
26099,surdose,overdose,noun
26100,homologie,homology,noun
26101,oxymore,oxymoron,noun
26102,solennité,solemnity,noun
26103,indentation,indentation,noun
26104,indentation,indent,noun
26105,décrochage,stall,noun
26106,entrepreneur,entrepreneur,noun
26107,entrepreneur,contractor,noun
26108,répartition,distribution,noun
26109,répartition,allocation,noun
26110,renforcer,strengthen,verb
26111,renforcer,reinforce,verb
26112,Koinè,Koine,noun
26113,voisin,neighbor,noun
26114,voisin,neighbouring,adjective
26115,voisin,next door,noun
26116,désunion,disunity,noun
26117,désunion,disunion,noun
26118,noirâtre,blackish,adjective
26119,Flandre,Flanders,noun
26120,taxinomique,taxonomic,noun
26121,lanière,strap,noun
26122,démon,demon,noun
26123,écloserie,hatchery,noun
26124,reformulation,reformulation,noun
26125,Mont,Mont,noun
26126,Mont,mount,noun
26127,tracer,trace,verb
26128,ronce,bramble,noun
26129,retardé,delay,verb
26130,resserrer,tighten,verb
26131,resserrer,retighten,noun
26132,tranchant,sharp,noun
26133,tranchant,cutting,noun
26134,obsessionnel,obsessive,adjective
26135,obsessionnel,obsessional,adjective
26136,dérangement,disturbance,noun
26137,dérangement,inconvenience,noun
26138,nourrisson,infant,noun
26139,égalitarisme,egalitarianism,noun
26140,vraisemblablement,likely,adverb
26141,similaire,similar,adjective
26142,similaire,like,verb
26143,similaire,alike,adverb
26144,composeur,dialer,noun
26145,frénésie,frenzy,noun
26146,frénésie,binge,noun
26147,Espagne,Spain,noun
26148,comptoir,counter,noun
26149,comptoir,countertop,noun
26150,nuisible,harmful,adjective
26151,nuisible,detrimental,noun
26152,argumenter,argue,verb
26153,accusateur,accuser,noun
26156,capitaliste,capitalist,noun
26157,capitaliste,capitalistic,adjective
26158,ajuster,adjust,verb
26159,ajuster,adjusted,adjective
26160,marginaliser,sideline,noun
26161,inverser,reverse,verb
26162,inverser,inverse,noun
