,bigram,chi-sq
9090,"('notice', 'a')",14.686000281379048
9091,"('the', 'cloth')",14.682136507348908
9092,"('bird', 'that')",14.67543947583049
9093,"('wait', 'to')",14.668507383312837
9094,"('discover', 'the')",14.660280880516035
9095,"('in', 'make')",14.650174314137361
9096,"('you', 'army')",14.6455084240789
9097,"('be', 'see')",14.633205640293635
9098,"('and', 'must')",14.622674537338108
9099,"('i', 'or')",14.62005568130449
9100,"('man', 'say')",14.619806470885251
9101,"('do', 'much')",14.619671205860588
9102,"('day', 'we')",14.600833287443193
9103,"('chance', 'be')",14.600307256264278
9104,"('and', 'scarcely')",14.578267882586564
9105,"('up', 'her')",14.573079576777666
9106,"('manner', 'of')",14.572636984986
9107,"('so', 'for')",14.571493616777367
9108,"(""'s"", 'friend')",14.568285897450986
9109,"('a', 'kind')",14.566969959676147
9110,"('lady', 'of')",14.565120160291743
9111,"('with', 'so')",14.563482379175989
9112,"('fairy', 'and')",14.551685400625267
9113,"('kill', 'a')",14.549605662865059
9114,"('be', 'unknown')",14.545958814201587
9115,"('result', 'be')",14.545958814201587
9116,"('indeed', 'he')",14.540279712406553
9117,"('so', 'after')",14.53508924535108
9118,"('now', 'there')",14.5321297383081
9119,"('fact', 'be')",14.515868211949623
9120,"('distance', 'and')",14.49888537047813
9121,"('be', 'one')",14.48995840466874
9122,"('so', 'now')",14.458157067194731
9123,"('girl', 'with')",14.455061314056875
9124,"('answer', 'I')",14.43051605435815
9125,"('you', 'when')",14.429802497210908
9126,"('both', 'her')",14.426438033060514
9127,"('thing', 'but')",14.423209291254624
9129,"('the', 'limb')",14.422951033395755
9128,"('the', 'enchant')",14.422951033395755
9130,"('too', 'say')",14.409264397928858
9131,"('Billina', 'and')",14.400209388896
9132,"('and', 'Billina')",14.400209388896
9133,"('therefore', 'he')",14.347379218222313
9134,"('no', 'you')",14.34283726712884
9135,"('Alora', 'be')",14.328148967882253
9136,"('how', 'will')",14.326633579207664
9137,"('with', 'big')",14.313439612443885
9138,"('but', 'a')",14.311051598126781
9139,"('they', 'they')",14.284293743744982
9140,"('the', 'nine')",14.27448846563179
9141,"('flow', 'to')",14.265071147007088
9142,"('a', 'plan')",14.231098033512668
9143,"('and', 'old')",14.19476122309827
9144,"('I', 'read')",14.183996572754017
9145,"('week', 'and')",14.175238042025667
9146,"('this', 'seem')",14.173899323350987
9147,"('and', 'draw')",14.150973215072622
9148,"('here', 'come')",14.143015681726054
9149,"('make', 'to')",14.105183028484111
9150,"('fear', 'it')",14.092322912133294
9151,"('eat', 'and')",14.085731775757328
9152,"('a', 'tail')",14.077512979069091
9153,"('night', 'I')",14.060708793774861
9154,"('be', 'pleasant')",14.038951954267729
9155,"('entrance', 'and')",14.031077055939582
9156,"('how', 'a')",14.022753358011467
9157,"('his', 'room')",14.017357517178583
9158,"('back', 'be')",14.012787289849827
9159,"('call', 'the')",14.00160069312302
9160,"('for', 'help')",13.999814765354929
9161,"('quickly', 'and')",13.992873465464674
9162,"('you', 'eye')",13.991451892727024
9163,"('the', 'heap')",13.990669471876476
9164,"('the', 'hook')",13.990669471876476
9165,"('after', 'we')",13.98927239797092
9166,"('you', 'love')",13.968146089077871
9167,"('the', 'father')",13.964702205401077
9168,"('can', 'but')",13.931905493381771
9169,"('she', 'lead')",13.918837531373828
9170,"('us', 'ask')",13.902099932048843
9171,"('so', 'soon')",13.889323605816822
9172,"('of', 'tree')",13.881748279046693
9173,"('through', 'her')",13.86137543876312
9174,"('indeed', 'that')",13.805050059244987
9175,"('out', 'in')",13.79957156464212
9176,"('all', 'with')",13.798634629783043
9177,"('want', 'her')",13.766607241504728
9178,"('circle', 'and')",13.766019220996096
9179,"('powerful', 'and')",13.763319209240677
9180,"('life', 'of')",13.759297742371317
9181,"('transform', 'the')",13.747693946914001
9182,"('the', 'success')",13.744510738041978
9183,"('all', 'they')",13.73433732016857
9184,"('their', 'back')",13.692223012355532
9185,"('or', 'he')",13.678589970723714
9186,"('think', 'a')",13.666051094969454
9187,"('door', 'but')",13.646891974967303
9188,"('and', 'cut')",13.645725598670001
9189,"('and', 'simple')",13.640086953757915
9190,"('for', 'its')",13.637223071901573
9191,"('that', 'such')",13.624703803075066
9192,"('go', 'ask')",13.624456642201942
9193,"('they', 'try')",13.622959024186631
9194,"('the', 'less')",13.603263765261655
9195,"('duty', 'be')",13.58931229052198
9196,"('guess', 'you')",13.58838474338493
9197,"('out', 'on')",13.582381067289008
9198,"('his', 'old')",13.574667549222523
9199,"('country', 'for')",13.567368843495187
9200,"('ask', 'he')",13.53880397526261
9201,"('a', 'hill')",13.529278797715964
9202,"('not', 'fear')",13.522227733231661
9203,"('to', 'seize')",13.522209411469397
9204,"('and', 'regard')",13.506446136167396
9205,"('to', 'a')",13.501747620661893
9206,"('Wendy', 'he')",13.482499076294994
9207,"('morning', 'he')",13.480296754330682
9208,"('end', 'the')",13.466209786852904
9209,"('that', 'island')",13.460923077343056
9210,"('Ki', 'of')",13.449270249085307
9211,"('yet', 'they')",13.427996884545896
9212,"('Peter', 'have')",13.408836416975467
9213,"('a', 'better')",13.3895523360796
9214,"('show', 'the')",13.385035171409555
9215,"('there', 'and')",13.369788643062629
9216,"('Dorothy', 'to')",13.367355594215427
9217,"('hold', 'the')",13.36325852420002
9218,"('swiftly', 'and')",13.354889209554194
9219,"('but', 'while')",13.352474419319496
9220,"('ground', 'in')",13.342002492799713
9221,"('other', 'so')",13.339247484974845
9222,"('can', 'you')",13.329496465115628
9223,"('indeed', 'they')",13.32665095987698
9224,"('life', 'she')",13.322786896998181
9225,"('you', 'power')",13.305061526593216
9226,"('and', 'serve')",13.277020323400437
9227,"('off', 'but')",13.266035376958426
9228,"('too', 'for')",13.236238650488241
9229,"('story', 'I')",13.23282445474326
9230,"('Scarecrow', 'I')",13.21679340881748
9231,"('a', 'flower')",13.214376635016498
9232,"('nearer', 'the')",13.209747910859546
9233,"('ever', 'so')",13.174988450848447
9234,"('not', 'give')",13.163330158001418
9235,"('Trot', 'be')",13.163272519411299
9236,"('life', 'for')",13.148937342753257
9237,"('go', 'about')",13.139408860229201
9238,"('in', 'half')",13.135014879107397
9239,"('us', 'a')",13.111806346886658
9240,"('Jones', 'be')",13.109849249930155
9241,"('room', 'of')",13.105816180491166
9242,"('speak', 'the')",13.103984183370672
9243,"('gas', 'the')",13.093383171561243
9244,"('hold', 'he')",13.079005367419514
9245,"('of', 'no')",13.077646269615267
9246,"('eagerly', 'and')",13.076326554887126
9247,"(""'s"", 'only')",13.073469257016908
9248,"('ask', 'a')",13.068742320530365
9249,"('for', 'any')",13.062320904142373
9250,"('it', 'away')",13.062274081152006
9251,"('time', 'you')",13.057924231852674
9252,"('fellow', 'and')",13.044665321681752
9253,"('eyes', 'have')",13.011242039501877
9254,"('country', 'the')",12.995919539196125
9255,"('and', 'have')",12.993534932467234
9256,"('tell', 'to')",12.988654457836116
9257,"('he', 'place')",12.981288784905058
9258,"('grow', 'the')",12.977188652084477
9259,"('not', 'us')",12.975149362191003
9260,"('not', 'answer')",12.973662491271083
9261,"('and', 'thus')",12.96986080751628
9262,"('lead', 'you')",12.969179885788568
9263,"('her', 'that')",12.946903212821733
9264,"('then', 'how')",12.944663603736004
9265,"('on', 'another')",12.894606503776986
9266,"('us', 'people')",12.894503208621463
9267,"('at', 'a')",12.87641651447451
9268,"('to', 'finish')",12.87180828142332
9269,"('because', 'all')",12.856421113798232
9270,"('you', 'try')",12.85213707015518
9271,"('he', 'what')",12.833863473880678
9272,"('with', 'mister')",12.833019924288733
9273,"('his', 'palace')",12.823065524332897
9274,"('and', 'keep')",12.809817870495772
9275,"('softly', 'and')",12.804195877121218
9276,"('ask', 'to')",12.801725814185982
9277,"('if', 'in')",12.789487022919031
9278,"('the', 'pain')",12.78869735825477
9279,"('to', 'reply')",12.780854157625294
9280,"('to', 'touch')",12.77955158952798
9281,"('boy', 'we')",12.778084426556612
9282,"('opposite', 'the')",12.774637897766741
9283,"('i', 'by')",12.766369276937656
9284,"('and', 'each')",12.737847456822674
9285,"('be', 'quick')",12.737611805466466
9286,"('and', 'good')",12.706258248304662
9287,"('in', 'thought')",12.701759883290835
9288,"('below', 'the')",12.69955546762298
9289,"('moment', 'they')",12.69714668097762
9290,"('with', 'that')",12.691977150166158
9291,"('why', 'the')",12.679742104107584
9292,"('day', 'but')",12.676530613410888
9293,"('want', 'the')",12.672654092670376
9294,"('they', 'up')",12.66704268442197
9295,"('once', 'and')",12.65929210284332
9296,"('the', 'thing')",12.642768411240366
9297,"('i', 'my')",12.640900660362654
9298,"('to', 'this')",12.638808666962774
9299,"('I', 'keep')",12.629034528229054
9300,"('us', 'have')",12.622741918906558
9301,"('and', 'as')",12.619314241794019
9302,"('not', 'a')",12.608090010284663
9303,"('what', 'that')",12.595928194819166
9304,"('other', 'to')",12.594925111172024
9305,"('ear', 'be')",12.588264766202395
9306,"('voice', 'the')",12.572028106624698
9307,"('of', 'delight')",12.569309385977354
9308,"('Rob', 'have')",12.567025266986619
9309,"('word', 'he')",12.56511209033592
9310,"('father', 'say')",12.559622744404784
9311,"('world', 'have')",12.559592579978489
9312,"('have', 'use')",12.543610549724121
9313,"('just', 'when')",12.524559062189226
9314,"('this', 'say')",12.520463721726994
9315,"('way', 'a')",12.51385050782415
9316,"('and', 'over')",12.509190421132798
9317,"('us', 'it')",12.50700095739743
9318,"('of', 'voice')",12.494253798913899
9319,"(""'"", 'they')",12.492702047683634
9320,"('that', 'Peter')",12.49125212381172
9321,"('back', 'at')",12.488522476947868
9322,"('she', 'seem')",12.488439189546087
9323,"('they', 'make')",12.474835956508189
9324,"('a', 'girl')",12.46646171082137
9325,"('well', 'it')",12.463460874857208
9326,"('the', 'magician')",12.441133368066229
9327,"('of', 'Rinkitink')",12.434348826510712
9328,"('and', 'beautiful')",12.426107014315262
9329,"('the', 'face')",12.424581941110288
9330,"('boy', 'have')",12.405462119866693
9331,"(""'"", 'that')",12.363365777554526
9332,"('two', 'be')",12.342122685174548
9333,"('by', 'it')",12.296090951830998
9334,"('and', 'hide')",12.285844218524401
9335,"('dragon', 'and')",12.285844218524401
9336,"('money', 'in')",12.26397386031071
9337,"('in', 'new')",12.25771605996797
9338,"('he', 'star')",12.247266388158467
9339,"('but', 'before')",12.246367180293417
9340,"('live', 'so')",12.244207162541787
9341,"('and', 'green')",12.234692635500053
9342,"('mermaid', 'and')",12.234692635500053
9343,"('say', 'as')",12.214802432968392
9344,"('but', 'that')",12.21232846194095
9345,"('have', 'enough')",12.212113847268462
9346,"('you', 'there')",12.193621944155925
9347,"('everyone', 'be')",12.191453809222729
9348,"('a', 'heart')",12.182074124062257
9349,"('army', 'and')",12.165440893224096
9350,"('be', 'conquer')",12.154685850199053
9351,"('so', 'will')",12.154228851732494
9352,"('can', 'she')",12.148617707611207
9353,"('us', 'and')",12.141328334807056
9354,"('machine', 'to')",12.122704559928643
9355,"('a', 'royal')",12.120532251532428
9356,"('heard', 'a')",12.102404062549942
9357,"('the', 'society')",12.096791345605132
9358,"('thing', 'be')",12.079946943890034
9359,"('Queen', 'have')",12.073498482513015
9360,"('rope', 'to')",12.057802791234023
9361,"('the', 'apple')",12.036556393740273
9362,"('King', 'be')",12.032861037048477
9363,"('the', 'page')",12.025977843096028
9364,"('Josie', 'I')",12.02328653004917
9365,"('room', 'be')",12.00791647304168
9366,"('her', 'dear')",12.000253651314877
9367,"('but', 'every')",11.993852010439081
9368,"('Josie', 'be')",11.987264650741144
9369,"('and', 'laugh')",11.983743095870155
9370,"('fear', 'and')",11.983116160406222
9371,"('that', 'both')",11.979463233290872
9372,"('Prince', 'have')",11.955389351142484
9373,"('the', 'lead')",11.953788743514115
9374,"('mother', 'the')",11.938898265397555
9375,"('room', 'all')",11.927889475824529
9376,"('now', 'but')",11.918575073110535
9377,"('the', 'chamber')",11.91417188455366
9378,"('the', 'simple')",11.91417188455366
9379,"(""'"", 'his')",11.907970977167992
9380,"('rest', 'and')",11.903271573853425
9381,"('edge', 'and')",11.888320416813848
9382,"('have', 'you')",11.884780562718404
9383,"('the', 'fall')",11.86693307543491
9384,"('i', 'in')",11.863715811027314
9385,"('get', 'their')",11.839814492799903
9386,"('boy', 'can')",11.83813834705785
9387,"('arrive', 'and')",11.831194403007578
9388,"('but', 'all')",11.803147214504119
9389,"('and', 'broad')",11.792776596097516
9390,"('and', 'since')",11.791574607021783
9391,"('can', 'we')",11.77954661195492
9392,"('and', 'assist')",11.776209464408398
9393,"('be', 'think')",11.775908775786085
9395,"('clear', 'and')",11.767918245388339
9394,"('Pumpkinhead', 'and')",11.767918245388339
9396,"('man', 'may')",11.766365790139108
9397,"('woman', 'I')",11.76247187746381
9398,"('here', 'she')",11.754637055389942
9399,"('he', 'on')",11.742232533552524
9400,"('time', 'then')",11.741986192840828
9401,"('i', 'into')",11.739883662438624
9402,"('Wizard', 'so')",11.725826258138936
9403,"('you', 'speak')",11.71658571809756
9404,"('find', 'you')",11.69240215891135
9405,"('all', 'we')",11.685982462865695
9406,"('we', 'all')",11.685982462865695
9407,"('I', 'become')",11.685802074462838
9408,"('a', 'present')",11.649187768594517
9409,"('it', 'no')",11.640995809979746
9410,"('pass', 'they')",11.640424130777358
9411,"('quite', 'the')",11.639686350237676
9412,"('day', 'that')",11.637585080494706
9413,"('make', 'by')",11.633126267300872
9414,"('who', 'it')",11.61662925842782
9415,"('silence', 'and')",11.61057955996293
9416,"('cut', 'the')",11.609907686946123
9417,"('be', 'cast')",11.607973730834738
9418,"('of', 'Alora')",11.60736313823277
9419,"('year', 'the')",11.585266062175464
9420,"('may', 'make')",11.581686534122783
9421,"('live', 'all')",11.550937202633925
9422,"('he', 'there')",11.545810969485718
9423,"('a', 'open')",11.542238366288554
9424,"('out', 'their')",11.541002689421747
9425,"('and', 'amuse')",11.533465350421292
9426,"('here', 'on')",11.531406217740598
9427,"('before', 'my')",11.5218668805076
9428,"('story', 'be')",11.520106949729847
9429,"('along', 'a')",11.509174771267391
9430,"('Oz', 'be')",11.500605083183101
9431,"('to', 'believe')",11.488201594215077
9432,"('Oz', 'have')",11.485978376120737
9433,"('em', 'to')",11.484173232244572
9434,"('word', 'she')",11.482690057891311
9435,"('against', 'a')",11.479540595982956
9436,"('the', 'color')",11.477136893453473
9437,"('Dorothy', 'know')",11.471476906346403
9438,"('girl', 'I')",11.465185715284502
9439,"('laugh', 'I')",11.462094591118264
9440,"('they', 'soon')",11.456636633258256
9442,"('the', 'unhappy')",11.442772183043838
9441,"('the', 'awful')",11.442772183043838
9443,"('so', 'the')",11.438465442839668
9444,"('we', 'take')",11.422736208338184
9445,"('round', 'in')",11.41127478813644
9446,"('creature', 'have')",11.410536984683985
9447,"('grandfather', 'be')",11.401234975319603
9448,"('begin', 'the')",11.397368275920666
9449,"('egg', 'and')",11.39428773037912
9450,"('be', 'cry')",11.386936383965356
9451,"('tree', 'be')",11.384815760515806
9452,"('perhaps', 'not')",11.371428870721157
9453,"('and', 'transform')",11.367392015508354
9454,"('put', 'he')",11.356931020601003
9455,"('his', 'land')",11.35135135225516
9456,"('with', 'every')",11.328889278937622
9457,"('a', 'straight')",11.320331927769299
9458,"('the', 'card')",11.310050077438769
9459,"('be', 'interest')",11.305386810973978
9460,"('you', 'seem')",11.302655145860468
9461,"('harm', 'and')",11.296093332943462
9462,"('house', 'be')",11.294723706383483
9463,"('country', 'I')",11.290921147313766
9464,"('so', 'Cap')",11.284801042795733
9465,"('look', 'in')",11.282735326104936
9466,"('surprise', 'he')",11.265672979775463
9467,"('other', 'he')",11.25900843143908
9468,"('and', 'come')",11.246686545639484
9469,"('fear', 'you')",11.243599230298237
9470,"('but', 'never')",11.228676861113774
9471,"('then', 'when')",11.22254776428224
9472,"('all', 'through')",11.214024846347865
9473,"('remember', 'you')",11.199191952880598
9474,"('long', 'and')",11.18095414642808
9475,"('who', 'they')",11.179310598127241
9476,"('and', 'pink')",11.176790330074256
9477,"('down', 'her')",11.174537603685664
9478,"('will', 'want')",11.169477268316244
9479,"('think', 'to')",11.159099526693742
9480,"('but', 'here')",11.15621151093476
9481,"('why', 'he')",11.146740767324818
9482,"('animal', 'be')",11.136293401485098
9483,"('make', 'one')",11.132610672835241
9484,"('the', 'splendid')",11.12916293413023
9485,"('friend', 'I')",11.089511877818694
9486,"('a', 'queen')",11.087062899478402
9487,"('to', 'you')",11.078453690926166
9488,"('Em', 'and')",11.063939925696916
9489,"('he', 'grow')",11.053913528233462
9490,"('the', 'straw')",11.026052779456052
9491,"('a', 'island')",11.025178874176737
9492,"('always', 'the')",11.02306957271697
9493,"('the', 'lord')",11.008203692833408
9494,"('two', 'and')",11.0002085208899
9495,"('be', 'Mary')",10.999919795449957
9496,"('act', 'be')",10.998983129778873
9497,"('you', 'so')",10.995137502340118
9498,"('won', 'the')",10.986607435186988
9499,"('and', 'join')",10.97424439060085
9500,"('command', 'and')",10.964188254552989
9501,"('hand', 'as')",10.963182138854165
9502,"('into', 'it')",10.95715087999529
9503,"('it', 'my')",10.942860832106032
9504,"('seem', 'so')",10.935981108166
9505,"('happen', 'in')",10.911883485339713
9506,"('thing', 'so')",10.911152586492225
9507,"('a', 'well')",10.909133385315814
9508,"('and', 'his')",10.90814043531448
9509,"('suffer', 'the')",10.903507356203397
9510,"('once', 'a')",10.902754014728036
9511,"('he', 'as')",10.902150350198367
9512,"('that', 'on')",10.87777346387059
9513,"('i', 'they')",10.857069187718658
9515,"('and', 'gather')",10.83685743433869
9514,"('and', 'anxious')",10.83685743433869
9516,"('with', 'two')",10.83259902390912
9517,"('a', 'soldier')",10.802570546617005
9518,"('I', 'send')",10.802065129525117
9519,"('you', 'believe')",10.800098689792527
9520,"('he', 'slowly')",10.788996420100508
9521,"('ask', 'one')",10.775541236354954
9522,"('grass', 'be')",10.77338687377005
9523,"('machine', 'be')",10.77338687377005
9524,"('again', 'by')",10.76418502967576
9525,"('here', 'at')",10.749179631278137
9526,"('of', 'boat')",10.744644560134807
9527,"('view', 'the')",10.744643644128656
9528,"('stop', 'in')",10.71257058978804
9529,"('palace', 'in')",10.699688693252252
9530,"('find', 'their')",10.689637285780712
9531,"('like', 'all')",10.678998210542629
9532,"('another', 'but')",10.678678123931311
9533,"('then', 'in')",10.663931373980672
9534,"('now', 'it')",10.65521453276446
9535,"('her', 'first')",10.643337236817072
9536,"('so', 'at')",10.642639566145139
9537,"('visit', 'he')",10.632152042321746
9538,"('carry', 'the')",10.628918423971655
9539,"('not', 'at')",10.616359767708724
9540,"('be', 'clear')",10.611136160322864
9541,"('Louise', 'and')",10.608569444846514
9542,"('they', 'always')",10.607305826016521
9543,"('white', 'and')",10.600593707401048
9544,"('subject', 'to')",10.59220915747809
9545,"('of', 'Dorothy')",10.592014746962265
9546,"('cry', 'in')",10.569999395650676
9547,"('and', 'tell')",10.555513690789072
9548,"('straight', 'and')",10.555302594444878
9549,"(""'"", 'but')",10.551459726804175
9550,"('please', 'he')",10.55109692328384
9551,"('you', 'poor')",10.543361101384384
9552,"('beautiful', 'and')",10.538939290515193
9553,"('work', 'to')",10.534259251379758
9554,"('leave', 'and')",10.520963911812757
9555,"('the', 'period')",10.517461169354782
9556,"('house', 'the')",10.513687509369252
9557,"('Ann', 'be')",10.502352414261804
9558,"('way', 'when')",10.496068359946445
9559,"('be', 'how')",10.481069411389045
9560,"('a', 'manner')",10.474611952252296
9561,"('such', 'be')",10.471012598285517
9562,"('ever', 'do')",10.461860094370913
9563,"('boy', 'I')",10.453902297567625
9564,"('it', 'which')",10.443909158763613
9565,"('do', 'such')",10.426988059116585
9566,"('he', 'talk')",10.411018159168577
9567,"('Polychrome', 'and')",10.389393779218006
9568,"('fat', 'and')",10.389393779218006
9569,"('than', 'he')",10.3834366598922
9570,"('well', 'there')",10.381053301313056
9571,"('desert', 'and')",10.374013233151024
9572,"('child', 'in')",10.372847176082614
9573,"('the', 'tail')",10.36876355065607
9574,"('other', 'who')",10.364808837470257
9575,"('both', 'of')",10.3638749771319
9576,"('face', 'I')",10.347090663106679
9577,"('one', 'may')",10.34037709281955
9578,"('to', 'care')",10.33900182765097
9579,"('therefore', 'the')",10.335537813678231
9580,"('do', ""'"")",10.330008011354774
9581,"('who', 'ask')",10.29375749643218
9582,"('say', 'Louise')",10.292760023348256
9583,"('he', 'finally')",10.278590489869764
9584,"('use', 'they')",10.27457310490672
9585,"('and', 'knew')",10.274121717114571
9586,"('surprise', 'that')",10.265883181647883
9587,"('Bill', 'with')",10.252786788455406
9588,"('truth', 'be')",10.25086234575877
9589,"('the', 'cause')",10.22548326673011
9590,"('I', 'declare')",10.220269060180847
9591,"('country', 'this')",10.212927474542774
9592,"('the', 'trick')",10.20977338474046
9593,"('dance', 'and')",10.18463981180273
9594,"('me', 'and')",10.184246874664806
9595,"('turn', 'her')",10.183814651337538
9596,"('the', 'dreadful')",10.182969187531974
9597,"('a', 'beast')",10.181185073334365
9598,"('Louise', '')",10.178623797656863
9599,"('send', 'he')",10.175938165135326
9600,"('thing', 'and')",10.156662830907228
9601,"('hurt', 'a')",10.143000682745278
9602,"('mark', 'the')",10.141334502192835
9603,"('break', 'you')",10.12859485362274
9604,"('down', 'his')",10.125973176509302
9605,"('they', 'hold')",10.121682593553455
9606,"('as', 'Trot')",10.106649382533218
9607,"('day', 'as')",10.09983040949456
9608,"('heart', 'the')",10.090425594146783
9609,"('can', 'take')",10.085419440889646
9610,"('brain', 'and')",10.083386217464637
9611,"('way', 'I')",10.075116456490258
9612,"('set', 'to')",10.073258627255584
9613,"('into', 'this')",10.072996226201852
9614,"('they', 'again')",10.06000989877249
9615,"('voice', 'and')",10.055302370995982
9616,"('possible', 'to')",10.023046826643187
9617,"('look', 'from')",10.021693231308518
9618,"('be', 'out')",10.012118812804639
9619,"('Claus', 'and')",10.000272489432355
9620,"('time', 'if')",9.997435802362782
9621,"('around', 'for')",9.997204497964253
9622,"('she', 'follow')",9.993993074562649
9623,"('so', 'Mary')",9.990843002030532
9624,"('into', 'one')",9.980020920781774
9625,"('and', 'refuse')",9.976470715548288
9626,"('the', 'Cat')",9.97259461804717
9627,"('and', 'read')",9.956376521662643
9628,"('on', 'but')",9.942216143617236
9629,"('which', 'look')",9.887652214089218
9630,"('out', 'at')",9.882885818650538
9631,"('Bright', 'the')",9.873614110354929
9632,"('water', 'for')",9.87233870624113
9633,"('Dorothy', '')",9.87194961481542
9634,"(""'s"", 'great')",9.869318616560324
9635,"('better', 'to')",9.866270180377942
9636,"('you', 'then')",9.83538827913331
9637,"('be', 'some')",9.830703187918012
9638,"('meeting', 'be')",9.81323129297641
9639,"('the', 'very')",9.809480255419022
9640,"('be', 'first')",9.80833750242837
9641,"('well', 'if')",9.80285715135823
9642,"('till', 'the')",9.79731290823141
9643,"('a', 'line')",9.784413797104177
9644,"('greet', 'the')",9.782667619960542
9645,"('the', 'plate')",9.782667619960542
9646,"('Prince', 'of')",9.7797159239706
9647,"('be', 'every')",9.752421607688179
9648,"('of', 'here')",9.747035765539009
9649,"('a', 'mountain')",9.738064895995892
9650,"('head', 'to')",9.73713655059175
9651,"('i', 'well')",9.735078166576574
9652,"('now', 'my')",9.733724832891793
9653,"('my', 'girl')",9.730916804401199
9654,"('throw', 'the')",9.725675277072114
9655,"('the', 'use')",9.718266387424329
9656,"('as', 'Mary')",9.717897979780783
9657,"('than', 'when')",9.70117592360585
9658,"('bear', 'it')",9.696438540824875
9659,"('and', 'become')",9.693555968583029
9660,"('next', 'the')",9.686979594717775
9661,"('have', 'say')",9.686830764977632
9662,"('learn', 'the')",9.686478268961814
9663,"('girl', 'as')",9.681311753681564
9664,"('man', 'it')",9.680162610951871
9665,"('be', 'cause')",9.678059226813728
9666,"('like', 'one')",9.677552746655858
9667,"('before', 'his')",9.652227188842199
9668,"('of', 'Glinda')",9.651200989803431
9669,"('than', 'they')",9.637379615375101
9670,"('back', 'but')",9.607818467531972
9671,"('day', 'so')",9.605024628722639
9672,"('land', 'be')",9.604821295846387
9673,"('for', 'Ozma')",9.603191296971119
9674,"('family', 'and')",9.597352216025234
9675,"('woman', 'in')",9.590034268086445
9676,"('his', 'dear')",9.587175091924916
9677,"('Princess', 'and')",9.582272730499934
9678,"('and', 'Uncle')",9.571325034995407
9679,"('and', 'talk')",9.568541841274662
9680,"('talk', 'and')",9.568541841274662
9681,"('not', 'no')",9.56680177207676
9682,"('hard', 'and')",9.565751644685037
9683,"('tie', 'the')",9.560681061263677
9684,"('take', 'by')",9.553480435420285
9685,"('girl', 'so')",9.53944525779819
9686,"('all', 'say')",9.537641416167466
9687,"('this', 'for')",9.525668098075327
9688,"('since', 'they')",9.509815149389842
9689,"('and', 'may')",9.488266155936014
9690,"('now', 'be')",9.454095358076234
9691,"('Majesty', 'the')",9.453572061737859
9692,"('it', ""'"")",9.451645387919516
9693,"('grandfather', 'and')",9.447017824429535
9694,"('easily', 'and')",9.44612230839428
9695,"('they', 'their')",9.435378814195623
9696,"('while', 'all')",9.433627280258715
9697,"('find', 'his')",9.432106770882687
9698,"('nearly', 'a')",9.424705559457742
9699,"(""'s"", 'reply')",9.42244999331844
9700,"('Trot', 'to')",9.421822225418863
9701,"('study', 'the')",9.417150224770237
9702,"('question', 'I')",9.396572447084548
9703,"('put', 'you')",9.392897801038153
9704,"('and', 'offer')",9.37795721974709
9705,"('and', 'wound')",9.37795721974709
9706,"('mile', 'and')",9.37795721974709
9707,"('of', 'adventure')",9.373603594531483
9708,"('eye', 'as')",9.366174767443288
9709,"('will', 'only')",9.365108085565595
9710,"('it', 'with')",9.35909091208111
9711,"('the', 'wish')",9.335350959165906
9712,"('be', 'because')",9.32181007450963
9713,"('head', 'on')",9.315887250319943
9714,"('over', 'it')",9.314042030280381
9715,"('you', 'who')",9.295116189383696
9716,"('make', 'that')",9.290355856971333
9717,"('I', 'live')",9.279575939010853
9718,"('friend', 'but')",9.278854114224261
9719,"('away', 'a')",9.275018853424648
9720,"('picture', 'and')",9.271865111282787
9721,"('about', 'you')",9.2701747881959
9722,"('there', 'it')",9.266072837316807
9723,"('thing', 'say')",9.261706558074929
9724,"('the', 'open')",9.258021953501224
9725,"('one', ""'s"")",9.256730550163917
9726,"('Conant', 'and')",9.254094671570286
9727,"('begge', 'the')",9.251759490177955
9728,"('yell', 'the')",9.251759490177955
9729,"('or', 'the')",9.249739186120504
9730,"('you', 'return')",9.227737685708476
9731,"('head', 'for')",9.224898010412721
9732,"('and', 'right')",9.220066080857748
9733,"('country', 'as')",9.219561722265707
9734,"('think', 'and')",9.214314518928084
9735,"('be', 'especially')",9.198580681103486
9736,"('fish', 'be')",9.186151730854663
9737,"('change', 'the')",9.18417446006754
9738,"('can', 'have')",9.169962340780206
9739,"('the', 'length')",9.169940999790823
9740,"('friend', 'with')",9.168743716591397
9741,"('he', 'believe')",9.152840022555957
9742,"('by', 'my')",9.144237744877348
9743,"('that', 'Dorothy')",9.123614366621695
9744,"('her', 'people')",9.11596287898126
9745,"('soldier', 'and')",9.109857699136214
9746,"('night', 'the')",9.10600879723874
9747,"('the', 'Sky')",9.1004153561294
9748,"('the', 'history')",9.1004153561294
9749,"('and', 'act')",9.09994535314505
9750,"('curious', 'and')",9.096444353442461
9751,"('island', 'the')",9.095552621430054
9752,"('mind', 'I')",9.094148589365853
9753,"('away', 'as')",9.071271610775971
9754,"('be', 'enough')",9.067199738862136
9755,"('said', 'he')",9.066010842009995
9756,"('word', 'in')",9.06356759083649
9757,"('business', 'to')",9.057984593971256
9758,"('a', 'window')",9.05446592157359
9759,"('come', 'a')",9.045574154278523
9760,"('please', 'to')",9.042688249053072
9761,"('arm', 'the')",9.041438729878463
9762,"('i', 'here')",9.040792519211763
9763,"('of', 'about')",9.035262567102013
9764,"('probably', 'be')",9.027765895177584
