,word,local_word,pos,examples,local_examples,examples_and_definitions
999,exercise,занятие,noun,practical exercise|,практическое занятие | ,practical exercise|class | lesson | activity | session | occupation | training | course | study | 
1000,exercise,тренировка,noun,empty_cell,empty_cell,training | practice | training session | workout | fitness | drill | 
1001,exercise,физические упражнения,noun,physical exercise|,физические упражнения | ,physical exercise|
1002,exercise,осуществлять,verb,empty_cell,empty_cell,carry out | perform | conduct | implement | carry out | execute | accomplish | pursue | 
1003,exercise,проявлять,verb,empty_cell,empty_cell,show | manifest | exhibit | have | project | smooth out | exert | 
1004,exercise,тренироваться,verb,empty_cell,empty_cell,train | train | work out | practice | practice | work out | 
1005,exercise,осуществить,verb,to exercise their right|,осуществить своё право | ,to exercise their right|implement | carry out | accomplish | realize | perform | fulfill | execute | 
1006,exercise,позаниматься,verb,empty_cell,empty_cell,work out | keep fit | 
1007,exercise,отрабатываться,verb,empty_cell,empty_cell,simulate | 
1008,exercise,тренировать,verb,empty_cell,empty_cell,train | coach | train | coach | 
1009,exercise,поупражняться,verb,empty_cell,empty_cell,practice | work out | 
1010,exercise,руководствоваться,verb,empty_cell,empty_cell,guide | govern | guide | 
1011,exit,выход,noun,emergency exit|exit from the eurozone|exit from the monetary union|possible exit|,аварийный выход | выход из еврозоны | выход из валютного союза | возможный выход | ,emergency exit|exit from the eurozone|exit from the monetary union|possible exit|output | access | release | withdrawal | gate | yield | way out | outlet | 
1012,exit,выезд,noun,second exit|,второй выезд | ,second exit|check-out | departure | exit point | 
1013,exit,съезд,noun,first exit|,первый съезд | ,first exit|congress | convention | 
1014,exit,уход,noun,empty_cell,empty_cell,care | departure | withdrawal | maintenance | disengagement | resignation | 
1015,exit,вывод,noun,phased exit|,поэтапном выводе войск | ,phased exit|conclusion | output | withdrawal | findings | lesson | implication | inference | drawdown | 
1016,exit,развязка,noun,empty_cell,empty_cell,junction | interchange | endgame | dénouement | bypass | denouement | anagnorisis | 
1017,exit,отступление,noun,empty_cell,empty_cell,retreat | departure | setback | diversion | deviation | 
1018,exit,выйти,verb,to exit any open programs|,выйти из всех программ | ,to exit any open programs|go out | go | come out | leave | reach | release | emerge | enter | step | 
1019,exit,покинуть,verb,empty_cell,empty_cell,leave | flee | leave | abandon | depart | quit | displace | 
1020,exit,выходить,verb,empty_cell,empty_cell,go | come out | go out | face | extend | enter | overlook | emerge | withdraw | 
1021,exit,покидать,verb,empty_cell,empty_cell,leave | leave | flee | abandon | depart | come out of | 
1022,exit,уходить,verb,empty_cell,empty_cell,go | leave | go away | go out | go | leave | fade | dates back | 
1023,exit,завершиться,verb,empty_cell,empty_cell,end | conclude | complete | finish | culminate | wrap up | 
1024,explain,объяснить,verb,to explain consciousness|to explain concepts|to explain the Maoists' unprecedented triumph|to explain in part|,объяснить сознание | объяснить концепцию | объяснить беспрецедентный триумф Маоистов | частично объяснить | ,to explain consciousness|to explain concepts|to explain the Maoists' unprecedented triumph|to explain in part|attribute | 
1025,explain,объяснять,verb,to explain this apparent contradiction|to explain these things|to explain insurance policies|to explain today's problems|,объяснять это очевидное противоречие | объяснять здесь эти вещи | объяснять страховые полисы | объяснять сегодняшние проблемы | ,to explain this apparent contradiction|to explain these things|to explain insurance policies|to explain today's problems|attribute | account for | 
1026,explain,пояснить,verb,empty_cell,empty_cell,clarify | 
1027,explain,объясняться,verb,empty_cell,empty_cell,stem from | account for | interpret | root | underlie | 
1028,explain,рассказать,verb,empty_cell,empty_cell,tell | speak | 
1029,explain,пояснять,verb,empty_cell,empty_cell,clarify | 
1030,explain,рассказывать,verb,empty_cell,empty_cell,tell | tell | share | talk about | relate | cover | 
1031,explain,разъяснять,verb,empty_cell,empty_cell,expound | elaborate | clarify | 
1032,explain,разъяснить,verb,empty_cell,empty_cell,clarify | elaborate | spell out | clear up | 
1033,extra,дополнительный,adj,empty_cell,empty_cell,additional | further | 
1034,extra,дополнительная услуга,noun,empty_cell,empty_cell,empty_cell
1035,extra,добавок,noun,empty_cell,empty_cell,additive | supplement | addition | supplementation | admixture | 
1036,extra,статист,noun,empty_cell,empty_cell,empty_cell
1037,extra,дополнительное удобство,noun,empty_cell,empty_cell,empty_cell
1038,fact,факт,noun,simple fact|interesting fact|historical fact|obvious fact|,простой факт | интересный факт | исторический факт | очевидный факт | ,simple fact|interesting fact|historical fact|obvious fact|evidence | thing | reality | 
1039,fact,обстоятельство,noun,empty_cell,empty_cell,circumstance | 
1040,fail,фэйл,noun,empty_cell,empty_cell,empty_cell
1041,fail,провалиться,verb,empty_cell,empty_cell,collapse | flunk | break down | fail miserably | 
1042,fail,обанкротиться,verb,empty_cell,empty_cell,go under | collapse | 
1043,fail,потерпеть неудачу,verb,empty_cell,empty_cell,empty_cell
1044,fail,несостояться,verb,empty_cell,empty_cell,empty_cell
1045,fail,провалить,verb,to fail in your exam|to fail the test|,провалить экзамен | провалить тест | ,to fail in your exam|to fail the test|disrupt | 
1046,fail,терпеть неудачи,verb,empty_cell,empty_cell,empty_cell
1047,fail,потерпеть крах,verb,empty_cell,empty_cell,empty_cell
1048,fail,подвести,verb,empty_cell,empty_cell,sum up | disappoint | summarize | let down | 
1049,fail,не смочь,verb,empty_cell,empty_cell,empty_cell
1050,fair,справедливый,adj,empty_cell,empty_cell,just | equitable | righteous | 
1051,fair,честный,adj,empty_cell,empty_cell,honest | honourable | 
1052,fair,беспристрастный,adj,empty_cell,empty_cell,impartial | dispassionate | unbiased | even-handed | candid | impersonal | non-partisan | 
1053,fair,добросовестный,adj,empty_cell,empty_cell,conscientious | diligent | 
1054,fair,ярмарка,noun,trade fair|international fair|job fair|book fair|,торговая ярмарка | международная ярмарка | ярмарка вакансий | книжная ярмарка | ,trade fair|international fair|job fair|book fair|trade fair | 
1055,fair,выставка,noun,world's fair|international trade fair|building fair|,Всемирная выставка | международная выставка | строительная выставка | ,world's fair|international trade fair|building fair|exhibition | show | exhibit | expo | exposition | trade fair | trade show | 
1056,fall,падение,noun,communism's fall|free fall|serious fall|price fall|,падение коммунизма | свободное падение | серьезное падение | падение цен | ,communism's fall|free fall|serious fall|price fall|decline | collapse | drop | downfall | crash | demise | dip | plunge | 
1057,fall,осень,noun,next fall|,следующую осень | ,next fall|autumn | 
1058,fall,спад,noun,empty_cell,empty_cell,recession | decline | downturn | slowdown | drop | slump | contraction | bust | 
1059,fall,водопад,noun,empty_cell,empty_cell,waterfall | cataract | falling water | 
1060,fall,снижение,noun,fall in child mortality|,снижение детской смертности | ,fall in child mortality|reduction | decline | decrease | cut | drop | descent | depreciation | cutting | 
1061,fall,свержение,noun,empty_cell,empty_cell,overthrow | ouster | removal | 
1062,fall,понижение,noun,fall of income indices|,понижения индексов дохода | ,fall of income indices|decline | reduction | cut | drop | decrease | depreciation | dent | 
1063,fall,грехопадение,noun,empty_cell,empty_cell,empty_cell
1064,fall,упадок,noun,empty_cell,empty_cell,decline | decay | demise | collapse | decadence | breakdown | degradation | slippage | shortfall | 
1065,fall,упасть,verb,to fall sharply|to fall downward|to fall more sharply|to fall again|,резко упасть | упасть вниз | упасть ниже | снова упасть | ,to fall sharply|to fall downward|to fall more sharply|to fall again|drop | decline | fall down | collapse | plunge | plummet | sink | 
1066,fall,падать,verb,to fall everywhere|to fall in the forest|,во всем мире падать | падать в лесу | ,to fall everywhere|to fall in the forest|drop | decline | go down | fall down | collapse | depreciate | crash | 
1067,fall,снизиться,verb,empty_cell,empty_cell,decline | drop | decrease | diminish | reduce | go down | lower | slow | 
1068,fall,пасть,verb,empty_cell,empty_cell,collapse | come down | topple | sink | 
1069,fall,сократиться,verb,empty_cell,empty_cell,reduce | decrease | drop | decline | shrink | contract | diminish | collapse | 
1070,fall,снижаться,verb,empty_cell,empty_cell,decline | decrease | go down | come down | drop | diminish | slow | 
1071,fall,погибнуть,verb,empty_cell,empty_cell,kill | die | kill | leave | lose | slay | bereave | perish | 
1072,fall,опускаться,verb,empty_cell,empty_cell,drop | lower | sink | descend | go down | come down | get down | come down | 
1073,fall,попалить,verb,to fall under a tram-car|,попалить под трамвай | ,to fall under a tram-car|hit | have got | have got to | land | end up | strike | advance | 
1074,fall down,упасть,verb,empty_cell,empty_cell,fall | drop | decline | fall down | collapse | plunge | plummet | sink | fall | 
1075,fall down,падать,verb,empty_cell,empty_cell,fall | fall | drop | decline | go down | fall down | collapse | depreciate | crash | 
1076,fall down,развалиться,verb,empty_cell,empty_cell,fall apart | collapse | break up | fall down | unravel | break down | 
1077,fall down,уменьшаться,verb,empty_cell,empty_cell,decrease | diminish | decline | shrink | shrink | go down | fall down | decrease | wane | 
1078,fall apart,развалиться,verb,empty_cell,empty_cell,fall apart | collapse | break up | fall down | unravel | break down | 
1079,fall apart,распасться,verb,empty_cell,empty_cell,collapse | fall apart | break up | disintegrate | 
1080,fall apart,распалиться,verb,empty_cell,empty_cell,fall apart | collapse | implode | break up | disintegrate | 
1081,fall apart,разваливаться,verb,empty_cell,empty_cell,collapse | fall apart | break down | 
1082,fall apart,разлагаться,verb,empty_cell,empty_cell,demoralize | degrade | decay | fall apart | 
1083,fall apart,распадаться,verb,empty_cell,empty_cell,disintegrate | split | break up | fall apart | 
1084,fall back,прибегать,verb,empty_cell,empty_cell,resort | resort | fall back | 
1085,fall back,возвратиться,verb,empty_cell,empty_cell,return | return | fall back | reenter | 
1086,fall back,всегда ссылаться,verb,empty_cell,empty_cell,empty_cell
1087,fall back,ссылаться,verb,empty_cell,empty_cell,invoke | link | refer | refer to | point | quote | cite | fall back | allege | 
1088,fall short,не соответствовать,verb,empty_cell,empty_cell,empty_cell
1089,fall short,не отвечать,verb,empty_cell,empty_cell,empty_cell
1090,agree,согласиться,verb,to agree sadly|,печально согласиться | ,to agree sadly|accept | admit | 
1091,agree,соглашаться,verb,empty_cell,empty_cell,accept | consent | admit | acknowledge | 
1092,agree,договориться,verb,empty_cell,empty_cell,arrange | negotiate | make arrangements | 
1093,agree,согласовать,verb,empty_cell,empty_cell,coordinate | agree upon | reconcile | negotiate | harmonize | finalize | concert | customize | 
1094,agree,сходиться,verb,empty_cell,empty_cell,converge | come together | 
1095,agree,прислать,verb,empty_cell,empty_cell,send | come | come | arrive | submit | 
1096,agree,обязоваться,verb,empty_cell,empty_cell,undertake | shall | 
1097,agree,удаваться,verb,empty_cell,empty_cell,succeed | manage | fail | go right | disperse | 
1098,agree upon,согласовать,verb,empty_cell,empty_cell,agree | coordinate | reconcile | negotiate | harmonize | finalize | concert | customize | 
1099,agree upon,оговорить,verb,empty_cell,empty_cell,stipulate | state | 
1100,agree upon,согласовываться,verb,empty_cell,empty_cell,empty_cell
1101,air,воздушный,adj,empty_cell,empty_cell,aerial | airborne | airy | overhead | 
1102,air,авиационный,adj,empty_cell,empty_cell,aeronautical | aerial | plane | airborne | 
1103,air,противовоздушный,adj,empty_cell,empty_cell,empty_cell
1104,air,пневматический,adj,empty_cell,empty_cell,pneumatic | 
1105,air,атмосферный,adj,empty_cell,empty_cell,atmospheric | barometric | airborne | ambient | 
1106,air,военно-воздушный,adj,empty_cell,empty_cell,air force | 
1107,air,вентиляционный,adj,empty_cell,empty_cell,empty_cell
1108,air,воздух,noun,fresh air|compressed air|mountain air|clean air|,свежий воздух | сжатый воздух | горный воздух | чистый воздух | ,fresh air|compressed air|mountain air|clean air|
1109,air,эфир,noun,empty_cell,empty_cell,ether | broadcast | ester | airwave | airtime | broadcasting | 
1110,air,авиация,noun,empty_cell,empty_cell,aviation | aircraft | 
1111,air,небо,noun,open air|,открытое небо | ,open air|sky | heaven | palate | 
1112,air,странслироваться,verb,empty_cell,empty_cell,broadcast | 
1113,air,странслировать,verb,empty_cell,empty_cell,broadcast | transmit | 
1114,air,проветривать,verb,empty_cell,empty_cell,empty_cell
1115,airport,аэродромный,adj,empty_cell,empty_cell,ground | 
1116,airport,аэропорт,noun,international airport|island airport|destination airport|local airport|,международный аэропорт | аэропорт острова | аэропорт назначения | Местный аэропорт | ,international airport|island airport|destination airport|local airport|
1117,fan,вентилятор,noun,ceiling fan|centrifugal fan|axial fan|electric fan|,потолочный вентилятор | радиальный вентилятор | осевые вентиляторы | электрический вентилятор | ,ceiling fan|centrifugal fan|axial fan|electric fan|ventilator | cooling fan | blower | electric fan | 
1118,fan,фанат,noun,football fan|true fan|real fan|long-haired fans|,футбольные фанаты | истинных фанатов | настоящий фанат | длинноволосые фанаты | ,football fan|true fan|real fan|long-haired fans|zealot | fanboy | 
1119,fan,болельщик,noun,Pakistani fans|sports fan|cricket fan|Kazakh fans|,пакистанские болельщики | спортивные болельщики | болельщики крикета | казахстанских болельщиков | ,Pakistani fans|sports fan|cricket fan|Kazakh fans|supporter | spectator | cricket fan | enthusiast | sports fan | 
1120,fan,поклонник,noun,Erasure fan|old fan|music fan|fan of the band|,поклонники Erasure | старые поклонники | поклонники музыки | поклонник группы | ,Erasure fan|old fan|music fan|fan of the band|admirer | devotee | lover | aficionado | worshipper | 
1121,fan,любитель,noun,empty_cell,empty_cell,lover | amateur | enthusiast | buff | fancier | 
1122,fan,разжигать,verb,empty_cell,empty_cell,fuel | foment | incite | ignite | stoke | 
1123,fan,раздуть,verb,empty_cell,empty_cell,inflate | 
1124,fan,раздувать,verb,empty_cell,empty_cell,inflate | swell | 
1125,fantastic,фантастический,adj,empty_cell,empty_cell,empty_cell
1126,fantastic,замечательный,adj,empty_cell,empty_cell,wonderful | great | remarkable | excellent | nice | amazing | lovely | splendid | 
1127,fantastic,сказочный,adj,empty_cell,empty_cell,fabulous | fairy | magic | dream | supernatural | enchanting | 
1128,fantastic,великолепный,adj,empty_cell,empty_cell,magnificent | great | beautiful | splendid | excellent | wonderful | superb | stunning | spectacular | 
1129,fantastic,удивительный,adj,empty_cell,empty_cell,amazing | surprising | wonderful | extraordinary | remarkable | astonishing | strange | incredible | fascinating | 
1130,fantastic,превосходный,adj,empty_cell,empty_cell,excellent | superb | superior | perfect | fine | outstanding | award-win | prime | wonderful | 
1131,fantastic,невероятный,adj,empty_cell,empty_cell,incredible | unbelievable | extraordinary | improbable | tremendous | enormous | amazing | unlikely | fabulous | 
1132,fantastic,причудливый,adj,empty_cell,empty_cell,bizarre | quaint | whimsical | fancy | weird | freakish | very fancy | fanciful | 
1133,far,дальний,adj,empty_cell,empty_cell,distant | remote | long-range | long distance | long-distance | long-haul | outlying | 
1134,far,далекий,adj,empty_cell,empty_cell,distant | remote | faraway | far-off | very remote | 
1135,far,дальше,adj,empty_cell,empty_cell,further | next | future | far-reaching | 
1136,far,дальнейший,adj,empty_cell,empty_cell,further | future | following | 
1137,far,крайний,adj,empty_cell,empty_cell,extreme | utter | dire | abject | ultimate | 
1138,far,гораздо,adv,empty_cell,empty_cell,much | a lot | 
1139,far,намного,adv,empty_cell,empty_cell,much | a lot | so much | 
1140,far,далеко,adv,empty_cell,empty_cell,far away | so far | 
1141,far,значительно,adv,empty_cell,empty_cell,significantly | much | considerably | greatly | dramatically | substantially | vastly | well | 
1142,farmer,крестьянин,noun,landless farmers|Romanian farmers|,безземельный крестьянин | румынские крестьяне | ,landless farmers|Romanian farmers|peasant | villager | peasant farmer | peasantry | 
1143,farmer,хозяйство,noun,cotton farmer|,хлопковые фермерские хозяйства | ,cotton farmer|agriculture | farm | economy | household | 
1144,farmer,дехкане,noun,empty_cell,empty_cell,empty_cell
1145,farmer,фермер,noun,poverty - stricken farmer|substantial farmer|,бедный фермер | зажиточный фермер | ,poverty - stricken farmer|substantial farmer|
1146,farmer,сельхозпроизводитель,noun,empty_cell,empty_cell,empty_cell
1147,farmer,аграрий,noun,empty_cell,empty_cell,empty_cell
1148,farmer,земледелие,noun,empty_cell,empty_cell,agriculture | farming | 
1149,farmer,фермерство,noun,empty_cell,empty_cell,empty_cell
1150,farmer,дехканин,noun,empty_cell,empty_cell,empty_cell
1151,fashion,мода,noun,high fashion|economic fashion|children’s fashion|fast fashion|,высокая мода | экономической моды | детской моды | быстрой моды | ,high fashion|economic fashion|children’s fashion|fast fashion|vogue | 
1152,fashion,мод,noun,empty_cell,empty_cell,empty_cell
1153,fashion,образ,noun,empty_cell,empty_cell,image | way | manner | pattern | 
1154,fashion,манера,noun,more enlightened fashion|,более просвещенной манере | ,more enlightened fashion|manner | breeding habits | 
1155,fashion,одежда,noun,cheap trendy fashion|,дешевую модную одежду | ,cheap trendy fashion|clothes | clothing | dress | garment | wear | apparel | cloth | 
1156,quite,довольно,adv,empty_cell,empty_cell,rather | pretty | fairly | relatively | 
1157,quite,совсем,adv,empty_cell,empty_cell,very | completely | exactly | entirely | totally | not | absolutely | 
1158,quite,достаточно,adv,empty_cell,empty_cell,enough | rather | sufficiently | fairly | pretty | reasonably | relatively | 
1159,quite,вполне,adv,empty_cell,empty_cell,entirely | pretty | perfectly | 
1160,quite,совершенно,adv,empty_cell,empty_cell,completely | absolutely | totally | entirely | perfectly | utterly | 
1161,quite,весьма,adv,empty_cell,empty_cell,very | highly | rather | extremely | pretty | 
1162,alarm,тревога,noun,false alarm|growing alarm|,ложная тревога | растущей тревоги | ,false alarm|growing alarm|anxiety | concern | worry | dismay | alert | alarm bell | uneasiness | agitation | 
1163,alarm,сигнализация,noun,burglar alarm|smoke alarm|audible alarm|,охранная сигнализация | противопожарная сигнализация | звуковая сигнализация | ,burglar alarm|smoke alarm|audible alarm|alarm system | signaling | signalling system | burglar alarm | signalling | signalization | 
1164,alarm,будильник,noun,built-in alarm|,встроенным будильником | ,built-in alarm|alarm clock | 
1165,alarm,сигнал,noun,empty_cell,empty_cell,signal | message | sign | 
1166,alarm,испуг,noun,empty_cell,empty_cell,fright | dismay | 
1167,alarm,срабатывание,noun,empty_cell,empty_cell,positive | 
1168,alarm,волнение,noun,empty_cell,empty_cell,unrest | excitement | agitation | emotion | disturbance | anxiety | worry | riot | turbulence | 
1169,alarm,извещатель,noun,empty_cell,empty_cell,detector | 
1170,alarm,настораживать,verb,empty_cell,empty_cell,empty_cell
1171,alarm,встревожить,verb,empty_cell,empty_cell,trouble | disturb | 
1172,alarm,вызывать тревогу,verb,empty_cell,empty_cell,empty_cell
1173,alarm,беспокоить,verb,empty_cell,empty_cell,bother | worry | concern | trouble | disturb | care | harass | afflict | 
1174,alarm,пугать,verb,empty_cell,empty_cell,frighten | scare | terrify | 
1175,alarm,обеспокоиться,verb,empty_cell,empty_cell,empty_cell
1176,album,альбом,noun,first album|debut album|solo album|second album|,первый альбом | дебютный альбом | сольный альбом | второй альбом | ,first album|debut album|solo album|second album|
1177,alcohol,алкоголь,noun,empty_cell,empty_cell,liquor | alcoholic drink | 
1178,alcohol,спирт,noun,brandy alcohol|pure alcohol|,коньячный спирт | чистый спирт | ,brandy alcohol|pure alcohol|spirit | ethanol | 
1179,alcohol,алкогольный напиток,noun,empty_cell,empty_cell,empty_cell
1180,alcohol,алкоголизм,noun,empty_cell,empty_cell,alcoholism | 
1181,alcohol,алкогольной продукции,noun,empty_cell,empty_cell,empty_cell
1182,alcohol,спиртной напиток,noun,empty_cell,empty_cell,empty_cell
1183,alcohol,употребление алкоголя,noun,drinking alcohol|,употребление алкоголя | ,drinking alcohol|
1184,almost,почти,adv,empty_cell,empty_cell,nearly | about | 
1185,almost,практический,adv,empty_cell,empty_cell,practically | virtually | nearly | basically | 
1186,alone,одинокий,adj,empty_cell,empty_cell,lonely | single | lone | solitary | lonesome | 
1187,alone,только,adv,empty_cell,empty_cell,only | just | not only | 
1188,alone,в одиночку,adv,empty_cell,empty_cell,empty_cell
1189,alone,самостоятельно,adv,empty_cell,empty_cell,independently | by themselves | 
1190,field,полевой,adj,empty_cell,empty_cell,militant | insurgent | Taliban | combat | 
1191,field,выездной,adj,empty_cell,empty_cell,mobile | away | 
1192,field,поле,noun,magnetic field|cotton field|soccer field|electric field|,магнитное поле | хлопковые поля | футбольного поля | электрическое поле | ,magnetic field|cotton field|soccer field|electric field|floor | gender | pitch | margin | sex | flooring | 
1193,field,область,noun,various field|field of telecommunications|field of application|field of medicine|,различные области | области электрической связи | область применения | область медицины | ,various field|field of telecommunications|field of application|field of medicine|area | region | oblasts | oblast | province | domain | sphere | 
1194,field,пола,noun,search field|football field|input field|dusty field|,поле поиска | футбольном поле | поле ввода | пыльном поле | ,search field|football field|input field|dusty field|floor | box | pitch | flooring | 
1195,field,сфера,noun,field of activity|field of construction|commercial field|social field|,сфера деятельности | сфере строительства | коммерческой сфере | социальная сфера | ,field of activity|field of construction|commercial field|social field|sphere | area | sector | industry | realm | scope | domain | 
1196,field,месторождение,noun,gas field|diamond field|large field|silver field|,газовое месторождение | Алмазное месторождение | крупное месторождение | Серебряное месторождение | ,gas field|diamond field|large field|silver field|deposit | mine | oil field | reserve | well | 
1197,field,отрасль,noun,field of economy|legal field|construction field|petrochemical field|,отрасль экономики | отраслей действующего права | строительная отрасль | нефтехимической отрасли | ,field of economy|legal field|construction field|petrochemical field|industry | sector | branch | sphere | 
1198,field,направление,noun,field of study|,направления обучения | ,field of study|direction | area | way | destination | trend | line | 
1199,field,площадка,noun,sports field|paintball field|Millennium field|lighted sports field|,спортивная площадка | пейнтбольная площадка | площадка Millennium | освещенной спортивной площадкой | ,sports field|paintball field|Millennium field|lighted sports field|area | playground | platform | site | ground | venue | landing | pad | 
1200,field,выставить,verb,to field a single Olympic team|,выставить единую олимпийскую команду | ,to field a single Olympic team|display | exhibit | expose | activate | showcase | advance | unveil | 
1201,field,отбивать,verb,empty_cell,empty_cell,bat | bat | 
1202,field,выдвигать,verb,empty_cell,empty_cell,nominate | advance | put forward | file | level | 
1203,field,выдвинуть,verb,empty_cell,empty_cell,nominate | put forward | put forth | advance | sponsor | file | 
1204,field,выставлять,verb,empty_cell,empty_cell,expose | 
1205,fifth,в-пятых,adv,empty_cell,empty_cell,empty_cell
1206,fifth,пятое место,noun,empty_cell,empty_cell,empty_cell
1207,fifth,пята,noun,empty_cell,empty_cell,heel | pivot | 
1208,file,файл,noun,configuration file|answer file|text file|temporary file|,конфигурационный файл | файл ответа | текстовый файл | временный файл | ,configuration file|answer file|text file|temporary file|
1209,file,подать,verb,to file a lawsuit|,подать иск | ,to file a lawsuit|submit | serve | apply | hand | lodge | feed | 
1210,file,обратиться,verb,empty_cell,empty_cell,turn | ask | appeal | contact | apply | address | reach out | approach | turn | 
1211,file,предъявить,verb,empty_cell,empty_cell,present | face | indict | 
1212,file,подаваться,verb,empty_cell,empty_cell,serve | serve | supply | 
1213,file,храниться,verb,empty_cell,empty_cell,store | store | 
1214,file,заполнять,verb,empty_cell,empty_cell,fill | fill out | fill in | fill | fill up | eat | populate | inhabit | 
1215,file,возбудить,verb,empty_cell,empty_cell,initiate | rouse | arouse | institute | awaken | 
1216,file,составить отчёты,verb,empty_cell,empty_cell,empty_cell
1217,file,выдвигать,verb,empty_cell,empty_cell,nominate | advance | put forward | field | level | 
1218,fill,заполнение,noun,void fill|,заполнение пустот | ,void fill|filling | filing | completion | fill type | 
1219,fill,заполнить,verb,to fill the form|to fill in|to fill in the form|to fill the form below|,заполнить форму | заполнить внутри | заполнить формуляр | заполнить форму ниже | ,to fill the form|to fill in|to fill in the form|to fill the form below|fill out | fill in | complete | fill up | populate | 
1220,fill,заполнять,verb,to fill in all the cracks|,заполнять все щели | ,to fill in all the cracks|fill out | fill in | fill up | file | eat | populate | inhabit | 
1221,fill,наполнять,verb,empty_cell,empty_cell,pour | pervade | fill up | fuel | flood | 
1222,fill,наполнить,verb,empty_cell,empty_cell,empty_cell
1223,fill,занять,verb,empty_cell,empty_cell,take | finish | occupy | win | borrow | take up | rank | place | 
1224,fill,ввести,verb,empty_cell,empty_cell,enter | introduce | impose | type | put | insert | implement | type in | 
1225,fill,восполнить,verb,empty_cell,empty_cell,make up for | replenish | supplement | ease | 
1226,fill,заполняться,verb,empty_cell,empty_cell,empty_cell
1227,fill,наполниться,verb,empty_cell,empty_cell,empty_cell
1228,fill out,заполнить,verb,empty_cell,empty_cell,fill | fill out | fill in | complete | fill up | populate | 
1229,fill out,заполнять,verb,empty_cell,empty_cell,fill | fill out | fill in | fill | fill up | file | eat | populate | inhabit | 
1230,fill up,заполнить,verb,empty_cell,empty_cell,fill | fill out | fill in | complete | fill up | populate | 
1231,fill up,пополнить,verb,empty_cell,empty_cell,replenish | recharge | fund | fill up | top up | supplement | 
1232,fill up,заполнять,verb,empty_cell,empty_cell,fill | fill out | fill in | fill | fill up | file | eat | populate | inhabit | 
1233,fill up,наполнять,verb,empty_cell,empty_cell,fill | pour | pervade | fill up | fuel | flood | fill | 
1234,final,окончательный,adj,empty_cell,empty_cell,ultimate | definitive | eventual | permanent | 
1235,final,конечный,adj,empty_cell,empty_cell,ultimate | finite | end | eventual | terminal | net | 
1236,final,заключительный,adj,empty_cell,empty_cell,closing | last | 
1237,final,финальный,adj,empty_cell,empty_cell,last | 
1238,final,итоговый,adj,empty_cell,empty_cell,summary | bottom | aggregate | 
1239,final,готовый,adj,empty_cell,empty_cell,ready | finished | ready-made | available | complete | turnkey | 
1240,final,финал,noun,world cup final|cup final|President's Cup final|thrilling final|,финал кубка мира | финал кубка | финал кубка президента | захватывающий финал | ,world cup final|cup final|President's Cup final|thrilling final|finale | ending | final round | final match | 
1241,final,финальная стадия,noun,empty_cell,empty_cell,empty_cell
1242,finally,наконец,adv,empty_cell,empty_cell,at last | 
1243,finally,в конце концов,adv,empty_cell,empty_cell,empty_cell
1244,finally,наконец-то,adv,empty_cell,empty_cell,at last | at long last | 
1245,finally,окончательно,adv,empty_cell,empty_cell,definitively | permanently | irrevocably | 
1246,finger,палец,noun,index finger|ring finger|long finger|real fingers|,указательный палец | безымянный палец | длинный палец | настоящими пальцами | ,index finger|ring finger|long finger|real fingers|toe | thumb | 
1247,finger,fingers,noun,empty_cell,empty_cell,empty_cell
1248,finger,перст,noun,empty_cell,empty_cell,empty_cell
1249,fire,пожарный,adj,empty_cell,empty_cell,empty_cell
1250,fire,огневой,adj,empty_cell,empty_cell,empty_cell
1251,fire,дымогарный,adj,empty_cell,empty_cell,empty_cell
1252,fire,огнеупорный,adj,empty_cell,empty_cell,refractory | fire-resistant | heat-resistant | fireproof | 
1253,fire,противопожарный,adj,empty_cell,empty_cell,firefighting | 
1254,fire,огонь,noun,open fire|enemy fire|return fire|automatic fire|,открытый огонь | огонь противника | ответный огонь | автоматический огонь | ,open fire|enemy fire|return fire|automatic fire|light | flame | 
1255,fire,пожар,noun,forest fire|electrical fire|frequent forest fires|raging fire|,лесной пожар | электрические пожары | частыми лесными пожарами | бушующий пожар | ,forest fire|electrical fire|frequent forest fires|raging fire|conflagration | wildfire | 
1256,fire,камин,noun,real fire|cosy open fire|,настоящий камин | уютный камин | ,real fire|cosy open fire|fireplace | open fire | open fireplace | fire place | chimney | 
1257,fire,костер,noun,empty_cell,empty_cell,campfire | bonfire | stake | pyre | firewood | fire pit | camp fire | 
1258,fire,обстрел,noun,empty_cell,empty_cell,bombardment | shooting | gunfire | firing | shelling | fortification | ambush | 
1259,fire,стрельба,noun,empty_cell,empty_cell,shooting | gunfire | firing | marksmanship | aerial firing | gunnery | gunshot | 
1260,fire,перестрелка,noun,empty_cell,empty_cell,shootout | gun battle | clash | firefight | shooting | gunfire | gunfight | skirmish | 
1261,fire,уволить,verb,to simply fire his prime minister|to fire his prime minister|,просто уволить своего премьер-министра | уволить своего премьер-министра | ,to simply fire his prime minister|to fire his prime minister|sack | dismiss | lay off | 
1262,fire,выпустить,verb,empty_cell,empty_cell,release | issue | produce | launch | publish | let out | release | 
1263,fire,стрелять,verb,to fire guns in the air|,стрелять в воздух | ,to fire guns in the air|shoot | shoot | go boom | 
1264,fire,обстрелять,verb,to fire at a border post|,обстрелять пограничный пост | ,to fire at a border post|shell | attack | pound | ambush | target | shoot | bomb | bombard | 
1265,fire,открыть огонь,verb,empty_cell,empty_cell,empty_cell
