,word,local_word,pos,examples,local_examples,examples_and_definitions
704,exercise,осуществление,NOUN,NOUN,NOUN,"implementation | exercise | implementing | realization | enjoyment | carrying out | exercising | Exercise of the right of parents to maintain ... | ... can not agree on the exercise of care, decide on ... | demands the utmost exercise of his dignity. | and the acquisition or exercise of intellectual property rights. | The exercise of hope enriches our lives and helps us look ... | The enjoyment and exercise of the rights pro - | Noting that the exercise of human rights, in particular the ... | ... government department, transferred the exercise of rights and obligations of ... | It is an exercise of sitting extension, to help you ... | exercise any time changes (i.e. ... | The exercise of public powers shall be based on an ... | ... then that exercise is that the exercise of the | ... terminates the division is moving to exercise the rights and obligations ... | exercise the functions of general designer . | ... shall not apply to the exercise of scientific, educational, ... | "
705,exercise,осуществлять,VERB,VERB,VERB,"exercise | carry out | implement | perform | carried out | pursue | A great game to exercise your memory and brain! | The best game to exercise your memory. | Winners may not exercise any copyright or personal rights to the ... | I wear that in order to exercise total control over my ... | To exercise other functions in the monetary and crediting sphere ... | The negotiations required to exercise a right that belongs under ... | ... in the meanwhile will exercise his memory! | ... in nature, and exercise your mind and body simultaneously. | ... phlegm production, and decreased ability to exercise are common. | ... and in the meanwhile will exercise his memory! | ... in the meanwhile will exercise his memory! | ... kids to recognise numbers,exercise the child's ability. | ... order have to open them and exercise them. | Not only does exercise increase sputum clearance but ... | national minorities to exercise fully and effectively their | "
706,exercise,тренировки,NOUN,NOUN,NOUN,"training | workout | exercise | practice | exercising | coaching | I started following people around to get exercise. | The benefits of exercise have been known since antiquity. | And we'd have our exercise. | ... recovery time since your last exercise. | ... for quick regeneration after exercise and enhancement of the performance potential ... | Reduces swelling and prevents overheating in the legs after exercise. | The exercise time is linked to the logging. | accidents and incidents regular training and exercise. | the trip time and the exercise time differ. | ... no special diet, no exercise will not take success. | Liquids are ideal after exercise and there are several studies that ... | After exercise, there is a 30 minute ... | ... countdown timer for your rest between exercise sets | ... the last level, you need regular exercise. | ... going to take the stairs just for the exercise. | "
707,exercise,позаниматься,VERB,VERB,VERB,"exercise | workout | Guests can exercise at the fitness centre. | The fitness center is available for guests to exercise in. | Guests can exercise at the fitness centre, or ... | Guests can exercise in the fitness centre ... | Guests can exercise in the fitness centre or ... | Guests can exercise in the fitness centre ... | Guests can exercise in the fitness centre ... | Guests can exercise in the fitness center, swim in the ... | Guests can exercise at the hotel's fitness centre ... | Guests can exercise in the fitness centre ... | Guests can exercise at the fitness centre or make ... | Guests may exercise at the fitness centre or relax with ... | Guests can exercise in the modern fitness center ... | Guests can exercise in the fitness centre or relax in ... | Guest can exercise at the hotel's fitness room or relax ... | "
708,exercise,проявлять,VERB,VERB,VERB,"show | exercise | exhibit | manifest | But you should exercise caution. | Fortified character expands your capacity to exercise faith. | Fortified character expands your capacity to exercise greater faith. | You should exercise caution and look at the privacy statement ... | You should exercise caution when deciding to ... | ... be good examples and exercise faith in their behalf. | fortified character expands your capacity to exercise more faith. | Investments involve risks and investors should exercise prudence in making their | We must always exercise caution when interacting with | ... yourself in suspense and unrestrained exercise agility. | You should exercise caution, good sense ... | ... patients should be advised to exercise caution. | Exercise faith in Him. | In order to exercise His power, we must strive to ... | You are encouraged to exercise discretion when providing personal information about ... | "
709,exercise,тренироваться,VERB,VERB,VERB,"train | exercise | I need to get to exercise more. | And we're also going to exercise more. | The doctor says she needs exercise. | Parks are very popular places to exercise. | ... a great way to exercise. | ... will find time for you to exercise and convey healthy food ... | ... stuck in my cell, unable to exercise. | ... kids eat right and exercise at home, we also need | I repeat: unable to exercise. | Of course I must exercise. | "
710,exercise,учения,NOUN,NOUN,NOUN,"teachings | doctrine | exercises | exercise | drill | Could it invoke a retraining exercise? | Any chance this is an exercise? | After completion of the exercise there was organized display of fire ... | Maybe it's an exercise? | ... supposed to be a routine training exercise and that's all ... | It's just a training exercise. | And the exercise will last for.? | ... his first sermon, the beginning of exercise. | Every year a large international exercise seeks to enhance cooperation ... | It's a training exercise, that's all. | ... conceived by the command-staff exercise, an earthquake of ... | ... 2013), which was the first exercise conducted | "
711,exercise,мероприятие,NOUN,NOUN,NOUN,event | activity | exercise | ... this kind of government that this exercise is not good. | Both aerobic and anaerobic exercise also work to increase ... | 
712,exit,выход,NOUN,NOUN,NOUN,"output | exit | out | access | outlet | yield | quit | Exit to the balcony with outdoor furniture. | The exit is the other way. | I know one exit she hasn't got covered. | Some rooms have a balcony or a terrace exit. | I know where is exit. | There will be an emergency exit. | Guide him and jump the platforms to find the exit. | I need an exit, fast. | And that there's the exit. | You have an entry door and an exit door? | Tell us where the exit is! | See that fire exit? | All indicative of entry and exit. | Is there another exit? | Anyone see an exit? | "
713,exit,выезда,NOUN,NOUN,NOUN,"departure | exit | checkout | ... all applicable laws regarding exit, entry and transit ... | Larger arch opening for easier entry/exit | ... at the end of the exit connecting radius. | ... special order of the entry and exit of citizens in cases ... | The exit of the A3 motorway is a ... | ... you must drive your car to the exit without crashing. | ... , i.e., exit and re-enter the ... | ... just 550 yards from the highway exit, allowing you to ... | Drive 38 kilometers to the next exit and turn around. | ... just 500 metres from the motorway exit, allowing you to ... | The exit of the A14 motorway ... | ... only 4 km from the A6 motorway exit. | Exit 49 on the A4 motorway is just ... | The exit of the A10 motorway is ... | The nearest exit of the A22 motorway is ... | "
714,exit,съезда,NOUN,NOUN,NOUN,"exit | congress | Can't calculate exit approach left lane. | ... km from the motorway's exit 22. | ... and 3.5 km from the nearest motorway exit. | ... 6 km from the exit. | ... 1.5 km from the exit of the motorway, and only ... | The nearest exit of the A11 motorway is ... | The exit of the A14 motorway can be ... | ... only 6 km from the exit of the A1 motorway. | ... roadway, approach and exit roadways, islands, road ... | The exit of the A10 motorway is ... | The exit of the A55 motorway ... | The A3 motorway exit is just a 2-minute ... | The exit of the A15 motorway is ... | The exit of the A14 motorway is ... | The exit of the A14 motorway is ... | "
715,exit,выйти,NOUN,NOUN,NOUN,"leave | exit | quit | Save the file and exit from the editor. | Now you can exit from application. | You can exit the way you entered. | Do you really want to exit? | Click to exit without saving changes. | Do you want to exit? | Now you can exit from application. | To exit, simply close the window. | Assume it did not exit normally. | Would you like to exit without saving the pending changes? | ... get to the switch and exit through the door while collecting ... | Exit the vehicle, please, gentlemen. | ... and often you can exit from the bottom, but ... | Commit any pending transforms and exit | If you exit now, you will lose your changes ... | "
716,exit,закройте,NOUN,NOUN,NOUN,"close | quit | exit | shut | Exit all other software applications. | Exit the sketch and drag the geometry. | Save your part file and exit. | Save and exit the text file. | Exit all the programs, and restart the computer. | Please exit the presentation and then close the document. | Exit the sketch and save your file. | Exit all the programs, and restart your computer. | Save the drawing and exit the program. | Exit other running applications or close additional documents ... | Exit all programs that are currently open on the computer ... | ... that need edit and exit the dialog. | ... on a different face, exit the current sketch, select ... | again or exit the sketch to restore the geometry. | Exit the sketch and right- ... | "
717,exit,завершения,NOUN,NOUN,NOUN,"complete | completion | finish | end | exit | termination | finishes | finalize | Close the window to exit this video. | Evaluate the test according to exit criteria. | Enter the exit code in the adjacent field and select one ... | ... scan job completely if the specified exit code is received. | ... merge job immediately if the specified exit code is received. | ... scan job immediately if the specified exit code is received. | ... the drawing area, without forcing you exit the command. | ... restore job completely if the specified exit code is received. | ... scan job completely if the specified exit code is received. | ... the drawing area, without forcing you exit the command. | ... restore job completely if the specified exit code is received. | ... merge job completely if the specified exit code is received. | ... scan job immediately if the specified exit code is received. | ... merge job completely if the specified exit code is received. | ... restore job immediately if the specified exit code is received. | "
718,exit,завершения работы,VERB,VERB,VERB,"shutdown | exit | shutting down | shuts down | ... the next measurement or exit the tool. | ... the next measurement or exit the tool. | Click Finish to exit the Installation wizard. | Click Close to exit the wizard. | Press Enter twice to exit the command. | Click in the drawing to exit the Layer list. | Click {1} to exit the temporary plan. | To exit the Component tool, ... | To exit the tool, click ... | To exit the tool, click ... | ... wire and press ESC to exit the command. | Click {1} to exit the temporary elevation. | To exit the Create Similar tool ... | To exit the Component tool, ... | To exit the Add/Remove Walls tool ... | "
719,exit,закрыть,VERB,VERB,VERB,close | shut | shut down | exit | dismiss | quit | You should save and exit the drawing now. | to exit the command. | exit the in-place editing session without saving your changes | exit the in-place editing session after saving your changes | to exit the route. | to exit the installation package editor. | ... to apply the view and exit the dialog box. | ... to apply the view and exit the dialog. | Click Return to exit the sketch. | ... to save your changes and exit the dialog box or ... | Click Close to exit the wheel. | Click Close to exit the wheel. | to exit the Security screen. | to exit the Route command. | Click Restore or Continue Later to exit the wizard. | 
720,explain,объяснить,VERB,VERB,VERB,"explain | attributed | Let me explain something to you. | And ask him explain my confinement. | I can explain that. | I have to explain something. | Just let me explain. | I want to explain more next time. | Can you explain it? | I asked to explain me the reason. | Let me explain something to you. | Let me explain my problem with cars of this type. | I can explain this whole mess. | Let me explain it to you in song. | I have to explain it to her. | How do we explain this behavior? | I can explain that, okay? | "
721,explain,разъяснить,VERB,VERB,VERB,"explain | clarify | clarification | elucidate | I must explain them. | ... a problem you think we need to explain ourselves. | ... we use it for, and explain your rights in relation ... | Encourage them to explain in the letter the importance of ... | Could you explain so that I can ... | ... , they are better positioned to explain and communicate | ... if you need to explain it to your men, I ... | ... court, I should probably explain a few things. | "
722,explain,пояснить,VERB,VERB,VERB,"explain | clarify | It is important to explain to your fellow developers ... | But we must explain the mechanism of its work for ... | ... replacement data are available, please explain in the space for ... | Explain how to download a ... | ... where people have to explain their choice | Here is required to explain, that in the command ... | ... -I can explain that. | "
723,explain,обьяснить,VERB,VERB,VERB,"explain | We can explain it. | Relax and let me explain. | Just let us explain. | I can explain it. | Please let me explain. | I wish you'd explain that to the committee. | Can you explain this? | But you need a book to explain the mechanism. | ... but you wouldn't even let me explain. | It would explain its phosphorescent pigment. | I can't explain it. | I thought if I could just explain she would understand. | Which I tried to explain to the Secret Service Agent ... | ... head, I'd like to explain if I could. | ... , but I can explain. | "
724,explain,рассказать,VERB,VERB,VERB,"tell | told | explain | You have to explain this further. | Can you explain the philosophy behind your music? | Can you explain your injuries one more ... | Explain what you think about ... | ... file formats and can explain what ir files are. | ... file formats and can explain what x86 files are. | ... file formats and can explain what vault files are. | ... file formats and can explain what tmp files are. | ... file formats and can explain what cmdb files are. | ... file formats and can explain what ccd files are. | ... file formats and can explain what xsd files are. | ... file formats and can explain what psi files are. | You can explain how everything works here. | And explain everything, right? | To explain how my heart toils ... | "
725,explain,описываются,VERB,VERB,VERB,describes | explain | explains | discusses | outlines | ... links take you to tutorials that explain the steps. | The following topics explain more complex scenarios with ... | The sections below explain the BI capabilities that ... | 
726,extra,дополнительных,ADJ,ADJ,ADJ,additional | extra | advanced | supplementary | secondary | I was doing all those extra courses. | Do you want something extra special? | Option to create extra connection plates. | No more extra pack or expansion file is needed. | So what if it's got two extra doors? | Pop the gold bubbles for extra points! | Possibility for two extra beds. | You want extra credit for doing your job? | Extra facilities include an electric kettle and a washing machine. | Target player takes two extra turns after this one. | Ability to accommodate on extra beds. | So no extra work here. | Collect crystals for extra points. | A fireplace provides extra guest comfort. | Try to collect coins for extra points. | 
727,extra,экстра,ADJ,ADJ,ADJ,"extra | extras | an extra | ekstra | Extra small and light. | Extra stability from flexible steel supports along spine. | You get extra points for style. | In this case, you get extra speed for a long ... | ... one painting and one extra, full damage. | ... a size extra, extra, extra small but her. | One extra crispy coming up! | Let me borrow your extra shirt. | Were you being extra charming and clever? | Fake eyelashes, extra long. | Extra discount for regular customers | Carefully selected hazelnut extra class coated gentle layer ... | Extra wide and long slots | Extra short cellulose fibre for ... | Extra room with a view on the sea | "
728,extra,лишние,ADJ,ADJ,ADJ,"extra | unnecessary | excess | superfluous | redundant | unneeded | I needed to make some extra money. | Why are you hearing extra letters? | How to remove extra spaces in cells? | Remove the extra flash memory. | And that's the extra mileage. | Sometimes extra or missing parts are highly visible, ... | People add extra words when they want ... | Due to the extra movement and speed avoid ... | ... so glad you had those extra tickets. | I don't care for that extra fifty yuan. | ... example you do not need the extra fields to projects, ... | ... you have not copied any extra spaces before or after the ... | Where were the extra kilos? | ... you may not worry about the extra costs, even if ... | Some have extra pounds on the waist. | "
729,extra,загородный,ADJ,ADJ,ADJ,country | extra | rural | rustic | zagorodny | ... replaceable battery for those extra-long-riding tours. | ... fuel consumption - urban/extra-urban/combined ... | ... fuel consumption - urban/extra-urban/combined ... | Extra (↑、↓ ... | 
730,extra,особо,ADJ,ADJ,ADJ,"particularly | especially | extra | specifically | highly | Extra mild shampoo washes children ... | ... my lad, when you have to be extra careful. | I was extra appealing. | thread diameter with extra-fine pitch | Extra heavy-duty. | ... for use with heavy to extra heavy weight materials, ... | ... of this problem is producing extra-light claydite with bulk ... | extra large skins (area ... | - Blue monsters are extra dangerous since they can ... | - High quality, extra strong forged steel and ... | "
731,fact,факт,NOUN,NOUN,NOUN,fact | The fact i just signed over my hotel? | And the fact that all good. | Now that's the biggest fact about you. | Except for the fact that you were you. | Only the fact of the change will be reported. | But you can't change the fact that to you. | A fact well known. | You have to have some faith in that fact. | I made no attempt to hide that fact from you. | The fact of transition into a new age is important. | No one can erase this fact. | Except for the fact that. | It seems to me it's more like a fact! | And this is a fact. | This quote is in red only to highlight this fact. | 
732,fact,самом деле,NOUN,NOUN,NOUN,"fact | really | actually | indeed | reality | truth | In fact, we're dealing with the same problem. | That you are in fact still human. | But in fact they will handle null pointers. | In fact, hardly any of them do. | In fact, we are not. | In fact, it could go either way. | The fact is that both answers are correct. | In fact, your most dangerous rivals are the birds. | In fact, they wouldn't be alive at all. | However in fact this ingredient is dangerous for life. | In fact, these drawings, are very special. | In fact, we were just talking about you. | As matter of fact, that. | In fact, we've got all the tickets. | The fact is, lying is a necessity. | "
733,fact,действительности,NOUN,NOUN,NOUN,"fact | reality | actually | really | validity | indeed | actuality | In fact, this is not always the case. | In fact, the program has nothing more to do. | In fact, he's learned how to create one. | In fact, nothing is clear. | In fact, she may have been sound asleep. | In fact, water is a compound. | But in actual fact this is not so at all. | This material in fact is not particularly recommended for applications at ... | In fact, she's the one who bought him that ... | In fact, any activity, any activity engaged in by ... | In fact, many customers work in virtual or ... | In fact, it is worse than a ... | In fact, in my world ... | In fact, all these problems can be avoided by ... | In fact, all of our employees are different ... | "
734,fact,тем,NOUN,NOUN,NOUN,the | fact | This difference is due to the fact that domain name resolution ... | This is explained by the fact that business travelers usually ... | We are proud of the fact that it is ours ... | This is explained by the fact that even with the ... | The nickname is due to the fact that even the trunk ... | Probably many have faced the fact that the game did not ... | This is due to the fact that all clients funds ... | Due to the fact that the cables are manufactured in different ... | The nickname is due to the fact that even the trunk ... | Due to the fact that all the processes ... | Their tendency is explained by the fact that on the one ... | This aspect agrees with the fact that we are going ... | This is due to the fact that the shipment is sent ... | Due to the fact that the human eye has three types ... | Due to the fact that there is no need to ... | 
735,fact,то,NOUN,NOUN,NOUN,"the | then | fact | The fact that she's out there is my fault. | And the fact that it is bronze is extremely unusual. | As a matter of fact, yes. | In fact, quite a few thousand. | The fact is that he didn't show up. | And the fact that the entire. | As a matter of fact, it is. | Not so good as a matter of fact. | As a matter of fact, we do. | In fact it increased radar. | As a matter of fact. | In fact, you look better than good. | As a matter of fact, this has happened before. | In fact, you're going to pay for this. | I need to back off and accept the fact that. | "
736,fact,том,NOUN,NOUN,NOUN,"the | tom | fact | The fact that you're happy now. | But in fact you're afraid. | Matter of fact, he called me yesterday. | About the fact you've just come out of prison? | But the fact is, sometimes you do. | We should probably talk about the fact that. | But the fact is. | The fact that they put me behind. | The fact is if you start ... | The fact that it was in ... | There is nothing unusual in the fact that people can travel ... | The fact is that the soul enters into ... | The addiction lies in the fact that it has several ... | The fact for which the statutory ... | The fact is, they were ... | "
737,fact,того,NOUN,NOUN,NOUN,"the | order | fact | And what of the fact that we were there? | In fact, it needs a nightgown. | What about the fact that he was walking away? | What about the fact they're both women? | What about the fact that. | How about the fact that you belong here? | In fact, he hated the subject in school. | Besides the fact that it's not working? | The term comes from the fact that at one time ... | In fact, watching this movie ... | Besides the fact that she's completely ... | Due to the fact that the city has ... | Due to the fact that this carrot has no ... | Due to the fact that these vehicles often have to ... | In fact, numbers are all ... | "
738,fact,обстоятельство,NOUN,NOUN,NOUN,"circumstance | fact | This fact should make the company work ... | This fact is an advantage, but at the same time ... | ... when you consider the fact that they were burying a soldier ... | Given the fact that the problems of strength, stiffness and ... | The fact that sites are transparent ... | Nevertheless, one fact makes me believe your ... | ... the median line — a fact to be remembered in practice ... | This fact is extremely alarming because ... | ... particular attention to the fact that a description of a table ... | ... also relied on the fact that because of what ... | "
739,fact,ведь,NOUN,NOUN,NOUN,"because | fact | In fact, do you want winners? | In fact he is in each of us. | What is human breathing in fact? | And in fact it is not present anything anywhere ... | In fact one of the core tasks is to avoid ... | In fact, patients participating in clinical ... | And in fact these books have been written by many hundreds ... | In fact we are all connected, we mirror ... | ... somehow not absolutely in fact it is trusted. | ... not pay wages, and in fact anything you can not ... | Yes, in fact this is a usual phone call. | At present we are in fact only selling resources. | Yes, but you are in fact human. | In fact, the federal grouping has not routed ... | Fact is, we don't really know what ... | "
740,fact,дело,NOUN,NOUN,NOUN,"case | business | thing | matter | deal | cause | dealing | fact | The fact is, we're ... | The real fact is he's in ... | But the fact is, we can't do that ... | But the fact is, | ... kinda tired to me, and that's a fact. | The fact that the method of ... | Fact is, she wanted to ... | The fact is I did need to lean upon | But the fact is ""it is ... | ... our identity - and the fact is, I am ... | ""The fact is my father showed the exact ... | ""The fact is, the poor old lad ... | ... Silversands Casino, but the fact is that most people ... | "
741,fail,произойти сбой,VERB,VERB,VERB,"fail | crash | When you build the projects, builds may fail. | The spreadsheet should fail to load if this index ... | ... the ribbon cable can fail. | This may fail if there is not ... | ... , an instance could fail because of a hardware failure ... | ... the conversion process may fail with the following error: | A Synchronize with Central operation may fail for several reasons, ... | Otherwise, import/export may fail. | ... writes by the compiler may fail and a fatal error may ... | Otherwise, import/export can fail. | ... Workflow Manager configuration may fail when it uses the ... | ... New Update Operation might fail. | "
742,fail,неудачу,VERB,VERB,VERB,"fail | bad luck | setback | Any relationship with that foundation is destined to fail. | Can you only succeed by seeing me fail? | ... let them see you or you going to fail. | ... are graded by gold, silver, bronze and fail. | I will not fail this time. | Your attempts to assimilate this drone will fail. | We all know that most startups fail. | ... means you need to fail and fail and fail ... | ... fail and fail and fail over and over again in order ... | I will not fail. | ... come to pass if you should fail. | ... worried you're going to fail this time. | ... the project was destined to fail from the start simply ... | ... perfectly capable of either of these often find their resolution fail | ... received the decision authority objections fail. | "
743,fail,фэйл,VERB,VERB,VERB,"fail | Fail, fail, fail. | Fail, fail, fail. | Fail, fail, fail. | "
744,fail,завершиться ошибкой,VERB,VERB,VERB,"fail | If this happens, the content deployment job might fail. | A function can fail, and when it does, its ... | The round trip might fail because one or more ... | ... content deployment job might fail. | Partial writing to a table may fail | Installation can fail or take a long time when ... | A synchronous recognition operation can fail for the following reasons: | An asynchronous recognition operation can fail for the following reasons: | The previous command can fail if the Build- ... | ... steps, the upgrade may fail, and you may receive ... | "
745,fail,терпят неудачу,VERB,VERB,VERB,"fail | The more they fail, the stronger the model becomes. | And as usual their experiments fail. | ... find people who most often fail, look for people ... | that it is nothing, fail, on this side ... | "
746,fail,сбой,VERB,VERB,VERB,"failed | failure | fail | crash | crashing | glitch | malfunction | This causes the wizard to fail. | This could cause the calibration process to fail. | ... incorrect type conversion that may cause upgrade scripts to fail. | so far behind his fail in the folder | ... call can either succeed or fail. | ... stop responding or to fail. | ... collection and can cause the content deployment job to fail. | ... subsequent process creation attempts fail, and you receive the following ... | This causes the Synchronize with Central operation to fail. | The inputs that fail the calculation appear in red ... | ... out errors that cause the backup to fail. | ... 100 characters causes replication tasks on that repository to fail. | ... value that causes the Hybrid Configuration wizard to fail. | ... failure propagates to the Fail method of the spout, where ... | RAID 6 allows for two disks to fail. | "
747,fail,потерпеть неудачу,VERB,VERB,VERB,"fail | And why he must fail. | This time we cannot fail. | We must not fail. | This is why you cannot fail. | Living in fear that you might fail? | I do not want to fail with this particular case. | How could you all fail at the same time? | There are many different ways to fail, and even different ... | This item may fail if it is used ... | ... error which can cause system to fail. | ... be willing to take a chance and fail. | ... just giving him the chance to fail. | Now, query can always fail. | Meanwhile the bank may fail, because of | You can't fail again. | "
748,fail,ошибкой,VERB,VERB,VERB,"error | mistake | fail | bug | blunder | If not, the entire operation will fail. | ... the call to open the file will fail. | ... any failures are returned, the whole operation will fail. | ... the current transaction will fail. | The test will fail if the thrown exception inherits from the ... | ... won't work and will fail on installation. | The request will fail with error code 400 ( ... | ... distributed transaction operations will fail if the computer is located ... | ... programs, the command will fail if you do not have ... | Otherwise, deployment will fail. | ... data within a buffer fail on buffers that have not ... | ... the exception or the program will fail. | ... that your command will fail with the following error message: | ... can cause the test to fail. | ... access policy, the request will fail with status code 400 ... | "
749,fail,подвести,VERB,VERB,VERB,fail | bring | So the system can fail you. | Grant me the strength not to fail you. | I wasn't going to fail her again. | I don't want to fail you again. | How could you fail me?! | I can't fail him again. | ... to accept that I could fail them both so profoundly ... | 
750,fail,не,VERB,VERB,VERB,"not | don't | does not | no | didn't | won't | isn't | without | fail | File open will fail. | Test to teach, not to pass or fail. | Others abandon their families outright and fail to provide support. | If you fail, you will lose one life. | So many candidates fail to become apprentices. | If you reach the yellow marker, you fail. | User profiles may fail to load. | Why do you think people fail to show gratitude? | What most fail to grasp is that the river is circular ... | If during this time you fail to accept the call ... | Should this information fail to provide the necessary responses, ... | And what you fail to realize is my ... | Fail to do so, and ... | What most fail to grasp is that the river is circular ... | If these commands fail, you are not connected to the ... | "
751,fair,справедливой,ADJ,ADJ,ADJ,"fair | equitable | An election system cannot be fair or unfair. | All we want is fair pay. | ... decorations and finishes, and a fair price policy. | ... our clients to and from the fair. | ... available subject to our fair usage policy. | ... available subject to our fair usage policy. | ... them quality products at fair prices. | ... and gives a professional service at a fair price. | ... from the manufacturer, at a fair price, with no ... | ... to data protection, privacy, fair trading, corporations and ... | ... ruled with the same fair hand that he had ruled with ... | Investments of a plan –at fair value | When transaction price provides the best evidence of fair value at | He sat pink and fair and extremely | To develop fair and transparent competition; | "
752,fair,ярмарка,NOUN,NOUN,NOUN,fair | trade fair | The fair's closed for the season. | What sort of fair? | There was a fair with rides. | What a wonderful science fair. | Such fair for students will be organized for the first time ... | This fair was a great success every ... | There was a travelling fair in the city. | Tea Fair with floral pattern in ... | Fair's not open yet. | The achievement fair breathed in an inspiring stimulus for us ... | Fair's not open yet. | The fair is also an opportunity to do good business and ... | Fair prices - expert advice ... | And there's this great street fair on Memorial Drive. | ... and its picturesque weekend crafts fair are across from the ... | 
753,fair,честно,ADJ,ADJ,ADJ,"honestly | fair | honest | fairly | frankly | truthfully | honesty | Now play fair with us. | That sounds fair enough. | I won it fair and square. | I think that's fair enough. | I can win this thing fair and square. | Two on one foosball, you think that's fair? | Not exactly playing fair, are you, sport? | Fair or not, it's their final offer. | We think two percent's very fair. | Who says you have to play fair? | They play fair, you know. | This comparison is not fair. | That dress is not fair. | That was not fair. | You won fair and square. | "
754,fair,добросовестной,ADJ,ADJ,ADJ,"fair | diligent | conscientious | accordance with fair practice. | ... ensure higher quality standards and fair price competition."" | ... the principles of market economy and fair competition. | Responsive, honest, fair. | [is compatible with fair practice.]]] | 3) a fair tender among potential suppliers; | ... . [is compatible with fair practice.]]] | "
755,fair,выставка,NOUN,NOUN,NOUN,exhibition | show | fair | trade fair | expo | The fair is the perfect place to meet ... | ... traditional games show and fair-exhibition of craftsmen ... | 
756,fair,выставки,ADJ,ADJ,ADJ,"exhibition | trade shows | shows | fairs | fair | expo | exposition | ... making a diorama for a science fair? | ... of my traps in the district science fair. | ... and individuals who contributed to the creation of the fair. | Constructed for the World's fair, this huge building ... | Fair dates: from 15 to ... | ... the participant in the official fair catalogue contains: | ... 20 minutes, and the fair in about 12 minutes. | ... information about the participant in the official fair catalogue contains: | ... , and during the fair or mission entrepreneur must ... | 2.3. To issue the catalogue of the fair. | 2.3. To issue the catalogue of the fair. | "
757,fair,несправедливо,ADJ,ADJ,ADJ,"unfair | unfairly | fair | unjustly | unjust | injustice | wrongfully | falsely | That is not fair. | You know, it isn't fair to blame you. | You know that's not fair. | He was taken from you and that's not fair. | That was really fair. | Right now it's not fair, but things can ... | I knew it wouldn't be fair to leave her alone, ... | ... to me and it's not fair. | ... what happened to you was not fair. | Not fair, man. | You know, it's really not fair. | It's not fair either way. | It just wouldn't be fair. | What happened to you, it isn't fair. | She said it wasn't fair. | "
758,fair,светлой,ADJ,ADJ,ADJ,"light | bright | fair | This color matches well with my fair skin. | Skin became less sensitive and more fair and radiant. | ... them is for people with fair skin, and that's ... | outline, and fair complexion. | ... stately head, And with fair words of salutation said: | "
759,fall,падения,NOUN,NOUN,NOUN,"fall | falling | drop | downs | dropping | lows | incidence | Is that from the fall, too? | The height of the fall can be calculated mathematically. | All this trauma from a fall in the river? | If you´re successful, everybody waits for your fall. | It could be from a fall. | A perfect world, before the fall. | From a fall during rhythmic gymnastics. | Must have been from the fall. | Once the barriers fall for their payment, they ... | ... of cash to catch your fall. | ... racing skills, but avoid to fall on your head. | ... this makes possible the repair in case of its fall. | ... not from the blades or the fall. | ... sure the bruises are from the fall from the bed. | ... this injury from a fall. | "
760,fall,осень,NOUN,NOUN,NOUN,"autumn | fall | What are your plans this fall? | Fall and winter, you guys can wait backstage. | Fall means football season. | And then fall and winter? | This first pair soon fall, and the later leaves ... | Fall a great time, which as usual delights us ... | ... but then we have fall and winter. | ... looking for something for this fall. | ... summer but then we have fall and winter. | ... chart is updated each spring and fall after general conference. | ... of the county while fall and summer are good ... | Fall really excites people's hearts. | He used to clean my gutters every fall. | Spring, fall, and winter are the best ... | ... it's coming out in the fall. | "
761,fall,падать,VERB,VERB,VERB,"fall | dropping | tumble | plummet | But when they start to fall? | But when they stan to fall? | Now with sheep meat will fall. | Dominoes will start to fall. | Be careful not to let pets fall. | Avoid some obstacles that exist or you will fall. | Oil prices may fall but drilling rigs will continue ... | They should not fall on your head, ... | Women may fall, when there's no strength ... | ... house prices don't need to fall as much. | ... to the right or left, allowing them to fall. | ... removed by clicking, they must fall off the screen. | ... there are no larger clothes to fall back on. | ... and power of your ability to fall. | ... can but avoid to fall down. | "
762,fall,упасть,VERB,VERB,VERB,fall | drop | tumbling | He could fall in the tub. | Do you know what made him fall? | You might fall off and hurt somebody. | He must ascend or fall by his own devices. | I would fall off of it. | Try not to fall off the edges! | You could fall into one of the other passengers. | Try to not fall down in the chasm. | I oughta let you fall. | Can the sun fall down? | How many more times you have to fall? | He might fall down the stairs. | The attachment may fall off the smartphone. | This is where you fall down. | How do you fall off a ferry? | 
763,fall,попадают,VERB,VERB,VERB,"fall | How many people fall into these two groups? | These tools fall into several categories. | But no mortar shells fall here, right? | These determines which objects fall in this range. | Some of them actually fall into good hands and ... | Herpes viruses fall within this category, and it is thought ... | Vertices and edges of features that fall within the cluster tolerance ... | During the series they fall into different life situations that ... | ... to all points that fall inside the polygon. | ... see which of the responses fall into which combination. | ... much of today's music fall in the same category. | ... to move around and eventually fall into each of the portals ... | ... pieces do not easily fall into a category, ... | Metafiles fall in this category. | Some seeds fall on good soil and sprout very quickly. | "
764,fall,подпадают,VERB,VERB,VERB,"fall | These operators fall into one of two categories. | These files fall under the data file category ... | do fall for this tactic of single ... | veloped countries) and fall under the exception clauses. | ... , almost 70% of students fall into this category. | ... different steel alloys that fall under the stainless steel category ... | ... other noncommunicable conditions also fall within the scope of this category ... | ... We believe our images fall under the fair use doctrine ... | ... ""jnlp"" files fall under the category of applets, ... | "
765,fall,опускаться,VERB,VERB,VERB,"fall | stoop | descend | Allows the product to fall by gravity | ... problem playing field starts to fall down, reducing the time ... | ... temperatures contents should not fall below 12 °C, the optimum ... | "
